Repetition	Max. Angle Reached1	Avg. Velocity	Time	Distance	Default=1	Max Target Angle=3.5	Max. Angle Reached2
1	13.97	[0, 0.94, 0.94, 6.7, 4.55, 3.45, 2.76, 2.33, 1.48]	[0, 11, 12, 13, 14, 15, 16, 17, 18]	[0, 2.07, 2.07, 29.45, 30.02, 30.37, 30.37, 30.72, 22.76]	13.88
X(Time)	Y(Sensor 1 Angle)	Y(Sensor 2 Angle)
0	0	0
1	0	0
2	0	0
3	0	0
4	0	0
5	0	0
6	0	0
7	0	0
8	0	0
9	0	0
10	0	0
11	0.94	2.53
12	0.94	13.88
13	13.39	13.29
14	13.65	13.29
15	13.81	13.4
16	13.81	13.4
17	13.97	13.4
18	10.35	8.54
19	0	0
20	0	0
21	0	0
22	0	0
23	0	0
24	0	0
25	0	0
26	0	0
27	0	0
28	0	0
