Repetition	Max. Angle Reached1	Avg. Velocity	Time	Distance	Default=1	Max Target Angle=3.5	Max. Angle Reached2
1	8.06	[0, 7.3, 7.3, 4.01, 2.69, 2.02, 1.61, 1.34, 1.15, 0.48]	[0, 12, 13, 14, 15, 16, 17, 18, 19, 20]	[0, 16.05, 16.05, 17.64, 17.72, 17.72, 17.72, 17.72, 17.72, 8.51]	10.62
X(Time)	Y(Sensor 1 Angle)	Y(Sensor 2 Angle)
0	0	0
1	0	0
2	0	0
3	0	0
4	0	0
5	0	0
6	0	0
7	0	0
8	0	0
9	0	0
10	0	0
11	0	0
12	7.3	3.87
13	7.3	10.62
14	8.02	10.29
15	8.06	10.09
16	8.06	9.89
17	8.06	9.89
18	8.06	9.75
19	8.06	9.68
20	3.87	8.1
21	0	0
22	0	0
23	0	0
24	0	0
25	0	0
26	0	0
27	0	0
28	0	0
29	0	0
30	0	0
