Repetition	Max. Angle Reached1	Avg. Velocity	Time	Distance	Default=1	Max Target Angle=3.5	Max. Angle Reached2
1	9.83	[0, 8.7, 8.7, 4.89, 3.28, 2.46, 1.97, 1.64, 1.4, 1.23]	[0, 11, 12, 13, 14, 15, 16, 17, 18, 19]	[0, 19.13, 19.13, 21.53, 21.62, 21.62, 21.62, 21.62, 21.62, 21.62]	13.45
X(Time)	Y(Sensor 1 Angle)	Y(Sensor 2 Angle)
0	0	0
1	0	0
2	0	0
3	0	0
4	0	0
5	0	0
6	0	0
7	0	0
8	0	0
9	0	0
10	0	0
11	8.7	13.45
12	8.7	13.45
13	9.79	13.06
14	9.83	13.06
15	9.83	12.78
16	9.83	12.72
17	9.83	12.67
18	9.83	12.89
19	9.83	8.04
20	0	0
21	0	0
22	0	0
23	0	0
24	0	0
25	0	0
26	0	0
27	0	0
28	0	0
29	0	0
30	0	0
31	0	0
32	0	0
33	0	0
34	0	0
