Max,6.8539
Target,3.4270
Set,Time,Reps,Angle,Velocity,X,Y
1,0.1372,0,0.0000,0.0000,0.5670,-0.6630
1,0.1643,0,0.0000,0.0000,0.5680,-0.6630
1,0.1785,0,0.0000,0.0000,0.5680,-0.6640
1,0.2035,0,0.0000,0.0000,0.5680,-0.6640
1,0.2244,0,0.0000,0.0000,0.5680,-0.6640
1,0.2592,0,0.0000,0.0000,0.5680,-0.6640
1,0.2714,0,0.0000,0.0000,0.5680,-0.6640
1,0.2934,0,0.0000,0.0000,0.5670,-0.6640
1,0.3192,0,0.0000,0.0000,0.5670,-0.6630
1,0.3464,0,0.0000,0.0000,0.5670,-0.6620
1,0.3625,0,0.0000,0.0000,0.5660,-0.6620
1,0.3909,0,0.0000,0.0000,0.5660,-0.6610
1,0.3969,0,0.0000,0.0000,0.5650,-0.6610
1,0.4185,0,0.0000,0.0000,0.5650,-0.6600
1,0.4201,0,0.0000,0.0000,0.5510,-0.6490
1,0.4434,0,0.0000,0.0000,0.5510,-0.6490
1,0.4772,0,0.0000,0.0000,0.5510,-0.6490
1,0.5116,0,0.0000,0.0000,0.5520,-0.6500
1,0.5351,0,0.0000,0.0000,0.5520,-0.6500
1,0.5592,0,0.0000,0.0000,0.5520,-0.6510
1,0.5805,0,0.0000,0.0000,0.5530,-0.6520
1,0.6150,0,0.0000,0.0000,0.5530,-0.6530
1,0.6495,0,0.0000,0.0000,0.5540,-0.6550
1,0.6730,0,0.0000,0.0000,0.5550,-0.6570
1,0.6989,0,0.0000,0.0000,0.5560,-0.6590
1,0.7188,0,0.0000,0.0000,0.5570,-0.6610
1,0.7454,0,0.0000,0.0000,0.5580,-0.6650
1,0.7791,0,0.0000,0.0000,0.5620,-0.6720
1,0.8138,0,0.0000,0.0000,0.5650,-0.6800
1,0.8218,0,0.0000,0.0000,0.5690,-0.6840
1,0.8425,0,0.0000,0.0000,0.5690,-0.6880
1,0.8454,0,0.0000,0.0000,0.5700,-0.6890
1,0.8566,0,0.0000,0.0000,0.5700,-0.6910
1,0.8683,0,0.0000,0.0000,0.5710,-0.6920
1,0.8801,0,0.0000,0.0000,0.5720,-0.6940
1,0.9143,0,0.0000,0.0000,0.5720,-0.6960
1,0.9368,0,0.0000,0.0000,0.5750,-0.6980
1,0.9606,0,0.0000,0.0000,0.5750,-0.6970
1,0.9716,0,0.0000,0.0000,0.5750,-0.6950
1,0.9848,0,0.0000,0.0000,0.5750,-0.6930
1,1.0022,0,0.0000,0.0000,0.5750,-0.6910
1,1.0057,0,0.0000,0.0000,0.5740,-0.6880
1,1.0170,0,0.0000,0.0000,0.5740,-0.6850
1,1.0302,0,0.0000,0.0000,0.5730,-0.6820
1,1.0405,0,0.0000,0.0000,0.5720,-0.6770
1,1.0517,0,0.0000,0.0000,0.5700,-0.6700
1,1.0748,0,0.0000,0.0000,0.5640,-0.6510
1,1.1444,0,0.0000,0.0000,0.5580,-0.6280
1,1.1704,0,0.0000,0.0000,0.5290,-0.5550
1,1.2240,0,0.0000,0.0000,0.5190,-0.5340
1,1.2510,0,0.0000,0.0000,0.4930,-0.4820
1,1.2783,0,0.0000,0.0000,0.4870,-0.4720
1,1.2929,0,0.0000,0.0000,0.4800,-0.4640
1,1.3235,0,0.0000,0.0000,0.4720,-0.4580
1,1.3389,0,0.0000,0.0000,0.4660,-0.4550
1,1.3965,0,0.0000,0.0000,0.4600,-0.4720
1,1.4081,0,0.0000,0.0000,0.4580,-0.4760
1,1.4205,0,0.0000,0.0000,0.4570,-0.4790
1,1.4314,0,0.0000,0.0000,0.4560,-0.4820
1,1.5112,0,0.0000,0.0000,0.3980,-0.4510
1,1.5351,0,0.0000,0.0000,0.3850,-0.4480
1,1.5641,0,0.0000,0.0000,0.3780,-0.4470
1,1.5803,0,0.0000,0.0000,0.3720,-0.4480
1,1.6064,0,0.0000,0.0000,0.3660,-0.4480
1,1.6338,0,0.0000,0.0000,0.3580,-0.4500
1,1.6770,0,0.0000,0.0000,0.3520,-0.4520
1,1.7461,0,0.0000,0.0000,0.3380,-0.4710
1,1.7747,0,0.0000,0.0000,0.3390,-0.4770
1,1.7871,0,0.0000,0.0000,0.3410,-0.4820
1,1.8110,0,0.0000,0.0000,0.3480,-0.4910
1,1.8330,0,0.0000,0.0000,0.3580,-0.4980
1,1.8569,0,0.0000,0.0000,0.3700,-0.5070
1,1.8827,0,0.0000,0.0000,0.3830,-0.5170
1,1.9025,0,0.0000,0.0000,0.3950,-0.5290
1,1.9251,0,0.0000,0.0000,0.4080,-0.5430
1,1.9609,0,0.0000,0.0000,0.4370,-0.5730
1,1.9896,0,0.0000,0.0000,0.4540,-0.5930
1,2.0052,0,0.0000,0.0000,0.4750,-0.6180
1,2.0297,0,0.0000,0.0000,0.4990,-0.6470
1,2.0513,0,0.0000,0.0000,0.5240,-0.6780
1,2.0750,0,0.0000,0.0000,0.5440,-0.7030
1,2.0858,0,0.0000,0.0000,0.5540,-0.7150
1,2.1095,0,0.0000,0.0000,0.5580,-0.7210
1,2.1380,0,0.0000,0.0000,0.5620,-0.7240
1,2.1546,0,0.0000,0.0000,0.5650,-0.7270
1,2.1824,0,0.0000,0.0000,0.5680,-0.7250
1,2.2007,0,0.0000,0.0000,0.5690,-0.7220
1,2.2241,0,0.0000,0.0000,0.5680,-0.7180
1,2.2436,0,0.0000,0.0000,0.5680,-0.7140
1,2.2513,0,0.0000,0.0000,0.5680,-0.7120
1,2.2697,0,0.0000,0.0000,0.5670,-0.7070
1,2.2927,0,0.0000,0.0000,0.5660,-0.7020
1,2.3275,0,0.0000,0.0000,0.5660,-0.6980
1,2.3615,0,0.0000,0.0000,0.5640,-0.6910
1,2.3885,0,0.0000,0.0000,0.5620,-0.6830
1,2.4075,0,0.0000,0.0000,0.5600,-0.6790
1,2.4421,0,0.0000,0.0000,0.5590,-0.6730
1,2.4764,0,0.0000,0.0000,0.5560,-0.6660
1,2.5026,0,0.0000,0.0000,0.5520,-0.6610
1,2.5307,0,0.0000,0.0000,0.5480,-0.6570
1,2.5380,0,0.0000,0.0000,0.5460,-0.6460
1,2.5456,0,0.0000,0.0000,0.5440,-0.6420
1,2.5688,0,0.0000,0.0000,0.5410,-0.6340
1,2.6506,0,0.0000,0.0000,0.5280,-0.6120
1,2.6532,0,0.0000,0.0000,0.4830,-0.5230
1,2.6787,0,0.0000,0.0000,0.4650,-0.4910
1,2.6993,0,0.0000,0.0000,0.4490,-0.4650
1,2.7735,0,0.0000,0.0000,0.4370,-0.4450
1,2.7969,0,0.0000,0.0000,0.4180,-0.4190
1,2.8187,0,0.0000,0.0000,0.4160,-0.4230
1,2.8464,0,0.0000,0.0000,0.4160,-0.4320
1,2.8531,0,0.0000,0.0000,0.4190,-0.4460
1,2.8648,0,0.0000,0.0000,0.4220,-0.4550
1,2.8816,0,0.0000,0.0000,0.4250,-0.4630
1,2.8881,0,0.0000,0.0000,0.4300,-0.4710
1,2.8994,0,0.0000,0.0000,0.4350,-0.4790
1,2.9109,0,0.0000,0.0000,0.4340,-0.4810
1,2.9336,0,0.0000,0.0000,0.4470,-0.4970
1,2.9817,0,0.0000,0.0000,0.4510,-0.5040
1,3.0026,0,0.0000,0.0000,0.4520,-0.5030
1,3.0256,0,0.0000,0.0000,0.4500,-0.4970
1,3.0571,0,0.0000,0.0000,0.4470,-0.4910
1,3.0716,0,0.0000,0.0000,0.4450,-0.4850
1,3.1061,0,0.0000,0.0000,0.4400,-0.4780
1,3.1323,0,0.0000,0.0000,0.4360,-0.4720
1,3.1520,0,0.0000,0.0000,0.4360,-0.4710
1,3.1752,0,0.0000,0.0000,0.4370,-0.4720
1,3.2021,0,0.0000,0.0000,0.4380,-0.4730
1,3.2208,0,0.0000,0.0000,0.4390,-0.4740
1,3.2553,0,0.0000,0.0000,0.4430,-0.4800
1,3.2812,0,0.0000,0.0000,0.4500,-0.4890
1,3.3088,0,0.0000,0.0000,0.4580,-0.4980
1,3.3241,0,0.0000,0.0000,0.4680,-0.5120
1,3.3480,0,0.0000,0.0000,0.4830,-0.5350
1,3.3705,0,0.0000,0.0000,0.5000,-0.5620
1,3.4167,0,0.0000,0.0000,0.5210,-0.5920
1,3.4394,0,0.0000,0.0000,0.5300,-0.6070
1,3.4625,0,0.0000,0.0000,0.5360,-0.6190
1,3.4898,0,0.0000,0.0000,0.5430,-0.6320
1,3.5085,0,0.0000,0.0000,0.5510,-0.6470
1,3.5320,0,0.0000,0.0000,0.5610,-0.6670
1,3.6079,0,0.0000,0.0000,0.5810,-0.6890
1,3.6229,0,0.0000,0.0000,0.6130,-0.7220
1,3.6461,0,0.0000,0.0000,0.6200,-0.7300
1,3.6713,0,0.0000,0.0000,0.6280,-0.7390
1,3.6919,0,0.0000,0.0000,0.6360,-0.7470
1,3.7613,0,0.0000,0.0000,0.6340,-0.8130
1,3.8125,0,0.0000,0.0000,0.6450,-0.8310
1,3.8302,0,0.0000,0.0000,0.6510,-0.8420
1,3.8643,0,0.0000,0.0000,0.6520,-0.8550
1,3.8915,0,0.0000,0.0000,0.5940,-0.8690
1,3.9191,0,0.0000,0.0000,0.6310,-0.8760
1,3.9923,0,0.0000,0.0000,0.7190,-1.0370
1,4.0482,0,0.0000,0.0000,0.6280,-0.9800
1,4.0725,0,0.0000,0.0000,0.6330,-0.9910
1,4.1003,0,0.0000,0.0000,0.6370,-0.9980
1,4.1175,0,0.0000,0.0000,0.6380,-0.9990
1,4.1413,0,0.0000,0.0000,0.6380,-0.9990
1,4.1632,0,0.0000,0.0000,0.6380,-0.9990
1,4.1865,0,0.0000,0.0000,0.6400,-0.9960
1,4.2110,0,0.0000,0.0000,0.6400,-0.9850
1,4.2320,0,0.0000,0.0000,0.6400,-0.9630
1,4.2561,0,0.0000,0.0000,0.7320,-0.9360
1,4.2842,0,0.0000,0.0000,0.6870,-0.9140
1,4.3011,0,0.0000,0.0000,0.6560,-0.8740
1,4.3266,0,0.0000,0.0000,0.6350,-0.8550
1,4.3567,0,0.0000,0.0000,0.6060,-0.8390
1,4.3702,0,0.0000,0.0000,0.5720,-0.8260
