Time,Angle,X,Y
11.5852,0.0000,0.0000,0.0000
11.6374,0.0000,0.0000,0.0000
11.6418,0.0000,-0.4380,0.7950
11.6438,0.0000,0.0000,0.0000
11.6455,0.0000,-0.0080,2.2520
11.6694,0.0000,0.0000,0.0000
11.7332,0.0000,2.4790,3.5750
11.7961,0.0000,0.0000,0.0000
11.8013,0.0000,-1.6870,2.0000
11.8036,0.0000,3.6390,-3.0560
11.8055,0.0000,0.0000,0.0000
11.8173,0.0000,1.3600,1.0900
11.9331,0.0000,0.0000,0.0000
11.9351,0.0000,0.0000,0.0000
12.0110,0.0000,-0.7380,0.8500
12.0737,0.0000,0.0000,0.0000
12.0758,0.0000,-0.3640,-0.0320
12.0790,0.0000,3.4060,-5.1250
12.1732,0.0000,0.0000,0.0000
12.1753,0.0000,-0.8670,2.4670
12.1781,0.0000,-6.7500,0.4290
12.1826,0.0000,-2.5520,-1.0980
12.1846,0.0000,0.0000,0.0000
12.1959,0.0000,-0.0770,-0.3410
12.3332,0.0000,0.0000,0.0000
12.3417,0.0000,0.0000,0.0000
12.3452,0.0000,0.0000,0.0000
12.3501,0.0000,0.0000,0.0000
12.3539,0.0000,5.2220,2.4220
12.3640,0.0000,-0.1220,0.4720
12.4451,0.0000,0.0000,0.0000
12.4859,0.0000,0.7840,-0.0450
12.4894,0.0000,0.0880,1.1220
12.5202,0.0000,0.6650,-0.1470
12.5853,0.0000,0.0000,0.0000
12.6495,0.0000,0.9440,-1.2780
12.6546,0.0000,0.1920,-1.2840
12.6566,0.0000,0.7820,1.7520
12.6584,0.0000,-0.0630,0.4420
12.6671,0.0000,0.2630,-0.0310
12.7842,0.0000,-1.5300,2.0120
12.7855,0.0000,0.0000,0.0000
12.7915,0.0000,0.0000,0.0000
12.7946,0.0000,-0.1580,-2.6320
12.7965,0.0000,0.0000,0.0000
12.7984,0.0000,0.0000,0.0000
12.8018,0.0000,2.1400,1.4630
12.8050,0.0000,-0.4230,-1.1420
12.8068,0.0000,0.5750,0.0970
12.8573,0.0000,0.0000,0.0000
12.9362,0.0000,1.8740,-1.2140
12.9393,0.0000,19.0000,-6.2730
12.9436,0.0000,0.0810,-1.1190
12.9460,0.0000,-0.0650,-1.0970
12.9474,0.0000,-2.6470,-3.4120
12.9507,0.0000,-0.1340,-0.2630
12.9546,0.0000,2.4550,-12.0910
13.0371,0.0000,0.9590,0.7040
13.1044,0.0000,-1.1710,1.2440
13.1081,0.0000,0.9200,-1.4800
13.1109,0.0000,0.0000,0.0000
13.1140,0.0000,0.0000,0.0000
13.1168,0.0000,0.0000,0.0000
13.2557,0.0000,0.2530,-0.8190
13.2596,0.0000,-0.2040,0.5920
13.2617,0.0000,0.4140,-0.9010
13.2650,0.0000,0.0000,0.0000
13.2668,0.0000,0.0000,0.0000
13.2685,0.0000,3.6080,-0.8860
13.2716,0.0000,2.0220,1.2610
13.3332,0.0000,-2.4210,0.8160
13.3975,0.0000,0.2610,-0.5170
13.4012,0.0000,0.0000,0.0000
13.4050,0.0000,1.6040,0.0070
13.4072,0.0000,0.1240,0.0800
13.4157,0.0000,0.0220,-0.0870
13.4482,0.0000,-3.2350,-3.2940
13.5402,0.0000,1.0610,0.9550
13.5459,0.0000,3.9270,6.6100
13.5481,0.0000,3.4030,-1.1430
13.5504,0.0000,1.0270,-0.3690
13.5544,0.0000,2.4670,0.0770
13.6934,0.0000,-0.2400,0.2630
13.6976,0.0000,1.6840,1.0530
13.7003,0.0000,-0.5290,0.6000
13.7045,0.0000,0.0000,0.0000
13.7074,0.0000,-0.7400,0.5020
13.8390,0.0000,-0.0560,-0.0860
13.8432,0.0000,2.2340,2.1400
13.8470,0.0000,-0.5770,2.5770
13.8496,0.0000,0.7560,1.0000
13.8529,0.0000,-0.1100,0.1970
13.8568,0.0000,0.8270,-1.8400
