Time,Angle,X,Y
2.5716,0.0000,1.3480,1.3660
2.6146,0.0000,1.1090,1.1420
2.6385,0.0000,1.0820,0.9600
2.6656,0.0000,1.1810,0.8500
2.6873,0.0512,1.7450,1.0680
2.7279,0.0512,1.0400,0.9400
2.7617,0.0512,1.0470,1.3490
2.7753,0.0512,1.2860,0.9320
2.8008,0.0512,1.3930,1.2700
2.8280,0.0512,1.1610,1.3000
2.8447,0.0512,0.9970,1.0970
2.8805,0.0512,1.2120,1.5360
2.9031,0.0512,1.1650,1.0300
2.9294,0.0512,1.0490,1.0860
2.9464,0.0512,1.3110,1.2590
2.9724,0.0512,1.0070,1.0160
2.9954,0.0000,1.1090,1.1360
3.0287,0.0000,1.2980,1.0390
3.0591,0.0000,1.3010,1.0690
3.0875,0.0000,1.3360,1.1540
3.0975,0.0000,1.3680,1.1590
3.1082,0.0000,1.2260,1.2700
3.1333,0.0000,1.1940,1.2420
3.1369,0.0000,1.2010,1.1320
3.1555,0.0000,0.9450,1.0700
3.1769,0.0000,1.4180,1.2350
3.2049,0.0000,1.3550,1.1250
3.2103,0.0000,1.2340,1.0770
3.2156,0.0000,0.9400,1.0010
3.2276,0.0000,1.0500,1.1550
3.2591,0.0000,0.9640,1.1610
3.2896,0.0000,1.1730,1.0800
3.3049,0.0000,1.1230,1.2490
3.3269,0.0000,1.3750,1.1330
3.3561,0.0000,1.0390,1.1770
3.3753,0.0000,1.3260,1.4370
3.3959,0.0000,1.2010,1.1510
3.4223,0.0000,0.9070,0.9970
3.4512,0.0000,1.4010,1.3980
3.4655,0.0000,1.0430,0.9770
3.4877,0.0000,1.3640,1.2070
3.5169,0.0000,1.2420,0.9450
3.5331,0.0000,1.2810,1.0860
3.5566,0.0000,1.3730,0.8140
3.5826,0.0000,1.2720,1.0280
3.6119,0.0000,1.6810,1.0770
3.6167,0.0000,1.8730,0.9250
3.6453,0.0000,1.5210,0.8460
3.6589,0.0000,1.5310,0.8680
3.7294,0.0000,0.0000,0.0000
3.8074,0.0000,2.5100,0.9130
3.8196,0.0000,2.4390,1.0300
3.8448,0.0000,2.1110,0.8560
3.8729,0.0000,2.5880,0.9110
3.9062,0.0000,2.5640,0.9410
3.9473,0.0000,2.4160,0.9590
3.9749,0.0000,2.0410,0.8310
4.0073,0.0000,1.9450,0.7570
4.0176,0.0000,2.1760,0.9770
4.0467,0.0000,2.2750,0.8420
4.0624,0.0000,2.4050,0.9880
4.0919,0.0000,2.0660,0.8610
4.1094,0.0000,2.1110,1.0750
4.1312,0.0000,2.4700,0.9990
4.1652,0.0000,2.3380,1.0010
4.1782,0.0000,2.0410,0.8400
4.1911,0.0000,2.0870,0.8450
4.2239,0.0000,2.0920,0.8520
4.2523,0.0000,1.9400,0.8300
4.2708,0.0000,2.1910,0.9810
4.2942,0.0000,1.7970,0.8260
4.3254,0.0000,2.1170,0.8810
4.3298,0.0000,2.0730,1.0090
4.3372,0.0000,1.5420,0.8170
4.3601,0.0000,1.5740,0.9440
4.3702,0.0000,2.4050,1.4370
4.3960,0.0000,1.9910,1.0540
4.4246,0.0000,1.8050,1.1350
4.4397,0.0000,1.2230,0.6390
4.4622,0.0000,1.2210,1.1080
4.4758,0.0000,1.4050,1.3530
4.4902,0.0000,1.3770,1.1510
4.4981,0.0000,1.5920,1.1050
4.5309,0.0000,1.2740,1.8760
4.5848,0.0000,0.2370,1.5500
4.6005,0.0000,1.0090,2.2020
4.6229,0.0000,0.6170,1.7030
4.6515,0.0000,0.4600,1.5600
4.6705,0.0000,0.8050,1.2580
4.7142,0.0000,0.6810,1.3300
4.7430,0.0000,1.4070,3.0970
4.7610,0.0000,0.9520,1.7120
4.7854,0.0000,0.9430,1.8390
4.8118,0.0000,1.2000,3.2780
4.8527,0.0000,0.8830,2.0470
4.8868,0.0000,0.5940,2.0410
4.9141,0.0000,0.5030,1.3310
4.9326,0.0000,0.7680,1.6920
4.9910,0.0000,0.0000,0.0000
5.0188,0.0000,0.0000,0.0000
5.0268,0.0000,0.0000,0.0000
5.1014,0.0000,0.0000,0.0000
5.1862,0.0000,-0.6780,-0.6820
5.2297,0.0000,-0.0860,-0.5880
5.2345,0.0000,0.0660,-0.4350
5.2729,0.0000,0.1210,-0.4200
5.2808,0.0000,0.1880,-0.4070
5.3145,0.0000,0.2350,-0.4130
5.3384,0.0000,0.2540,-0.4560
5.3602,0.0000,0.2510,-0.4990
5.3927,0.0000,0.2900,-0.5390
5.4043,0.0000,0.3230,-0.5640
5.4321,0.0000,0.3340,-0.5800
5.4551,0.0000,0.3370,-0.5850
5.4713,0.0000,0.3530,-0.5830
5.4846,0.0000,0.3670,-0.5760
5.5136,0.0000,0.3830,-0.5590
5.5361,0.0000,0.3960,-0.5350
5.5545,0.0000,0.4130,-0.4920
5.5905,0.0000,0.4160,-0.4400
5.6014,0.0000,0.4020,-0.3730
5.6157,0.0000,0.3290,-0.3050
5.6455,0.0000,0.2660,-0.1740
5.6746,0.0000,0.2340,-0.0870
5.6925,0.0000,0.2080,-0.0230
5.7622,0.0000,-0.2650,-0.3970
5.8347,0.0000,0.1220,0.0850
5.8686,0.0000,0.1440,0.1080
5.8759,0.0000,0.1500,0.1490
5.8862,0.0000,0.1190,0.1750
5.9098,0.0000,0.1180,0.2030
5.9148,0.0000,0.1180,0.2170
5.9229,0.0000,0.1170,0.2270
5.9546,0.0000,0.1290,0.2780
6.0037,0.0000,0.1880,0.3870
6.0244,0.0000,0.1270,0.3740
6.0532,0.0000,0.1140,0.4000
6.0721,0.0000,0.0950,0.4430
6.0921,0.0000,0.0540,0.5350
6.1262,0.0000,0.2920,0.7970
6.1622,0.0000,1.2140,0.4400
6.1854,0.0000,1.2530,0.5210
6.2164,0.0000,1.1980,0.5840
6.2307,0.0000,1.1640,0.5440
6.2815,0.0000,1.2380,0.5570
6.3157,0.0000,0.9790,0.4810
6.3343,0.0000,1.1350,0.4520
6.3561,0.0000,1.0340,0.4680
6.3786,0.0000,1.2730,0.5080
6.4522,0.0000,0.0000,0.0000
6.5219,0.0000,-0.0670,-0.2700
6.5521,0.0000,0.0300,0.1830
6.5894,0.0000,0.1890,0.0700
6.6208,0.0000,0.2570,-0.0620
6.6350,0.0000,0.2000,-0.1820
6.6646,0.0000,0.1660,-0.2420
6.6793,0.0000,0.1960,-0.2010
6.7176,0.0000,0.1310,-0.2110
6.7450,0.0000,0.1040,-0.2050
6.7563,0.0000,0.1020,-0.2090
6.7597,0.0000,0.0980,-0.2100
6.7699,0.0000,0.0960,-0.2100
6.7979,0.0000,0.1030,-0.2330
6.8359,0.0000,0.1150,-0.2480
6.8414,0.0000,0.1300,-0.2560
6.8806,0.0000,0.1420,-0.2580
6.9308,0.0000,-0.4200,0.1790
7.0048,0.0000,0.1640,-0.2200
7.0091,0.0000,0.1910,-0.1570
7.0132,0.0000,0.1920,-0.1440
7.0464,0.0000,0.1950,-0.1270
7.0579,0.0000,0.1930,-0.1200
7.0891,0.0000,0.1920,-0.1170
7.1043,0.0000,0.1870,-0.1170
7.1313,0.0000,0.1780,-0.1130
7.1385,0.0000,0.1730,-0.1040
7.1538,0.0000,0.1690,-0.1030
7.1678,0.0000,0.1640,-0.1030
7.2107,0.0000,0.1560,-0.1120
7.2186,0.0000,0.1530,-0.1220
7.2508,0.0000,0.1470,-0.1310
7.2651,0.0000,0.1410,-0.1390
7.2931,0.0000,0.1360,-0.1400
7.3101,0.0000,0.1330,-0.1590
7.3397,0.0000,0.1270,-0.1710
7.3761,0.0000,0.1180,-0.1860
7.4182,0.0000,0.1090,-0.1920
7.4696,0.0000,-0.0400,-0.0970
7.5280,0.0000,0.1010,-0.2350
7.5531,0.0000,0.1000,-0.2240
7.5741,0.0000,0.0860,-0.2270
7.5952,0.0000,0.0730,-0.2310
7.6230,0.0000,0.0550,-0.2310
