Time,Reps,Angle,X,Y
3.1576,1,0.0000,0.0000,0.0000
3.2266,1,0.0000,0.0000,0.0000
3.2522,1,0.0000,0.0000,0.0000
3.2956,1,0.0000,0.0000,0.0000
3.3185,1,0.0000,0.0000,0.0000
3.3313,1,0.0000,0.0000,0.0000
3.3493,1,0.0000,0.0000,0.0000
3.3550,1,0.0000,0.0000,0.0000
3.3649,1,0.0000,0.0000,0.0000
3.3848,1,0.0000,0.0000,0.0000
3.4247,1,0.0000,0.0000,0.0000
3.4358,1,0.0000,0.0000,0.0000
3.4648,1,0.0000,0.0000,0.0000
3.4717,1,0.0000,0.0000,0.0000
3.4822,1,0.0000,0.0000,0.0000
3.5012,1,0.0000,0.0000,0.0000
3.5158,1,0.0000,0.0000,0.0000
3.5179,1,0.0000,0.0000,0.0000
3.5255,1,0.0000,0.0000,0.0000
3.5446,1,0.0000,0.0000,0.0000
3.5597,1,0.0000,0.0000,0.0000
3.5921,1,0.0000,0.0000,0.0000
3.6063,1,0.0000,0.0000,0.0000
3.6415,1,0.0000,0.0000,0.0000
3.6638,1,0.0000,0.0000,0.0000
3.6917,1,0.0000,0.0000,0.0000
3.7336,1,0.0000,0.0000,0.0000
3.7595,1,0.0000,0.0000,0.0000
3.7908,1,0.0000,0.0000,0.0000
3.8021,1,0.0000,0.0000,0.0000
3.8298,1,0.0000,0.0000,0.0000
3.8542,1,0.0000,0.0000,0.0000
3.8701,1,0.0000,0.0000,0.0000
3.8968,1,0.0000,0.0000,0.0000
3.9167,1,0.0000,0.0000,0.0000
3.9388,1,0.0000,0.0000,0.0000
3.9658,1,0.0000,0.0000,0.0000
3.9865,1,0.0000,0.0000,0.0000
4.0084,1,0.0000,0.0000,0.0000
4.0550,1,0.0000,0.0000,0.0000
4.0780,1,0.0000,0.0000,0.0000
4.1097,1,0.0000,0.0000,0.0000
4.1221,1,0.0000,0.0000,0.0000
4.1480,1,0.0000,0.0000,0.0000
4.1746,1,0.0459,0.0000,0.0000
4.1910,1,0.0536,0.0000,0.0000
4.2145,1,0.2114,0.0000,0.0000
4.2523,1,0.6561,0.0000,0.0000
4.2608,1,1.2578,0.0000,0.0000
4.3084,1,2.3951,0.0000,0.0000
4.3374,1,4.0681,0.0000,0.0000
4.3884,1,6.4948,0.0000,0.0000
4.4582,1,9.1715,0.0000,0.0000
4.4934,1,11.5455,0.0000,0.0000
4.5023,1,13.7862,0.0000,0.0000
4.5336,1,15.5344,0.0000,0.0000
4.5488,1,16.7088,0.0000,0.0000
4.5792,1,17.1755,0.0000,0.0000
4.5968,1,17.2344,0.0000,0.0000
4.6151,1,17.2660,0.0000,0.0000
4.6287,1,17.2541,0.0000,0.0000
4.6596,1,17.1197,0.0000,0.0000
4.7259,1,16.8315,0.0000,0.0000
4.7898,1,16.2881,0.0000,0.0000
4.8195,1,15.6703,0.0000,0.0000
4.8361,1,15.0166,0.0000,0.0000
4.8597,1,14.2933,0.0000,0.0000
4.8939,1,13.5403,0.0000,0.0000
4.9044,1,12.8168,0.0000,0.0000
4.9324,1,11.4951,0.0000,0.0000
4.9542,1,9.9594,0.0000,0.0000
4.9858,1,8.9882,0.0000,0.0000
5.0589,1,7.7181,0.0000,0.0000
5.0930,1,6.5331,0.0000,0.0000
5.1004,1,5.4096,0.0000,0.0000
5.1726,1,4.8780,0.0000,0.0000
5.1911,1,4.6095,0.0000,0.0000
5.2149,1,3.8355,0.0000,0.0000
5.2519,1,3.3547,0.0000,0.0000
5.2606,1,2.8704,0.0000,0.0000
5.2917,1,2.3850,0.0000,0.0000
5.3072,1,2.1463,0.0000,0.0000
5.3320,1,1.8980,0.0000,0.0000
5.3418,1,1.6697,0.0000,0.0000
5.3721,1,1.5363,0.0000,0.0000
5.3927,2,1.4305,0.0000,0.0000
5.4339,2,1.3807,0.0000,0.0000
5.4389,2,1.3380,0.0000,0.0000
5.4713,2,1.2947,0.0000,0.0000
5.4751,2,1.1926,0.0000,0.0000
5.4774,2,1.0906,0.0000,0.0000
5.5062,2,0.9886,0.0000,0.0000
5.5225,2,0.8417,0.0000,0.0000
5.5508,2,0.6949,0.0000,0.0000
5.5822,2,0.5914,0.0000,0.0000
5.5919,2,0.5541,0.0000,0.0000
5.6134,2,0.5018,0.0000,0.0000
5.6258,2,0.3886,0.0000,0.0000
5.6948,2,0.3201,0.0000,0.0000
5.7532,2,0.2516,0.0000,0.0000
5.7752,2,0.1832,0.0000,0.0000
5.8007,2,0.1378,0.0000,0.0000
5.8230,2,0.1528,0.0000,0.0000
5.8440,2,0.3248,0.0000,0.0000
5.8668,2,0.6250,0.0000,0.0000
5.8946,2,1.2762,0.0000,0.0000
5.9025,2,2.0145,0.0000,0.0000
5.9134,2,2.8312,0.0000,0.0000
5.9365,2,3.9070,0.0000,0.0000
5.9636,2,5.3379,0.0000,0.0000
