Max,12.1595
Target,6.0797
Set,Time,Reps,Angle,Velocity,X,Y
1,0.1680,0,0.0000,0.0000,-0.7560,0.1040
1,0.1990,0,0.0000,0.0000,-0.7650,0.1110
1,0.2214,0,0.0000,0.0000,-0.7660,0.1130
1,0.2444,0,0.0000,0.0000,-0.7640,0.1150
1,0.2669,0,0.0000,0.0000,-0.7610,0.1160
1,0.2935,0,0.0000,0.0000,-0.7560,0.1160
1,0.3227,0,0.0000,0.0000,-0.7510,0.1160
1,0.3467,0,0.0000,0.0000,-0.7400,0.1170
1,0.3697,0,0.0000,0.0000,-0.7100,0.1050
1,0.3971,0,0.0000,0.0000,-0.6900,0.1000
1,0.4225,0,0.0000,0.0000,-0.6740,0.0970
1,0.4388,0,0.0000,0.0000,-0.6530,0.0920
1,0.5121,0,0.0000,0.0000,-0.5580,0.2740
1,0.5364,0,0.0000,0.0000,-0.4550,0.1960
1,0.5614,0,0.0000,0.0000,-0.4280,0.1790
1,0.6345,0,0.0000,0.0000,-0.4730,0.0260
1,0.7393,0,0.0000,0.0000,-0.4970,0.0660
1,0.7971,0,0.0000,0.0000,-0.5360,0.0730
1,0.8314,0,0.0000,0.0000,-0.5370,0.0680
1,0.8424,0,0.0000,0.0000,-0.5340,0.0640
1,0.8538,0,0.0000,0.0000,-0.5330,0.0620
1,0.8712,0,0.0000,0.0000,-0.5350,0.0610
1,0.8774,0,0.0000,0.0000,-0.5380,0.0600
1,0.8967,0,0.0000,0.0000,-0.5420,0.0610
1,0.9113,0,0.0000,0.0000,-0.5540,0.0660
1,0.9848,0,0.0000,0.0000,-0.6270,-0.1040
1,1.0193,0,0.0000,0.0000,-0.6460,-0.0970
1,1.0930,0,0.0000,0.0000,-0.6520,-0.0940
1,1.1226,0,0.0000,0.0000,-0.6670,-0.0850
1,1.1389,0,0.0000,0.0000,-0.6880,-0.0740
1,1.2123,0,0.0064,0.0124,-0.7410,-0.1250
1,1.2419,0,0.0128,0.0432,-0.8920,-0.0690
1,1.2583,0,0.0255,0.1542,-0.9240,-0.2860
1,1.2836,0,0.0383,0.2264,-0.9710,-0.2090
1,1.3134,0,0.0511,0.2876,-1.0080,-0.1320
1,1.3273,0,0.0638,0.4185,-1.0270,-0.0570
1,1.3528,0,0.0766,0.4900,-1.0400,-0.0430
1,1.3731,0,0.2195,1.4833,-1.0490,0.0760
1,1.3965,0,0.4103,2.6160,-1.0550,0.1200
1,1.4190,0,0.6361,3.9406,-1.0560,0.1540
1,1.4471,0,0.9256,5.3380,-1.0550,0.1800
1,1.4738,0,1.2550,7.0411,-1.0550,0.1980
1,1.4872,0,1.6569,11.1906,-1.0540,0.2180
1,1.5147,0,2.1405,13.6351,-0.7910,0.3470
1,1.5408,0,2.5619,14.9373,-0.8040,0.3560
1,1.6087,0,3.1089,14.9232,-0.8340,0.3920
1,1.6756,0,3.7463,14.8500,-0.8020,0.3770
1,1.7105,0,4.4004,16.0568,-0.8280,0.3830
1,1.7470,0,5.0426,16.8024,-0.8500,0.3870
1,1.7635,0,5.5983,17.3464,-0.8730,0.3860
1,1.7877,0,6.0771,17.6608,-0.8730,0.3870
1,1.8133,0,6.4721,17.5535,-0.8720,0.3860
1,1.8492,0,6.6983,17.3044,-0.8680,0.3830
1,1.8828,0,6.8020,16.3828,-0.8640,0.3810
1,1.9006,0,6.8254,13.8939,-0.8640,0.3790
1,1.9352,0,6.8300,11.4030,-0.8610,0.3780
1,1.9638,0,6.8440,6.6485,-0.8470,0.3740
1,1.9808,0,6.8533,3.8962,-0.8430,0.3700
1,2.0038,0,6.8719,1.8110,-0.8370,0.3680
1,2.0315,0,6.8905,1.0065,-0.8270,0.3650
1,2.0574,0,6.9044,0.6427,-0.8170,0.3610
1,2.0845,0,6.9183,0.5286,-0.8100,0.3590
1,2.0964,0,6.9229,0.5650,-0.8020,0.3570
1,2.1071,0,6.9322,0.6195,-0.7970,0.3550
1,2.1305,0,6.9415,0.5978,-0.7880,0.3510
1,2.1532,0,6.9507,0.5408,-0.7780,0.3470
1,2.1831,0,6.3039,-2.6492,-0.7690,0.3440
1,2.1995,0,5.6524,-8.3989,-0.7610,0.3420
1,2.2143,0,5.0009,-14.7403,-0.7510,0.3420
1,2.2260,0,5.0009,-14.7958,-0.7450,0.3390
