Time,Reps,Angle,Velocity,X,Y
2.9228,0,0.7683,0.0000,0.0000,0.0000
2.9273,0,0.7683,0.0000,0.0000,0.0000
2.9521,0,0.7683,0.0000,0.0000,0.0000
2.9614,0,0.7683,0.0000,0.0000,0.0000
2.9955,0,0.7683,0.0000,0.0000,0.0000
3.0063,0,0.7683,0.0000,0.0000,0.0000
3.0315,0,0.7683,0.0000,-0.3620,1.0000
3.0420,0,0.7683,0.0000,-2.4120,-1.5440
3.0610,0,0.7683,0.0000,0.0000,0.0000
3.0647,0,0.7683,0.0000,0.0000,0.0000
3.0753,0,0.7683,0.0000,0.0000,0.0000
3.1082,0,0.7683,0.0000,0.0000,0.0000
3.1228,0,0.7683,0.0000,0.0000,0.0000
3.1568,0,0.7683,0.0000,0.0000,0.0000
3.1903,0,0.7683,0.0000,-2.9760,0.1900
3.2030,0,0.7683,0.0000,0.0000,0.0000
3.2442,0,0.7683,0.0000,8.8330,-5.2920
3.2527,0,0.7683,0.0000,0.0000,0.0000
3.2970,0,0.7683,0.0000,3.7920,0.3960
3.3060,0,0.7683,0.0000,5.1370,-1.0510
3.3373,0,0.7683,0.0000,2.6460,-0.6080
3.3533,0,0.7683,0.0000,2.5780,-0.7620
3.3827,0,0.7683,0.0000,1.0610,-0.8670
3.3985,0,0.7683,0.0000,0.0000,0.0000
3.4258,0,0.7683,0.0000,0.6670,-0.7320
3.4648,0,0.7683,0.0000,0.0000,0.0000
3.4785,0,0.7683,0.0000,0.0000,0.0000
3.5246,0,0.7683,0.0000,3.6220,-2.9730
3.5313,0,0.7683,0.0000,0.0000,0.0000
3.5774,0,0.7683,0.0000,0.0000,0.0000
3.5837,0,0.7683,0.0000,0.0000,0.0000
3.6109,0,0.7683,0.0000,0.0000,0.0000
3.6259,0,0.7683,0.0000,0.0000,0.0000
3.6581,0,0.7683,0.0000,0.0000,0.0000
3.6733,0,0.7683,0.0000,7.7690,15.3080
3.7065,0,0.7683,0.0000,0.9760,-1.7140
3.7392,0,0.7683,0.0000,0.0000,0.0000
3.7541,0,0.7683,0.0000,0.0000,0.0000
3.7867,0,0.7683,0.0000,0.0000,0.0000
3.7901,0,0.7683,0.0000,0.0000,0.0000
3.7976,0,0.7756,0.1971,0.0000,0.0000
3.8209,0,0.7830,0.2603,0.0000,0.0000
3.8247,0,0.7904,0.6508,0.0000,0.0000
3.8341,0,0.7977,0.8069,0.0000,0.0000
3.8656,0,0.8051,0.8537,0.0000,0.0000
3.8697,0,0.8124,1.0167,0.0000,0.0000
3.8734,0,0.8124,0.9535,0.0000,0.0000
3.8780,0,0.8198,0.8828,0.0000,0.0000
3.9051,0,0.8271,0.7810,0.0000,0.0000
3.9460,0,0.8345,0.7702,0.0000,0.0000
3.9583,0,0.8418,0.5297,0.0000,0.0000
3.9857,0,0.8492,0.5832,0.0000,0.0000
4.0268,0,0.8492,0.2634,0.0000,0.0000
4.0315,0,0.8418,-0.1040,7.1690,-3.9830
4.0732,0,0.8197,-0.2459,0.0000,0.0000
4.0998,0,0.7828,-0.6439,0.0000,0.0000
4.1448,0,0.7459,-0.8612,3.9740,-1.4030
4.1887,0,0.7016,-1.0637,0.0000,0.0000
4.2254,0,0.6646,-0.9521,4.6250,-0.2950
4.2662,0,0.6275,-1.0273,0.0000,0.0000
4.2693,0,0.6053,-2.1798,0.0000,0.0000
4.3047,0,0.5979,-2.0581,0.0000,0.0000
4.3162,0,0.5904,-1.9848,0.0000,0.0000
4.3582,0,0.5830,-1.8187,0.0000,0.0000
4.3631,0,0.5755,-1.9408,2.1020,0.3960
4.4563,0,0.5606,-0.5420,1.0700,-0.8310
4.4651,0,0.5456,-0.8387,4.8380,-0.6220
4.5000,0,0.5307,-0.7952,0.0000,0.0000
4.5062,0,0.5158,-1.2376,0.0000,0.0000
4.5582,0,0.5083,-0.9632,0.0000,0.0000
4.5630,0,0.5008,-1.2404,0.0000,0.0000
4.5795,0,0.5008,-0.9016,0.0000,0.0000
4.6172,0,0.5008,-0.8160,0.0000,0.0000
4.6654,0,0.5008,-0.3381,6.2900,-1.6450
4.6701,0,0.5008,-0.3093,2.9130,0.0690
4.7113,0,0.5008,0.0000,4.5270,-0.6640
4.7286,0,0.5008,0.0000,8.2770,1.6020
4.7632,0,0.5008,0.0000,1.5360,-0.1390
4.8079,0,0.5008,0.0000,2.5430,-0.5830
4.8126,0,0.5008,0.0000,3.1000,-0.6540
4.8199,0,0.5008,0.0000,9.5000,2.5530
4.8505,0,0.5008,0.0000,2.4220,-1.2070
4.8672,0,0.5008,0.0000,2.7350,-1.5220
4.9053,0,0.5008,0.0000,3.0830,-0.9050
4.9108,0,0.5008,0.0000,5.0760,-2.6270
4.9390,0,0.4933,-0.0531,3.4960,-0.4020
4.9475,0,0.4859,-0.2306,9.6510,-2.5580
4.9584,0,0.4784,-0.3676,3.4800,-0.3450
4.9832,0,0.4709,-0.4280,9.4920,-0.9840
4.9912,0,0.4634,-0.6139,4.2340,-0.0170
5.0213,0,0.4559,-0.6106,5.2810,-1.5780
5.0511,0,0.4559,-0.4332,10.6190,-2.0480
