Set,Time,Reps,Angle,Velocity,X,Y
1,0.1134,0,0.0451,0.0000,0.0000,0.0000
1,0.1218,0,0.0451,0.0000,0.0000,0.0000
1,0.1408,0,0.0451,0.0000,0.0000,0.0000
1,0.1688,0,0.0451,0.0000,-6.7530,2.2580
1,0.1855,0,0.0451,0.0000,-6.7040,-3.3940
1,0.2072,0,0.0451,0.0000,-7.0000,-2.6480
1,0.2130,0,0.0451,0.0000,0.0000,0.0000
1,0.2555,0,0.0451,0.0000,-4.5580,-1.2470
1,0.2595,0,0.0451,0.0000,-5.4780,-2.2780
1,0.2819,0,0.0451,0.0000,0.0000,0.0000
1,0.3122,0,0.0451,0.0000,-5.7710,0.2290
1,0.3822,0,0.0451,0.0000,-5.9350,-0.7630
1,0.3991,0,0.0451,0.0000,-3.1080,0.6760
1,0.4064,0,0.0451,0.0000,-4.0970,0.3870
1,0.4427,0,0.0451,0.0000,-2.3860,-0.4100
1,0.4752,0,0.0451,0.0000,-3.3730,-0.9440
1,0.5186,0,0.0451,0.0000,-10.8550,1.7450
1,0.5453,0,0.0451,0.0000,-13.0000,-2.8770
1,0.5879,0,0.0451,0.0000,-4.5730,-0.3330
1,0.6280,0,0.0451,0.0000,-2.6840,-0.8170
1,0.6464,0,0.0451,0.0000,-1.2170,-0.2880
1,0.6670,0,0.0451,0.0000,-3.2040,-0.4720
1,0.6942,0,0.0451,0.0000,-3.3610,-0.2530
1,0.7152,0,0.0451,0.0000,-2.4140,-0.6190
1,0.7405,0,0.0451,0.0000,-3.2570,-0.3740
1,0.7838,0,0.0451,0.0000,-1.9490,-0.9230
1,0.8101,0,0.0451,0.0000,-2.7730,-0.0720
1,0.8352,0,0.0451,0.0000,-5.3040,-0.0700
1,0.8537,0,0.0451,0.0000,0.0000,0.0000
1,0.8841,0,0.0451,0.0000,-2.7610,-0.8240
1,0.8972,0,0.0451,0.0000,-1.2160,-0.3940
1,0.9623,0,0.0451,0.0000,-1.7670,0.2250
1,0.9679,0,0.0451,0.0000,-3.1660,-1.1610
1,1.0023,0,0.0451,0.0000,0.0000,0.0000
1,1.0145,0,0.0451,0.0000,-1.7810,0.6470
1,1.0432,0,0.0451,0.0000,0.0000,0.0000
1,1.0577,0,0.0451,0.0000,-6.3180,1.1840
1,1.0943,0,0.0451,0.0000,-2.7140,-0.5380
1,1.1275,0,0.0451,0.0000,-3.8310,-0.1450
1,1.1557,0,0.0451,0.0000,-3.5460,-0.6610
1,1.1605,0,0.0451,0.0000,-8.8430,-1.1420
1,1.1645,0,0.0451,0.0000,-3.0350,0.4870
1,1.1729,0,0.0451,0.0000,-2.2500,0.2860
1,1.1900,0,0.0515,0.0534,-3.0530,-0.0430
1,1.1962,0,0.0643,0.3499,-5.9950,-0.4970
1,1.2306,0,0.0899,0.4563,-9.1180,-0.9500
1,1.2588,0,0.1219,0.6182,-4.1530,-1.4970
1,1.2765,0,0.1538,0.8759,-3.7150,-0.8890
1,1.3012,0,0.1858,1.0605,-2.5760,-0.4660
1,1.3305,0,0.2177,1.2164,-18.4350,2.7610
1,1.3462,0,0.2433,1.3948,-1.6930,0.3120
1,1.3740,0,0.2624,1.1967,-1.3050,-0.1350
1,1.4074,0,0.2751,1.1447,-1.4360,-0.1130
1,1.4267,0,0.2751,0.9828,-2.8480,-0.5700
1,1.4491,0,0.2814,0.7656,-1.5880,0.4820
1,1.4858,0,0.2814,0.5811,-5.1720,1.4400
1,1.4958,0,0.2814,0.4251,-2.3320,0.3510
1,1.5196,0,0.2878,0.2313,-2.3560,0.5210
1,1.5608,0,0.2941,0.1549,-2.4210,-0.1630
1,1.5657,0,0.2941,0.1006,-1.6930,-0.2410
1,1.5962,0,0.2941,0.1006,-2.4680,0.0870
1,1.6090,0,0.2878,-0.0108,-4.5810,-1.0700
1,1.6450,0,0.2941,0.0144,-12.6340,-6.2680
1,1.6563,0,0.3005,0.0942,-3.7460,0.5360
1,1.6792,0,0.3005,0.0562,-3.5480,-0.5660
1,1.7083,0,0.3005,0.0342,0.0000,0.0000
1,1.8060,0,0.3005,0.0342,-1.8550,-0.2610
1,1.8106,0,0.3068,0.2290,-5.9660,-0.8630
1,1.8181,0,0.3131,0.4214,-3.5640,-0.3920
1,1.8588,0,0.3131,0.3962,-4.6150,-2.4510
1,1.8629,0,0.3131,0.3163,-4.5000,-0.5710
1,1.8766,0,0.3131,0.3163,-2.9660,-0.0090
1,1.9100,0,0.3131,0.3163,-3.1840,-0.7820
1,1.9542,0,0.3131,0.3163,-1.0000,-0.9900
1,1.9672,0,0.3131,0.1216,-0.4190,-0.2780
1,1.9897,0,0.3131,0.0000,-0.2980,-0.1970
1,2.0270,0,0.3131,0.0000,-0.2600,-0.1140
1,2.0506,0,0.3131,0.0000,-0.2660,-0.0780
1,2.0850,0,0.3131,0.0000,-0.2790,-0.1270
1,2.1170,0,0.3131,0.0000,-0.2820,-0.1690
1,2.1448,0,0.3131,0.0000,-0.2460,-0.1650
1,2.1973,0,0.3131,0.0000,-0.1430,-0.3450
1,2.2205,0,0.3131,0.0000,-0.1430,-0.3490
1,2.2619,0,0.3131,0.0000,-0.1370,-0.3620
1,2.3004,0,0.3131,0.0000,-0.2540,-0.1980
1,2.3408,0,0.3131,0.0000,-0.2620,-0.2070
1,2.3477,0,0.3131,0.0000,-0.2650,-0.2060
1,2.3761,0,0.3131,0.0000,-0.2670,-0.1930
1,2.3933,0,0.3131,0.0000,-0.2700,-0.1880
