Time,Reps,Angle,X,Y
5.2956,1,0.0000,0.0000,0.0000
5.2991,1,0.0000,0.0000,0.0000
5.3173,1,0.0000,0.0000,0.0000
5.3293,1,0.0000,0.0000,0.0000
5.3343,1,0.0000,0.0000,0.0000
5.3688,1,0.0000,0.0000,0.0000
5.3974,1,0.0000,0.0000,0.0000
5.4147,1,0.0000,0.0000,0.0000
5.4370,1,0.0000,0.0000,0.0000
5.4658,1,0.0000,0.0000,0.0000
5.4840,1,0.0000,0.0000,0.0000
5.5061,1,0.0000,0.0000,0.0000
5.5338,1,0.0000,0.0000,0.0000
5.5521,1,0.0000,0.0000,0.0000
5.6337,1,0.0000,0.0000,0.0000
5.6919,1,0.0000,0.0000,0.0000
5.7141,1,0.0000,0.0000,0.0000
5.7408,1,0.0000,0.0000,0.0000
5.7591,1,0.0000,0.0000,0.0000
5.7832,1,0.0000,0.0000,0.0000
5.7959,1,0.0000,0.0000,0.0000
5.8106,1,0.0000,0.0000,0.0000
5.8163,1,0.0000,0.0000,0.0000
5.8299,1,0.0000,0.0000,0.0000
5.8781,1,0.0000,0.0000,0.0000
5.9166,1,0.0000,0.0000,0.0000
5.9326,1,0.0000,0.0000,0.0000
5.9619,1,0.0000,0.0000,0.0000
5.9795,1,0.0000,0.0000,0.0000
6.0042,1,0.0000,0.0000,0.0000
6.0417,1,0.0000,0.0000,0.0000
6.0770,1,0.0000,0.0000,0.0000
6.0929,1,0.0000,0.0000,0.0000
6.1168,1,0.0000,0.0000,0.0000
6.1501,1,0.0000,0.0000,0.0000
6.1606,1,0.0000,0.0000,0.0000
6.1964,1,0.0000,0.0000,0.0000
6.2215,1,0.0000,0.0000,0.0000
6.2432,1,0.0000,0.0000,0.0000
6.2980,1,0.0000,0.0000,0.0000
6.3256,1,0.0000,0.0000,0.0000
6.3843,1,0.0000,0.0000,0.0000
6.3990,1,0.0000,0.0000,0.0000
6.4007,1,0.0000,0.0000,0.0000
6.4154,1,0.0000,0.0000,0.0000
6.4396,1,0.0000,0.0000,0.0000
6.4592,1,0.0000,0.0000,0.0000
6.4819,1,0.0000,0.0000,0.0000
6.5175,1,0.0000,0.0000,0.0000
6.5454,1,0.0000,0.0000,0.0000
6.5630,1,0.0000,0.0000,0.0000
