Time,Reps,Angle,Velocity,X,Y
2.1408,0,0.0000,0.0000,0.0000,0.0000
2.1484,0,0.0000,0.0000,0.0000,0.0000
2.1818,0,0.0000,0.0000,0.0000,0.0000
2.2093,0,0.0000,0.0000,0.0000,0.0000
2.2404,0,0.0000,0.0000,0.0000,0.0000
2.2509,0,0.0000,0.0000,0.0000,0.0000
2.2859,0,0.0000,0.0000,0.0000,0.0000
2.3313,0,0.0000,0.0000,0.0000,0.0000
2.3748,0,0.0000,0.0000,0.0000,0.0000
2.3891,0,0.0000,0.0000,0.0000,0.0000
2.4253,0,0.0000,0.0000,0.0000,0.0000
2.4557,0,0.0000,0.0000,0.0000,0.0000
2.4698,0,0.0000,0.0000,0.0000,0.0000
2.5046,0,0.0000,0.0000,0.0000,0.0000
2.5425,0,0.0000,0.0000,0.0000,0.0000
2.5800,0,0.0000,0.0000,0.0000,0.0000
2.6069,0,0.0000,0.0000,0.0000,0.0000
2.6281,0,0.0000,0.0000,0.0000,0.0000
2.6726,0,0.0000,0.0000,0.0000,0.0000
2.7080,0,0.0000,0.0000,0.0000,0.0000
2.7127,0,0.0000,0.0000,0.0000,0.0000
2.7220,0,0.0000,0.0000,0.0000,0.0000
2.7371,0,0.0000,0.0000,0.0000,0.0000
2.7498,0,0.0000,0.0000,0.0000,0.0000
2.7558,0,0.0000,0.0000,0.0000,0.0000
2.7695,0,0.0000,0.0000,0.0000,0.0000
2.7880,0,0.0000,0.0000,0.0000,0.0000
2.8022,0,0.0000,0.0000,0.0000,0.0000
2.8291,0,0.0000,0.0000,0.0000,0.0000
2.8465,0,0.0000,0.0000,0.0000,0.0000
2.8759,0,0.0000,0.0000,0.0000,0.0000
2.8804,0,0.0000,0.0000,0.0000,0.0000
2.9101,0,0.0000,0.0000,0.0000,0.0000
2.9152,0,0.0000,0.0000,0.0000,0.0000
2.9179,0,0.0000,0.0000,0.0000,0.0000
2.9272,0,0.0000,0.0000,0.0000,0.0000
2.9468,0,0.0000,0.0000,0.0000,0.0000
2.9628,0,0.0000,0.0000,0.0000,0.0000
2.9867,0,0.0000,0.0000,0.0000,0.0000
3.0154,0,0.0000,0.0000,0.0000,0.0000
3.0235,0,0.0000,0.0000,0.0000,0.0000
3.0298,0,0.0000,0.0000,0.0000,0.0000
3.0534,0,0.0000,0.0000,0.0000,0.0000
3.0571,0,0.0000,0.0000,0.0000,0.0000
3.0657,0,0.0000,0.0000,0.0000,0.0000
3.0799,0,0.0000,0.0000,0.0000,0.0000
3.0961,0,0.0000,0.0000,0.0000,0.0000
3.1103,0,0.0000,0.0000,0.0000,0.0000
3.1354,0,0.0000,0.0000,0.0000,0.0000
3.1786,0,0.0000,0.0000,0.0000,0.0000
3.2039,0,0.0000,0.0000,0.0000,0.0000
3.2267,0,0.0000,0.0000,0.0000,0.0000
3.2561,0,0.0000,0.0000,0.0000,0.0000
3.2915,0,0.0000,0.0000,0.0000,0.0000
3.3217,0,0.0000,0.0000,0.0000,0.0000
3.3399,0,0.0000,0.0000,0.0000,0.0000
3.3672,0,0.0000,0.0000,0.0000,0.0000
3.4115,0,0.0000,0.0000,0.0000,0.0000
3.4181,0,0.0000,0.0000,0.0000,0.0000
3.4602,0,0.0000,0.0000,0.0000,0.0000
3.4823,0,0.0000,0.0000,0.0000,0.0000
3.5112,0,0.0000,0.0000,0.0000,0.0000
3.5266,0,0.0000,0.0000,0.0000,0.0000
3.5558,0,0.0000,0.0000,0.0000,0.0000
3.5711,0,0.0000,0.0000,0.0000,0.0000
3.6056,0,0.0000,0.0000,0.0000,0.0000
3.6309,0,0.0000,0.0000,0.0000,0.0000
3.6615,0,0.0000,0.0000,0.0000,0.0000
3.6735,0,0.0000,0.0000,0.0000,0.0000
3.7047,0,0.0000,0.0000,0.0000,0.0000
3.7187,0,0.0000,0.0000,0.0000,0.0000
3.7737,0,0.0000,0.0000,0.0000,0.0000
3.8213,0,0.0000,0.0000,0.0000,0.0000
3.8393,0,0.0000,0.0000,0.0000,0.0000
3.8538,0,0.0000,0.0000,0.0000,0.0000
3.8581,0,0.0000,0.0000,0.0000,0.0000
3.8686,0,0.0000,0.0000,0.0000,0.0000
3.8972,0,0.0000,0.0000,0.0000,0.0000
3.9324,0,0.0000,0.0000,0.0000,0.0000
3.9377,0,0.0000,0.0000,0.0000,0.0000
