Time,Reps,Angle,X,Y
3.0329,1,0.0443,-0.9590,-0.9180
3.1059,1,0.0443,-1.2890,-0.9080
3.1317,1,0.0443,-1.3010,-0.9230
3.1849,1,0.0443,-1.3060,-0.9290
3.2101,1,0.0443,-1.3380,-0.9600
3.2279,1,0.0443,-1.3620,-0.9820
3.2564,1,0.0443,-1.3870,-1.0070
3.2769,1,0.0443,-1.4010,-1.0210
3.3025,1,0.0443,-1.4070,-1.0260
3.3526,1,0.0443,-1.4130,-1.0320
3.3638,1,0.0443,-1.4240,-1.0420
3.3884,1,0.0443,-1.4310,-1.0490
3.4127,1,0.0443,-1.4370,-1.0550
3.4424,1,0.0443,-1.4440,-1.0610
3.4575,1,0.0443,-1.4500,-1.0660
3.4801,1,0.0443,-1.4580,-1.0740
3.5098,1,0.0443,-1.4640,-1.0800
3.5265,1,0.0443,-1.4720,-1.0870
3.5735,1,0.0443,-1.4800,-1.0950
3.6096,1,0.0443,-1.4900,-1.1040
3.6789,1,0.0443,-1.4900,-1.1040
3.7002,1,0.0443,-1.4900,-1.1040
3.7226,1,0.0443,-1.4900,-1.1040
3.7526,1,0.0443,-1.4900,-1.1040
3.7578,1,0.0443,-1.4900,-1.1040
3.7646,1,0.0443,-1.4900,-1.1040
3.8609,1,0.0443,-1.4880,-1.1030
3.8980,1,0.0443,-1.4870,-1.1020
3.9046,1,0.0443,-1.4890,-1.1050
3.9282,1,0.0443,-1.4890,-1.1060
3.9610,1,0.0443,-1.4850,-1.1040
3.9715,1,0.0443,-1.4780,-1.0970
4.0079,1,0.0443,-1.4790,-1.0980
4.0197,1,0.0443,-1.4850,-1.1030
4.0535,1,0.0517,-1.4870,-1.1040
4.0730,1,0.0590,-1.4620,-1.0820
4.0797,1,0.0664,-1.4520,-1.0730
4.0899,1,0.0738,-1.4430,-1.0640
4.1158,1,0.0811,-1.4230,-1.0470
4.1532,1,0.0885,-1.4010,-1.0280
4.1595,1,0.0958,-1.3770,-1.0060
4.1914,1,0.1105,-1.3530,-0.9840
4.1974,1,0.1252,-1.3360,-0.9680
4.2029,1,0.1399,-1.3270,-0.9600
4.2249,1,0.1619,-1.3180,-0.9510
4.2320,1,0.1839,-1.3090,-0.9420
4.2391,1,0.1985,-1.2990,-0.9330
4.2674,1,0.2058,-1.2780,-0.9130
4.2837,1,0.2131,-1.2570,-0.8950
4.3221,1,0.2204,-1.2420,-0.8810
4.3253,1,0.2204,-1.2290,-0.8700
4.3313,1,0.2204,-1.2240,-0.8670
4.3641,1,0.2204,-1.2200,-0.8640
4.3936,1,0.2204,-1.2120,-0.8590
4.4347,1,0.2204,-1.2000,-0.8490
4.4700,1,0.2204,-1.1870,-0.8360
4.4813,1,0.2204,-1.1790,-0.8290
4.5579,1,0.2204,-1.1790,-0.8300
4.6268,1,0.2204,-1.1740,-0.8290
4.6619,1,0.2204,-1.1780,-0.8360
4.6732,1,0.2131,-1.1840,-0.8410
4.6989,1,0.1985,-1.1910,-0.8470
4.7267,1,0.1765,-1.2000,-0.8540
4.7937,1,0.1471,-1.2220,-0.8740
4.8775,1,0.1178,-1.2700,-0.9120
4.9018,1,0.0884,-1.2720,-0.9010
4.9271,1,0.0664,-1.2590,-0.8860
4.9521,1,0.0517,-1.2440,-0.8710
4.9693,1,0.0443,-1.2340,-0.8610
4.9966,1,0.0443,-1.2330,-0.8600
5.0267,1,0.1387,-1.2360,-0.8630
5.0369,1,0.2331,-1.2420,-0.8670
5.0642,1,0.2843,-1.2480,-0.8730
5.0939,1,0.4634,-1.2660,-0.8900
5.1066,1,0.8255,-1.2840,-0.9070
5.1428,1,1.4296,-1.3020,-0.9240
5.1755,1,2.3699,-1.3330,-0.9540
5.2117,1,3.7553,-1.3680,-0.9870
5.2339,1,5.4595,-1.3850,-1.0060
5.2647,1,7.3234,-1.4050,-1.0260
5.2804,1,9.1316,-1.4260,-1.0470
5.3064,1,10.7666,-1.4450,-1.0640
5.3557,1,11.9879,-1.4590,-1.0770
5.3633,1,12.7601,-1.4720,-1.0890
5.3664,1,13.2481,-1.4820,-1.0970
5.3716,1,13.4484,-1.4850,-1.1000
5.3980,1,13.5130,-1.4850,-1.0990
5.4691,1,13.4268,-1.4840,-1.0970
5.5353,1,13.0513,-1.0680,-1.0120
5.5568,1,12.4838,-1.0500,-0.9950
5.5838,1,11.7992,-1.0440,-0.9790
5.6029,1,10.9955,-1.0430,-0.9650
5.6295,1,10.0471,-1.0290,-0.9540
