Time,Angle,X,Y
4.0553,0.0000,0.5660,-1.3130
4.0578,0.0000,0.0000,0.0000
4.1170,0.0000,0.0000,0.0000
4.1665,0.0000,0.5560,-0.1550
4.1898,0.0000,0.0000,0.0000
4.2651,0.0000,1.2860,-3.0570
4.2671,0.0000,-1.1670,-0.3190
4.2690,0.0000,0.1890,0.3430
4.3686,0.0000,0.1960,2.4510
4.3729,0.0000,0.6490,-0.8450
4.4309,0.0000,0.0000,0.0000
4.4365,0.0000,0.0000,0.0000
4.5086,0.0000,0.0000,0.0000
4.5463,0.0000,0.0000,0.0000
4.5487,0.0000,0.0000,0.0000
4.5525,0.0000,0.0000,0.0000
4.5557,0.0000,0.0000,0.0000
4.6474,0.0000,0.6520,-0.0730
4.6667,0.0000,0.0000,0.0000
4.6809,0.0000,0.3260,0.4590
4.7362,0.0000,0.8310,0.2540
4.7681,0.0000,-0.7310,0.1400
4.7734,0.0000,0.0000,0.0000
4.7810,0.0000,0.0000,0.0000
4.8350,0.0000,0.0000,0.0000
4.8387,0.0000,0.0000,0.0000
4.9376,0.0000,-0.2620,0.6890
4.9415,0.0000,-2.3140,1.0390
4.9474,0.0000,0.0000,0.0000
4.9497,0.0000,0.0000,0.0000
4.9535,0.0000,-0.8510,0.1220
4.9567,0.0000,1.5980,-0.5390
4.9584,0.0000,-2.1850,-3.1230
5.0063,0.0000,1.8420,-9.1050
5.0364,0.0000,0.0000,0.0000
5.0396,0.0000,1.2410,-0.4220
5.0438,0.0000,-0.8600,-0.6700
5.1333,0.0000,0.0000,0.0000
5.1696,0.0000,0.0000,0.0000
5.1737,0.0000,3.2550,-5.8940
5.1780,0.0000,1.1920,-3.0770
5.1810,0.0000,-5.6670,-5.7620
5.1888,0.0000,1.0470,-0.1830
5.2789,0.0000,0.8590,0.8280
5.2813,0.0000,0.6710,-1.1000
5.3141,0.0000,-0.1110,1.2670
5.3176,0.0000,0.0000,0.0000
5.3198,0.0000,0.2920,0.7020
5.3332,0.0000,-0.8460,0.5930
5.4645,0.0000,-0.6880,0.3170
5.4683,0.0000,0.0000,0.0000
5.4707,0.0000,3.9000,-3.1000
5.4739,0.0000,0.0000,0.0000
5.4777,0.0000,0.0000,0.0000
5.4794,0.0000,-1.4250,1.6250
5.5407,0.0000,-0.3850,0.2620
5.6175,0.0000,-0.3800,-1.1680
5.6192,0.0000,-0.8900,1.0970
5.6245,0.0000,0.0000,0.0000
5.6284,0.0000,0.9410,-1.0590
5.6306,0.0000,-1.4800,-3.0530
5.6965,0.0000,-1.9270,0.2200
5.7756,0.0000,0.0000,0.0000
5.7802,0.0000,1.3170,0.1110
5.7824,0.0000,0.0000,0.0000
5.7945,0.0000,-0.7100,-1.0480
5.8513,0.0000,1.3370,1.0000
5.8827,0.0000,0.0630,-0.9410
5.8857,0.0000,-1.6060,-5.7880
5.8980,0.0000,0.0000,0.0000
5.9196,0.0000,0.0000,0.0000
5.9564,0.0000,0.8980,-0.8410
6.1177,0.0000,1.2810,-0.1850
6.1211,0.0000,1.9180,0.0940
6.1241,0.0000,0.0000,0.0000
6.1285,0.0000,0.0000,0.0000
6.1308,0.0000,-0.3790,-2.9220
6.1325,0.0000,-0.1150,-1.5650
6.1343,0.0000,0.0000,0.0000
6.1361,0.0000,2.3540,-2.6150
6.1485,0.0000,0.3330,-4.5560
6.2127,0.0000,0.0000,0.0000
6.2431,0.0000,0.0000,0.0000
6.2472,0.0000,0.0000,0.0000
6.2502,0.0000,0.0000,0.0000
6.2522,0.0000,1.0740,-0.3330
6.2546,0.0000,0.0000,0.0000
6.3320,0.0000,0.0000,0.0000
6.4083,0.0000,0.0000,0.0000
6.4115,0.0000,-0.7360,-3.9430
6.4137,0.0000,-1.1760,-0.6080
6.4178,0.0000,0.0000,0.0000
6.4208,0.0000,-2.3640,-5.3640
6.4364,0.0000,-0.0730,-2.2000
6.4878,0.0000,0.5560,1.6080
6.5183,0.0000,3.0000,-4.2360
6.5219,0.0000,0.0000,0.0000
6.5304,0.0000,7.9520,-1.7620
6.5515,0.0000,0.0000,0.0000
6.5771,0.0000,3.0000,-3.4000
6.6725,0.0000,0.0000,0.0000
6.7473,0.0000,0.0000,0.0000
6.7510,0.0000,-0.8240,0.0500
6.7531,0.0000,-0.1800,0.1480
6.7560,0.0000,0.0000,0.0000
6.7599,0.0000,-0.0940,-0.3430
6.7621,0.0000,3.7910,-1.1860
6.9079,0.0000,0.0000,0.0000
6.9115,0.0000,0.0000,0.0000
6.9139,0.0000,-2.1540,4.0770
6.9175,0.0000,0.0000,0.0000
6.9212,0.0000,0.0000,0.0000
6.9231,0.0000,0.5700,2.5480
6.9841,0.0000,0.1870,-0.1250
7.0179,0.0000,0.0000,0.0000
7.0215,0.0000,-2.3680,-1.3160
7.0235,0.0000,-5.7500,11.2500
7.0259,0.0000,0.9020,0.2830
7.0296,0.0000,0.3650,-0.5160
7.0322,0.0000,0.0000,0.0000
7.0339,0.0000,0.0000,0.0000
7.0474,0.0000,2.8000,0.4940
7.0708,0.0000,-3.1980,-0.1360
7.2038,0.0000,-0.9270,0.6340
7.2081,0.0000,0.0000,0.0000
7.2118,0.0000,0.0000,0.0000
7.2137,0.0000,-7.4760,-0.8100
7.2157,0.0000,-8.2900,3.7740
7.2194,0.0000,1.0770,-1.2690
7.2222,0.0000,2.5860,-6.3450
7.2968,0.0000,0.0000,0.0000
7.3286,0.0000,0.0000,0.0000
7.3325,0.0000,0.2280,-0.0100
7.3345,0.0000,0.0000,0.0000
7.4340,0.0000,-0.9950,-1.0000
7.5035,0.0000,-1.0010,-1.0020
7.5083,0.0000,-0.9980,-0.9980
7.5129,0.0000,-1.2000,1.7780
7.5175,0.0000,-0.4310,-2.8190
7.6048,0.0000,0.2620,0.0050
7.6683,0.0000,1.0000,-2.8310
7.6727,0.0000,-1.7620,-0.4760
7.6750,0.0000,5.2070,-1.8970
7.6778,0.0000,-2.9370,1.0620
7.6815,0.0000,8.5330,7.8670
7.7560,0.0000,-4.0210,-2.1040
7.8185,0.0000,0.1090,-0.8300
7.8229,0.0000,0.0000,0.0000
7.8252,0.0000,0.0000,0.0000
7.8277,0.0000,0.0000,0.0000
7.8367,0.0000,0.0000,0.0000
7.9062,0.0000,0.0000,0.0000
7.9073,0.0000,-3.3870,-11.6450
7.9433,0.0000,0.0000,0.0000
7.9454,0.0000,2.4620,-1.8970
7.9533,0.0000,0.0000,0.0000
7.9641,0.0000,1.8330,-0.7780
7.9748,0.0000,1.6290,-1.2100
7.9866,0.0000,0.0000,0.0000
7.9976,0.0000,0.0000,0.0000
8.0675,0.0000,-0.6640,-0.0560
8.0715,0.0000,-0.4680,-0.2960
8.0743,0.0000,-0.0070,-0.9730
8.1314,0.0000,0.0000,0.0000
8.1348,0.0000,10.8860,5.1710
8.1373,0.0000,1.1520,-0.7840
8.1394,0.0000,-0.6990,2.0750
8.1420,0.0000,0.9760,-0.1860
8.2848,0.0000,0.0000,0.0000
8.2874,0.0000,-0.3330,-2.7180
8.2896,0.0000,-0.2820,-0.5300
8.2932,0.0000,-0.5720,-0.0890
8.2973,0.0000,0.0950,-1.3930
8.4359,0.0000,0.0000,0.0000
8.4384,0.0000,1.1140,-0.6140
8.4406,0.0000,0.8140,-2.1530
8.4468,0.0000,0.0000,0.0000
8.4494,0.0000,0.0000,0.0000
8.4529,0.0000,0.0000,0.0000
8.4566,0.0000,-0.1970,-0.3750
8.5266,0.0000,0.3390,-0.5940
8.5931,0.0000,0.0000,0.0000
8.5967,0.0000,0.0000,0.0000
8.5994,0.0000,0.8150,4.0190
8.6040,0.0000,0.0000,0.0000
8.6062,0.0000,0.5360,-0.2690
8.6842,0.0000,0.3850,2.9230
8.7459,0.0000,0.0000,0.0000
8.7524,0.0000,0.9180,-0.7740
8.7556,0.0000,0.0000,0.0000
8.7577,0.0000,0.0000,0.0000
8.7601,0.0000,0.0000,0.0000
8.7730,0.0000,0.0000,0.0000
8.8966,0.0000,-0.3470,-0.0290
8.9020,0.0000,0.0000,0.0000
9.0671,0.0000,1.4170,-1.6430
9.0718,0.0000,0.0000,0.0000
9.0764,0.0000,-1.0800,-2.8930
9.0792,0.0000,3.0000,-5.0830
9.0824,0.0000,3.1820,-18.8180
9.2184,0.0000,0.6590,-0.4640
9.2222,0.0000,4.7300,-1.6740
9.2264,0.0000,0.0000,0.0000
9.2282,0.0000,0.9520,5.5240
9.2301,0.0000,0.9680,-1.0000
9.3668,0.0000,0.0000,0.0000
9.3701,0.0000,-0.4140,1.9020
9.3742,0.0000,-2.4550,1.4550
9.3773,0.0000,0.0000,0.0000
9.3790,0.0000,0.0000,0.0000
9.3808,0.0000,0.0000,0.0000
9.3851,0.0000,0.2240,-0.1530
9.3931,0.0000,1.3150,-1.1010
9.4195,0.0000,0.0000,0.0000
9.5193,0.0000,0.0000,0.0000
9.5230,0.0000,0.8180,-1.1930
9.5271,0.0000,16.6000,-1.4000
9.5289,0.0000,0.0000,0.0000
9.5307,0.0000,0.0000,0.0000
9.5338,0.0000,0.0000,0.0000
9.5373,0.0000,0.3220,0.9650
9.5443,0.0000,-0.1440,-0.2460
9.5678,0.0000,0.4630,-0.2320
9.6082,0.0000,0.7120,-1.2330
9.6734,0.0000,0.0000,0.0000
9.6774,0.0000,-0.7780,-1.1880
9.6884,0.0000,0.0000,0.0000
9.8198,0.0000,0.3700,-1.4720
9.8239,0.0000,0.0000,0.0000
9.8279,0.0000,0.4170,-0.5970
9.8298,0.0000,0.0000,0.0000
9.8316,0.0000,2.1540,-0.7690
9.8384,0.0000,0.0000,0.0000
9.9690,0.0000,-0.1530,-1.8320
9.9722,0.0000,0.8660,0.1260
9.9770,0.0000,0.0000,0.0000
9.9794,0.0000,1.5710,4.7140
9.9811,0.0000,0.0000,0.0000
9.9884,0.0000,0.0000,0.0000
10.1203,0.0000,-0.0260,0.1200
10.1266,0.0000,0.8860,0.6570
10.1294,0.0000,0.0000,0.0000
10.1313,0.0000,0.0000,0.0000
10.1350,0.0000,0.0000,0.0000
10.2720,0.0000,-0.1980,0.2680
10.2769,0.0000,0.0000,0.0000
10.2800,0.0000,0.0000,0.0000
10.2820,0.0000,0.0000,0.0000
10.2865,0.0000,0.0740,-1.1380
10.2899,0.0000,0.8650,-0.5940
10.4324,0.0000,0.0000,0.0000
10.4367,0.0000,-0.6340,0.9430
10.4479,0.0000,0.0000,0.0000
10.5126,0.0000,-0.7470,-0.6270
10.5793,0.0000,0.0000,0.0000
10.5829,0.0000,0.0000,0.0000
10.5877,0.0000,6.9260,-0.1850
10.5906,0.0000,-0.3900,-0.9530
10.5974,0.0000,0.3520,-1.5990
10.6336,0.0000,2.1840,1.4080
10.7311,0.0000,0.1010,-0.7250
10.7378,0.0000,-0.5710,5.6430
10.7410,0.0000,0.9280,0.6200
10.7429,0.0000,0.0000,0.0000
10.7446,0.0000,0.0000,0.0000
10.7464,0.0000,0.0000,0.0000
10.8863,0.0000,1.2820,0.2100
10.8911,0.0000,0.0000,0.0000
10.8936,0.0000,0.0000,0.0000
10.8958,0.0000,4.8520,-2.4810
10.8978,0.0000,0.1770,-1.7710
10.9009,0.0000,-9.2860,-11.1430
10.9028,0.0000,-9.8890,-2.4440
10.9047,0.0000,-0.8460,-2.1150
10.9083,0.0000,0.0440,-0.1650
11.0381,0.0000,0.1560,-0.8400
11.0421,0.0000,-0.8750,2.0540
11.0447,0.0000,1.6870,-1.4890
11.0467,0.0000,0.0000,0.0000
11.1951,0.0000,0.0000,0.0000
11.1994,0.0000,8.8260,-0.1300
11.2031,0.0000,2.3840,-3.6440
11.2064,0.0000,0.0000,0.0000
11.2106,0.0000,0.0000,0.0000
11.3023,0.0000,-12.5000,-7.0000
11.3693,0.0000,0.0000,0.0000
11.3725,0.0000,0.0000,0.0000
11.3744,0.0000,0.0000,0.0000
11.3770,0.0000,0.5900,-0.2730
11.3807,0.0000,-0.3250,-0.7930
11.4184,0.0000,-1.0170,-1.0120
11.4573,0.0000,-1.0010,-1.0060
11.5223,0.0000,-0.9940,-1.0050
11.5246,0.0000,-1.7000,-1.7170
11.6053,0.0000,-0.9960,-1.0020
11.6734,0.0000,-1.0020,-0.9900
11.6758,0.0000,1.2230,-1.1170
11.7529,0.0000,6.9380,0.5000
11.8200,0.0000,0.0000,0.0000
11.8237,0.0000,0.0000,0.0000
11.8263,0.0000,-0.5360,-1.2650
11.8297,0.0000,0.0000,0.0000
11.8331,0.0000,0.3610,-0.6180
11.9050,0.0000,0.0000,0.0000
11.9706,0.0000,2.5000,-1.2140
11.9740,0.0000,14.6250,5.1250
11.9759,0.0000,0.2520,2.0240
11.9781,0.0000,0.0000,0.0000
11.9816,0.0000,0.6350,0.6510
11.9846,0.0000,0.0000,0.0000
12.0658,0.0000,-0.1590,0.1720
12.1454,0.0000,0.0000,0.0000
12.1488,0.0000,-0.1270,-0.9950
12.1527,0.0000,0.0000,0.0000
12.1556,0.0000,0.7250,0.1830
12.1592,0.0000,0.0000,0.0000
12.3028,0.0000,1.2380,0.1680
12.3060,0.0000,4.6360,4.7920
12.3085,0.0000,0.0000,0.0000
12.3882,0.0000,-0.2680,0.2560
12.4560,0.0000,-6.0320,-2.4840
12.4579,0.0000,0.0000,0.0000
12.4613,0.0000,0.0000,0.0000
12.5369,0.0000,0.0000,0.0000
12.6010,0.0000,-3.4040,-1.7450
12.6049,0.0000,0.0000,0.0000
12.6070,0.0000,0.0000,0.0000
12.6091,0.0000,0.6060,-1.0190
12.6127,0.0000,7.0530,-4.2110
12.6848,0.0000,0.0000,0.0000
12.6886,0.0000,0.6880,-0.3850
12.7565,0.0000,0.0000,0.0000
12.7583,0.0000,2.5680,0.9460
12.8352,0.0000,0.0000,0.0000
12.8390,0.0000,0.0000,0.0000
12.9064,0.0000,0.0000,0.0000
12.9085,0.0000,0.4410,0.7990
12.9117,0.0000,1.4630,2.2000
12.9156,0.0000,0.0000,0.0000
12.9184,0.0000,0.0000,0.0000
12.9222,0.0000,1.9900,1.2900
12.9402,0.0000,0.1600,0.6970
13.0005,0.0000,-0.2850,1.7680
13.0681,0.0000,2.0070,1.6710
13.0737,0.0000,0.0000,0.0000
13.0768,0.0000,0.0000,0.0000
13.0787,0.0000,-1.3450,-1.0550
13.0813,0.0000,0.0000,0.0000
13.1542,0.0000,-1.5650,-2.1300
13.2199,0.0000,0.0000,0.0000
13.2242,0.0000,-0.7860,0.7860
13.2275,0.0000,-0.5040,-0.4780
13.2293,0.0000,0.0000,0.0000
13.2320,0.0000,0.0000,0.0000
13.2377,0.0000,0.0000,0.0000
13.3680,0.0000,0.0000,0.0000
13.3707,0.0000,0.3760,-1.4220
13.3747,0.0000,0.0000,0.0000
13.3775,0.0000,0.0000,0.0000
13.3793,0.0000,-2.6190,-19.4760
13.3819,0.0000,-1.5390,0.0900
13.3854,0.0000,-0.3280,0.8820
13.3876,0.0000,1.0410,0.7790
13.4542,0.0000,0.0000,0.0000
13.5195,0.0000,0.0000,0.0000
13.5230,0.0000,0.0000,0.0000
13.5269,0.0000,-0.4460,-1.2870
13.5288,0.0000,1.0680,-1.3840
13.6028,0.0000,0.0000,0.0000
13.6656,0.0000,0.0000,0.0000
13.6692,0.0000,0.1020,0.5030
13.6725,0.0000,14.8330,-0.1670
13.6764,0.0000,0.6670,-0.4630
13.6876,0.0000,0.0000,0.0000
13.8147,0.0000,0.2450,-0.6730
13.8185,0.0000,0.0000,0.0000
13.8205,0.0000,-0.0880,0.6140
13.8623,0.0000,0.0000,0.0000
13.9645,0.0000,0.0000,0.0000
13.9690,0.0000,0.0000,0.0000
13.9713,0.0000,-0.7690,-2.1920
