Time,Angle,X,Y
3.2808,0.0000,0.0000,0.0000
3.3827,0.0000,0.0000,0.0000
3.3859,0.0000,0.0000,0.0000
3.3881,0.0000,0.0000,0.0000
3.3911,0.0000,-0.3330,1.7720
3.4515,0.0000,-0.2470,0.2640
3.5313,0.0000,0.0000,0.0000
3.5420,0.0000,0.0000,0.0000
3.6591,0.0000,0.0000,0.0000
3.6621,0.0000,0.0000,0.0000
3.6699,0.0000,0.1500,0.5840
3.7235,0.0000,0.0000,0.0000
3.7877,0.0000,-1.9530,-1.2010
3.7906,0.0000,-2.7940,-0.7710
3.7928,0.0000,-0.1670,0.3700
3.7948,0.0000,-1.1930,0.8520
3.8054,0.0000,-0.0540,0.0540
3.8634,0.0000,-0.3190,-0.1760
3.8653,0.0000,-0.1870,0.2600
3.8685,0.0000,1.0620,1.1330
3.8746,0.0000,0.0000,0.0000
3.9291,0.0000,-0.4020,1.0230
3.9326,0.0000,0.0460,-0.2280
3.9346,0.0000,-3.1710,-0.1430
3.9438,0.0000,-0.6960,0.0030
4.0523,0.0000,-2.0190,3.5370
4.0547,0.0000,1.2650,3.3610
4.0581,0.0000,0.8130,0.7350
4.0621,0.0000,0.0000,0.0000
4.0641,0.0000,-0.5820,2.2910
4.0658,0.0000,0.0000,0.0000
4.0720,0.0000,0.0000,0.0000
4.1227,0.0000,0.0000,0.0000
4.1846,0.0000,-0.5680,-1.3360
4.1869,0.0000,-1.6890,-1.9330
4.1892,0.0000,0.1620,1.6500
4.1920,0.0000,-0.1210,0.2040
4.1938,0.0000,-0.5490,0.7680
4.2534,0.0000,0.0000,0.0000
4.3163,0.0000,0.0000,0.0000
4.3205,0.0000,0.0000,0.0000
4.3239,0.0000,0.3000,0.3000
4.3840,0.0000,0.0000,0.0000
4.4463,0.0000,-1.4950,1.0290
4.4504,0.0000,-0.4600,0.0790
4.4537,0.0000,1.1090,3.0940
4.4556,0.0000,0.0000,0.0000
4.4625,0.0000,0.0000,0.0000
4.5248,0.0000,0.2450,-0.1330
4.5903,0.0000,0.0000,0.0000
4.6553,0.0000,-0.4910,-0.7570
4.6577,0.0000,-0.5280,2.7080
4.7214,0.0000,0.0000,0.0000
4.7262,0.0000,0.0000,0.0000
4.8495,0.0000,-2.1190,0.8070
4.8546,0.0000,-1.2280,-0.5260
4.8569,0.0000,0.0000,0.0000
4.8594,0.0000,0.0000,0.0000
4.9186,0.0000,0.0000,0.0000
4.9851,0.0000,-8.6670,19.0000
4.9873,0.0000,-0.7810,0.9560
4.9893,0.0000,-0.9610,0.6030
5.0158,0.0000,-0.3130,-0.5920
5.0483,0.0000,-1.0040,-1.0010
5.0530,0.0000,0.0000,0.0000
5.0557,0.0000,0.0000,0.0000
5.1232,0.0000,-1.7710,1.8240
5.1267,0.0000,-1.1800,1.0410
5.1314,0.0000,-0.6050,-0.0610
5.1355,0.0000,-0.6490,-0.0540
5.1379,0.0000,-0.4240,0.4190
5.2136,0.0000,0.0000,0.0000
5.2858,0.0000,0.0000,0.0000
5.2888,0.0000,0.0000,0.0000
5.2909,0.0000,0.0000,0.0000
5.2927,0.0000,-2.2200,2.2540
5.2955,0.0000,1.8280,0.3540
5.3575,0.0000,-1.8270,0.5310
5.4274,0.0000,0.3430,0.1970
5.4301,0.0000,0.0000,0.0000
5.4342,0.0000,-0.5330,0.6490
5.4370,0.0000,-2.6330,-0.1840
5.5172,0.0000,-0.0760,1.0380
5.5827,0.0000,-1.0100,1.4190
5.5865,0.0000,7.5380,5.3850
5.5887,0.0000,0.1770,-0.0390
5.5908,0.0000,-1.8180,-0.1020
5.5989,0.0000,0.0000,0.0000
5.6586,0.0000,-0.8530,1.2670
5.6621,0.0000,-1.7880,2.7810
5.7298,0.0000,0.3510,3.9610
5.7336,0.0000,-0.8840,0.4640
5.7370,0.0000,0.0000,0.0000
5.7388,0.0000,0.0000,0.0000
5.7485,0.0000,-1.3670,-0.5320
5.7805,0.0000,0.0000,0.0000
5.8068,0.0000,0.0000,0.0000
5.8081,0.0000,0.0000,0.0000
5.8106,0.0000,7.8420,5.1050
5.8834,0.0000,0.3090,-0.1450
5.8870,0.0000,2.5850,-4.6980
5.8888,0.0000,0.5950,-0.1640
5.8905,0.0000,1.0760,0.5780
5.8925,0.0000,0.4810,0.0380
5.8943,0.0000,0.0000,0.0000
5.9586,0.0000,-0.9310,-0.3530
6.0230,0.0000,-1.2300,1.1380
6.0274,0.0000,0.8750,-0.0850
6.0294,0.0000,0.4400,0.6670
6.0312,0.0000,0.9380,-1.4790
6.0348,0.0000,0.4300,-0.4070
6.1669,0.0000,-0.7200,-0.2200
6.1698,0.0000,-13.7330,6.8000
6.1733,0.0000,-0.6050,0.1090
6.1772,0.0000,-0.0320,3.3660
6.1790,0.0000,0.0000,0.0000
6.1808,0.0000,-0.1720,0.5110
6.3109,0.0000,0.0000,0.0000
6.3173,0.0000,0.0000,0.0000
6.3193,0.0000,-2.8360,1.7210
6.3212,0.0000,0.0950,0.8790
6.3243,0.0000,0.7400,-0.9040
6.3906,0.0000,0.0000,0.0000
6.4590,0.0000,0.0000,0.0000
6.4609,0.0000,0.0000,0.0000
6.4632,0.0000,-1.3750,-1.0960
6.4741,0.0000,0.0000,0.0000
6.5382,0.0000,0.0000,0.0000
6.6093,0.0000,6.8670,2.7330
6.6152,0.0000,-0.4040,1.7020
6.6191,0.0000,0.0000,0.0000
6.6464,0.0000,0.0000,0.0000
6.6911,0.0000,-1.2040,-0.0510
6.7591,0.0000,0.8630,3.0000
6.7719,0.0000,0.0000,0.0000
6.8319,0.0000,0.0000,0.0000
