Time,Reps,Angle,X,Y
4.0116,1,0.0000,0.0000,0.0000
4.0278,1,0.0000,0.0000,0.0000
4.0917,1,0.0000,0.0000,0.0000
4.1399,1,0.0000,0.0000,0.0000
4.1606,1,0.0000,0.0000,0.0000
4.1685,1,0.0000,0.0000,0.0000
4.1774,1,0.0000,0.0000,0.0000
4.2000,1,0.0000,0.0000,0.0000
4.2037,1,0.0000,0.0000,0.0000
4.2104,1,0.0000,0.0000,0.0000
4.2472,1,0.0000,0.0000,0.0000
4.2892,1,0.0000,0.0000,0.0000
4.3153,1,0.0000,0.0000,0.0000
4.3501,1,0.0000,0.0000,0.0000
4.3598,1,0.0000,0.0000,0.0000
4.3852,1,0.0000,0.0000,0.0000
4.4134,1,0.0000,0.0000,0.0000
4.4318,1,0.0000,0.0000,0.0000
4.4626,1,0.0000,0.0000,0.0000
4.4730,1,0.0000,0.0000,0.0000
4.4987,1,0.0000,0.0000,0.0000
4.5207,1,0.0000,0.0000,0.0000
4.5420,1,0.0000,0.0000,0.0000
4.5798,1,0.0000,0.0000,0.0000
4.5922,1,0.0000,0.0000,0.0000
4.6198,1,0.0000,0.0000,0.0000
4.6387,1,0.0000,0.0000,0.0000
4.6633,1,0.0000,0.0000,0.0000
4.6812,1,0.0000,0.0000,0.0000
4.7026,1,0.0000,0.0000,0.0000
4.7714,1,0.0000,0.0000,0.0000
4.7725,1,0.0000,0.0000,0.0000
4.7894,1,0.0000,0.0000,0.0000
4.8753,1,0.0000,0.0000,0.0000
4.9112,1,0.0000,0.0000,0.0000
4.9423,1,0.0000,0.0000,0.0000
4.9552,1,0.0000,0.0000,0.0000
4.9806,1,0.0000,0.0000,0.0000
5.0045,1,0.0000,0.0000,0.0000
5.0264,1,0.0000,0.0000,0.0000
5.0507,1,0.0000,0.0000,0.0000
5.0725,1,0.0000,0.0000,0.0000
5.0937,1,0.0000,0.0000,0.0000
5.1293,1,0.0000,0.0000,0.0000
5.1409,1,0.0000,0.0000,0.0000
5.1549,1,0.0000,-0.5730,2.9870
5.1913,1,0.0000,0.0000,0.0000
5.2103,1,0.0000,1.4930,1.3040
5.2349,1,0.0000,1.8950,1.5370
5.2534,1,0.0000,2.7510,2.0480
5.2801,1,0.0000,5.4760,3.6840
5.3044,1,0.0000,0.0000,0.0000
5.3130,1,0.0000,0.0000,0.0000
5.3553,1,0.0000,4.9850,3.3900
5.3716,1,0.0000,2.7760,2.0660
5.4069,1,0.0000,2.0040,1.6030
5.4164,1,0.0000,1.7050,1.4240
5.4315,1,0.0082,1.5850,1.3510
5.4478,1,0.0164,1.5520,1.3310
5.4528,1,0.0246,1.5280,1.3170
5.4634,1,0.0328,1.5110,1.3080
5.4900,1,0.0410,0.0000,0.0000
5.4986,1,0.0410,0.0000,0.0000
5.5320,1,0.0328,17.5020,16.3940
5.5683,1,0.0246,6.2800,5.9610
5.6125,1,0.0164,4.3300,4.2460
5.6346,1,0.0082,1.9410,0.6200
5.6398,1,0.0000,3.9270,-0.1050
5.7159,1,0.1827,4.3990,-0.0130
5.7252,1,0.4037,4.8550,-0.0180
5.7611,1,0.7945,4.7940,-0.1990
5.7719,1,1.3053,4.8030,-0.3300
5.7949,1,2.0109,2.4140,0.4240
5.8436,1,3.0110,2.6940,0.1160
5.8634,1,3.8284,3.1710,-0.0480
5.8850,1,4.6076,4.1030,-0.0200
5.9095,1,5.7033,5.9150,0.2990
5.9333,1,6.6952,9.0480,1.0540
5.9576,1,7.4921,11.7180,2.2440
5.9936,1,7.9945,11.2150,3.4700
6.0197,1,8.4703,6.6700,2.5210
6.0406,1,8.9139,5.1040,2.0740
6.0703,1,8.8113,4.4270,1.9540
6.0832,1,8.6763,4.2470,2.0180
6.1076,1,8.4750,4.1690,1.9930
6.1520,1,8.1891,4.0800,1.8450
6.1613,1,7.9242,4.1440,1.5630
6.1951,1,7.6915,4.3050,1.1390
6.2173,1,7.3909,4.4830,1.0370
6.2206,1,7.0832,4.6010,0.9110
6.2324,1,6.8241,4.6620,0.7350
6.2612,1,6.6195,4.6510,0.5240
6.2654,1,6.3906,4.2780,0.0040
6.3403,1,6.0697,19.7380,1.5010
6.4194,1,5.8012,3.1400,-0.9460
6.4419,1,5.5372,3.4430,-0.9910
6.4721,1,5.2911,3.3860,-0.7960
6.4824,1,5.0364,2.8530,-0.1160
6.5098,1,4.7600,2.6270,0.1370
6.5272,1,4.5493,2.5720,0.3330
6.5552,1,4.3873,2.4950,0.4350
6.5857,1,4.2044,2.4690,0.5400
6.5959,1,3.9944,2.4530,0.6650
6.6225,1,3.7821,2.3960,0.8430
6.6443,1,3.5594,2.3180,0.9030
6.6651,1,3.3629,2.3060,0.9840
6.7460,1,3.0059,2.4000,1.1370
6.7764,1,2.6063,2.4010,1.1190
6.8381,1,2.1171,2.7150,1.0180
6.8592,1,1.6608,2.8880,0.9130
6.8872,1,1.2348,2.9940,0.7840
6.8956,2,0.8088,3.0110,0.6090
6.9077,2,0.7413,3.0140,0.5260
6.9425,2,0.5929,2.9610,0.2850
6.9661,2,0.6556,3.0050,0.1910
6.9881,2,0.7263,3.0610,0.1190
7.0088,2,0.7263,3.0840,0.0410
7.0461,2,0.8367,3.1480,-0.0120
7.0480,2,0.7677,3.2610,-0.0390
7.0565,2,0.8624,3.3550,-0.0420
7.0709,2,0.7917,3.4240,-0.0480
7.0794,2,0.7210,1.5130,0.4080
7.1191,2,0.8159,3.4930,-0.0820
7.1596,2,0.7295,3.4560,-0.1320
7.1694,2,0.6905,3.2790,-0.1780
7.1996,2,0.6514,3.1720,-0.1800
7.2168,2,0.6593,3.2040,-0.1580
7.2439,2,0.7067,3.3040,-0.1510
7.2752,2,0.6437,3.3640,-0.1480
7.3102,2,0.6676,3.4530,-0.1240
7.3302,2,0.6439,3.5730,-0.1190
7.3552,2,0.6281,3.5130,-0.1440
7.3789,2,0.6360,3.3560,-0.1720
7.4260,2,0.5887,3.1340,-0.1910
7.4599,2,0.5887,3.0470,-0.1980
7.4922,2,0.5887,3.0270,-0.1920
7.5040,2,0.5966,2.9760,-0.1800
7.5380,2,0.5808,2.9410,-0.1470
7.5713,2,0.5649,2.9190,-0.1160
7.5986,2,0.5729,2.8920,-0.0960
7.6074,2,0.5808,2.8920,-0.0680
7.6205,2,0.5729,2.8820,-0.0520
7.6304,2,0.5729,2.8690,-0.0370
7.6417,2,0.5808,2.8420,-0.0220
7.6519,2,0.5888,2.8130,-0.0060
7.6665,2,0.5888,2.7910,0.0120
7.6756,2,0.5888,2.7690,0.0270
7.6879,2,0.5808,2.7450,0.0390
7.7014,2,0.5650,2.7270,0.0500
7.7210,2,0.5570,2.6920,0.0650
7.7518,2,0.5649,2.6290,0.0660
7.7714,2,0.5649,2.6230,0.1050
7.7985,2,0.5649,2.5960,0.1240
7.8122,2,0.5729,2.5870,0.1520
7.8371,2,0.5729,2.5990,0.1750
7.8594,2,0.5649,2.6600,0.2200
7.9095,2,0.5090,3.1620,0.5030
7.9416,2,0.4610,4.0300,1.0740
7.9500,2,0.3887,3.8680,1.1060
7.9750,2,0.3001,3.2750,0.8900
8.0050,2,0.2195,2.9070,0.7670
8.0411,2,0.1468,2.7320,0.7370
8.0499,2,0.1061,2.6740,0.8080
8.0714,2,0.0655,2.6610,0.8290
8.1008,2,0.0492,2.6610,0.8620
8.1107,2,0.1219,2.6400,0.9010
8.1393,2,0.2026,2.6030,0.9130
8.1589,2,0.2673,2.4600,0.8190
8.1801,2,0.3953,2.3560,0.7410
8.1909,2,0.6080,2.3020,0.6960
8.2624,2,1.5209,3.6280,0.8950
8.3277,2,2.3610,4.1510,1.3750
8.3555,2,4.2386,4.6120,1.5890
8.4008,2,6.0839,4.7160,1.5670
8.4318,2,7.8173,4.6780,1.4810
8.4435,2,9.4756,4.3900,1.2490
8.4786,2,10.3151,3.5590,0.7390
8.5113,2,10.9232,3.2750,0.5950
8.5238,2,10.3788,3.1670,0.5390
8.5486,2,9.7225,3.0990,0.4800
8.5758,2,8.8771,2.9530,0.3820
8.5931,2,7.8879,2.8600,0.3230
8.6097,2,6.9613,2.8720,0.3070
8.6273,2,6.1509,2.8710,0.2720
8.6544,2,5.3685,2.8110,0.2050
8.6816,2,4.7462,2.8870,0.1850
8.6956,2,4.3618,3.0620,0.1980
8.7188,2,4.1113,3.2770,0.2270
8.7328,2,3.7533,3.2760,0.1860
8.7426,2,3.4825,3.2350,0.1590
8.7656,2,3.0865,3.1660,0.1310
8.8092,2,2.6677,3.0580,0.0980
8.8152,2,2.2943,3.0970,0.1070
8.8518,2,1.9208,3.0530,0.0870
8.8597,2,1.5017,3.0440,0.0710
8.8905,2,1.2520,3.0090,0.0390
8.8991,2,1.0652,3.0330,0.0440
8.9045,3,0.9011,3.0450,0.0500
8.9220,3,0.6918,3.0600,0.0550
8.9516,3,0.6313,3.0210,0.0530
8.9794,3,0.7802,2.9700,0.0640
8.9953,3,0.5903,2.9070,0.0780
9.0275,3,0.6143,2.8400,0.0890
9.0751,3,0.6701,2.7000,0.0700
9.1341,3,0.7258,2.6440,0.2040
9.1666,3,0.5527,2.5440,0.2740
9.1786,3,0.3796,2.4860,0.3090
9.2097,3,0.4283,2.4210,0.3470
9.2235,3,0.4043,2.3360,0.3730
9.2538,3,0.3485,2.2720,0.3890
9.2864,3,0.2847,2.1180,0.4270
9.3127,3,0.2603,2.0290,0.5410
9.3278,3,0.2358,1.9300,0.6000
9.3634,3,0.2197,1.8390,0.6640
9.3744,3,0.2036,1.7570,0.7310
9.4009,3,0.1875,1.6990,0.8090
9.4348,3,0.1794,1.6880,0.9770
9.4444,3,0.2119,1.6580,1.0210
9.5154,3,0.3163,2.0350,1.0430
9.5917,3,0.9616,1.6340,1.0200
9.6040,3,1.7295,1.6870,0.9810
9.6260,3,2.8596,1.7720,0.9640
9.6554,3,4.2463,1.9070,0.9710
9.6721,3,5.8647,2.0450,0.9650
9.7099,3,7.6363,2.2430,0.9660
9.7379,3,8.8589,2.4160,1.0100
9.7548,3,10.0167,2.5880,1.0910
9.7924,3,10.8601,2.6560,1.0760
9.8007,3,11.4325,2.5150,0.9230
9.8292,3,11.7590,2.3870,0.8130
9.8491,3,11.8842,2.3200,0.7550
9.8843,3,12.0230,2.4040,0.8250
9.8952,3,12.1086,2.5200,0.8770
9.9214,3,12.1276,2.5890,0.8390
9.9371,3,12.1418,2.6870,0.7760
9.9755,3,12.1752,2.9120,0.7620
9.9845,3,12.1847,3.3470,0.8630
10.0621,3,12.2035,3.1620,0.6380
10.0953,3,12.2129,3.2840,0.6840
10.1087,3,12.2318,3.1040,0.5830
10.1423,3,12.2744,2.9500,0.5210
10.1555,3,12.3169,2.8350,0.4810
10.1891,3,12.3829,2.6690,0.4140
10.2230,3,12.4016,2.6090,0.3970
10.2517,3,12.4251,2.5670,0.3680
10.2782,3,12.4580,2.5240,0.3580
10.2950,3,12.4815,2.4710,0.3440
10.3378,3,12.5190,2.4020,0.3980
10.3954,3,12.5330,2.3160,0.4040
10.3989,3,12.5470,2.2810,0.4170
10.4070,3,12.5610,2.2600,0.4200
10.4306,3,12.5751,2.2390,0.4270
10.4358,3,12.5938,2.2210,0.4390
10.4406,3,12.5938,2.2050,0.4540
10.4810,3,12.6031,2.1870,0.4830
10.5009,3,12.6171,2.2560,0.5370
10.5206,3,12.6311,2.3930,0.6370
10.5561,3,12.6451,2.5050,0.7380
10.5606,3,12.6544,2.5880,0.8080
10.5646,3,12.6637,2.6550,0.8700
10.5681,3,12.6637,2.7050,0.9220
10.5803,3,12.6637,2.7410,0.9730
10.5957,3,12.6637,2.7670,1.0260
10.6035,3,12.6637,2.7840,1.0880
10.6155,3,12.6684,2.7970,1.1530
10.6374,3,12.6730,2.7780,1.2350
10.6619,3,12.6963,2.7150,1.2690
10.7014,3,12.7195,2.7420,1.3760
10.7071,3,12.7427,2.6990,1.3750
10.7326,3,12.7287,2.9170,1.6690
10.7855,3,12.4951,2.4680,1.3480
10.8577,3,11.7222,2.2260,1.3840
10.8935,3,10.7210,2.2080,1.3980
10.9029,3,9.6030,2.1270,1.3060
10.9255,3,8.4063,2.0290,1.2290
10.9600,3,7.2467,2.0870,1.3540
10.9798,3,6.3068,2.1330,1.4690
11.0081,3,5.7944,2.0530,1.4050
11.0344,3,5.4087,1.9550,1.2710
11.0502,3,5.0567,1.9050,1.1960
11.0818,3,4.7503,1.9190,1.2250
11.0973,3,4.4104,1.9050,1.2400
11.1198,3,3.9678,1.8580,1.1960
11.1585,3,3.6021,1.8490,1.1880
11.1663,3,3.2982,1.8250,1.1770
11.1898,3,2.9721,1.7920,1.1750
