Time,Reps,Angle,Velocity,X,Y,Set
2.8229,1,3.9885,24.3491,0.0000,0.0000,3
2.8915,1,4.5722,24.4327,-0.9660,5.7670,3
2.9129,1,5.0829,25.6677,-0.7350,3.9310,3
2.9176,1,5.4731,34.9634,-0.7290,3.6540,3
2.9261,1,5.7871,37.6252,-0.7240,3.4850,3
2.9482,1,5.8897,35.9572,-0.7310,3.4380,3
2.9511,1,5.7653,28.7416,-0.7470,3.5200,3
2.9609,1,5.6253,14.4076,-0.7620,3.6920,3
2.9781,1,5.4996,12.1482,-0.7750,4.0240,3
2.9887,1,5.3730,7.0319,-0.7540,4.5380,3
3.0294,1,5.1734,-5.6222,-0.5580,4.7070,3
3.0582,1,4.9675,-11.8831,-0.4060,4.9130,3
3.0830,1,4.7697,-13.6891,-0.4830,5.9850,3
3.0990,2,4.5493,-9.6281,-0.4000,6.7140,3
3.1289,2,4.2999,-8.7665,-0.3530,6.0160,3
3.1465,2,4.0044,-10.1253,-0.4430,5.2180,3
3.1802,2,3.6320,-9.9976,-0.4650,4.7880,3
3.2019,2,3.3209,-11.3390,-0.3640,3.1880,3
3.2363,2,2.9957,-11.6696,-0.4830,2.0720,3
3.2501,2,2.6906,-13.7022,-0.5330,1.9180,3
3.2803,2,2.4234,-13.0060,-0.5850,1.9470,3
3.2982,2,2.1695,-13.8306,-0.6220,1.5620,3
3.3235,2,1.9283,-12.7904,-0.5980,0.9960,3
3.3421,2,1.7538,-12.5491,-0.4790,0.7660,3
3.3667,2,1.5533,-11.6745,-0.4080,0.5860,3
3.4032,2,1.3437,-11.1446,-0.3720,0.3360,3
3.4097,2,1.1525,-12.1519,-0.3700,0.1230,3
3.4331,2,0.9548,-12.0922,-0.3240,0.0300,3
3.4572,2,0.7543,-11.2663,-0.2160,-0.0020,3
3.4779,2,0.5763,-11.1330,-0.1810,-0.0020,3
3.5488,2,0.4293,-10.0890,-0.0240,-0.2620,3
3.5723,2,0.3198,-9.5872,0.0370,-0.5120,3
3.5938,2,0.2745,-9.0676,-0.0350,-0.6030,3
3.6279,2,0.2228,-5.1029,-0.1230,-0.7060,3
3.6791,2,0.1447,-4.1164,-0.1100,-0.8860,3
3.7193,2,0.1053,-3.0659,-0.1080,-1.2300,3
3.7674,2,0.0921,-1.8762,-0.1830,-1.5060,3
3.8658,2,0.0789,-1.5992,-0.9730,-2.2490,3
3.8981,2,0.0657,-0.9926,-1.0090,-2.1950,3
3.9250,2,0.0329,-0.8660,-1.0020,-2.1920,3
3.9392,2,0.0000,-0.9799,-1.0280,-2.3200,3
3.9782,2,0.0066,-0.7376,-1.1360,-2.6000,3
4.0120,2,0.0132,-0.5697,-1.1170,-2.6540,3
4.0522,2,0.0198,-0.5071,-0.9830,-2.5770,3
4.0667,2,0.2110,1.4082,-0.7590,-1.7920,3
4.0854,2,0.5046,3.7038,-0.6590,-1.5880,3
4.1017,2,0.9426,7.7169,-0.5450,-1.3710,3
4.1265,2,1.4802,11.1436,-0.4990,-0.9890,3
4.1649,2,2.1341,13.5494,-0.3950,-0.6540,3
4.1709,2,2.8347,30.4342,-0.2790,-0.3030,3
4.2108,2,3.7161,33.5620,-0.2060,0.1000,3
4.2170,2,4.4469,48.4617,-0.1620,0.6640,3
4.2263,2,5.1138,56.4717,-0.2850,1.2100,3
4.2529,2,5.6507,55.5203,-0.3150,1.7450,3
4.2588,2,6.0926,63.1696,-0.3840,2.2460,3
4.2729,2,6.4402,64.2670,-0.5740,2.5330,3
4.2976,2,6.7599,49.2012,-0.7580,2.7270,3
4.3342,2,6.8941,46.5737,-0.9480,2.8930,3
4.3421,2,6.9896,31.5029,-1.0960,3.0780,3
4.3742,2,7.0513,21.5299,-1.0610,2.6290,3
4.3788,2,7.0986,20.1080,-0.9520,2.1880,3
4.3872,2,7.1365,10.0065,-0.9270,2.0380,3
