Time,Reps,Angle,Velocity,X,Y,Set
3.9747,0,0.0000,0.0000,-0.2470,-0.2310,1
4.0047,0,0.0000,0.0000,-0.2420,-0.2340,1
4.0206,0,0.0000,0.0000,-0.2420,-0.2450,1
4.0565,0,0.0000,0.0000,-0.2470,-0.2820,1
4.0961,0,0.0000,0.0000,-0.2550,-0.2930,1
4.1040,0,0.0000,0.0000,-0.2660,-0.3040,1
4.1346,0,0.0000,0.0000,-0.2730,-0.3120,1
4.1529,0,0.0000,0.0000,-0.2750,-0.3170,1
4.1846,0,0.0000,0.0000,-0.2700,-0.3260,1
4.2032,0,0.0000,0.0000,-0.2640,-0.3360,1
4.2202,0,0.0000,0.0000,-0.2570,-0.3440,1
4.2492,0,0.0000,0.0000,-0.2530,-0.3390,1
4.2639,0,0.0000,0.0000,-0.2510,-0.3400,1
4.2928,0,0.0000,0.0000,-0.2510,-0.3450,1
4.3253,0,0.0000,0.0000,-0.2550,-0.3530,1
4.3312,0,0.0000,0.0000,-0.2660,-0.3620,1
4.3578,0,0.0000,0.0000,-0.2790,-0.3660,1
4.3798,0,0.0000,0.0000,-0.3000,-0.3680,1
4.4047,0,0.0000,0.0000,-0.3170,-0.3660,1
4.4274,0,0.0000,0.0000,-0.3260,-0.3600,1
4.4484,0,0.0000,0.0000,-0.3290,-0.3540,1
4.5225,0,0.0389,0.0750,-0.4670,-0.2710,1
4.6015,0,0.0713,0.1336,-0.2930,-0.3350,1
4.6179,0,0.3321,2.4111,-0.2680,-0.3540,1
4.6697,0,0.7259,3.4970,-0.4090,-0.5120,1
4.7481,0,1.1979,4.3574,-0.2860,-0.3740,1
4.7803,0,1.6917,6.5473,-0.3030,-0.3760,1
4.8049,0,2.1801,9.3837,-0.3200,-0.3730,1
4.8254,0,2.6351,12.4811,-0.3330,-0.3720,1
4.8641,0,3.1075,14.1658,-0.3390,-0.3700,1
4.8989,0,3.3514,12.8889,-0.3360,-0.3660,1
4.9363,0,3.4678,12.2471,-0.3360,-0.3470,1
4.9548,0,3.5007,11.6407,-0.3450,-0.3210,1
4.9843,0,3.5116,9.5036,-0.3470,-0.3030,1
5.0255,0,3.5334,6.7429,-0.3460,-0.2870,1
5.0504,0,3.5443,3.6333,-0.3500,-0.2690,1
5.0913,0,3.5443,1.8900,-0.3480,-0.2570,1
5.1076,0,3.5443,0.8894,-0.3500,-0.2560,1
5.1145,0,3.5389,0.3314,-0.3520,-0.2540,1
5.1242,0,3.5389,0.0774,-0.3530,-0.2510,1
5.1582,0,3.5389,0.0246,-0.3530,-0.2410,1
5.1832,0,3.5334,-0.0821,-0.3530,-0.2290,1
5.2162,0,3.5334,-0.1448,-0.3560,-0.2210,1
5.2276,0,3.5334,-0.1448,-0.3610,-0.2130,1
5.2518,0,3.5334,-0.1448,-0.3650,-0.2100,1
5.2568,0,3.5334,-0.0310,-0.3660,-0.2100,1
5.2639,0,3.5334,-0.0310,-0.3670,-0.2080,1
5.2906,0,3.5334,-0.0310,-0.3670,-0.2060,1
5.2967,0,3.5334,0.0000,-0.3670,-0.2030,1
5.2985,0,3.5334,0.0000,-0.3670,-0.2010,1
5.3267,0,3.5334,0.0000,-0.3700,-0.1930,1
5.3439,0,3.5334,0.0000,-0.3740,-0.1840,1
5.3674,0,3.5334,0.0000,-0.3770,-0.1820,1
5.3970,0,3.5334,0.0000,-0.3780,-0.1800,1
5.4004,0,3.5334,0.0000,-0.3800,-0.1740,1
5.4108,0,3.5334,0.0000,-0.3800,-0.1710,1
5.4338,0,3.5334,0.0000,-0.3800,-0.1660,1
5.4378,0,3.5334,0.0000,-0.3810,-0.1600,1
5.4470,0,3.5334,0.0000,-0.3810,-0.1530,1
5.4752,0,3.5334,0.0000,-0.3810,-0.1420,1
5.5037,0,3.5389,0.0273,-0.3800,-0.1350,1
5.5169,0,3.5443,0.0861,-0.3780,-0.1280,1
5.5478,0,3.5498,0.1113,-0.3760,-0.1200,1
5.5519,0,3.5552,0.2990,-0.3740,-0.1100,1
5.5604,0,3.5607,0.3904,-0.3720,-0.1040,1
5.5844,0,3.5661,0.4228,-0.3700,-0.0970,1
5.5883,0,3.5715,0.6244,-0.3690,-0.0910,1
5.6219,0,3.5715,0.5971,-0.3710,-0.0830,1
5.6582,0,3.5715,0.5383,-0.3730,-0.0680,1
5.6938,0,3.5715,0.5132,-0.3750,-0.0580,1
5.7202,0,3.5715,0.3254,-0.3780,-0.0520,1
5.7355,0,3.5770,0.2849,-0.3770,-0.0510,1
5.7677,0,3.5824,0.2766,-0.3780,-0.0510,1
5.8130,0,3.5878,0.0921,-0.3830,-0.0470,1
5.8487,0,3.5933,0.1138,-0.3850,-0.0400,1
5.8606,0,3.5987,0.1794,-0.3840,-0.0370,1
5.8910,0,3.6041,0.2049,-0.3840,-0.0370,1
5.9090,0,3.6096,0.2480,-0.3850,-0.0360,1
5.9320,0,3.6096,0.1971,-0.3860,-0.0340,1
5.9707,0,3.6096,0.1730,-0.3860,-0.0320,1
6.0093,0,3.6096,0.1559,-0.3850,-0.0370,1
6.0212,0,3.6096,0.1342,-0.3870,-0.0400,1
6.0518,0,3.6096,0.0686,-0.3880,-0.0440,1
6.0693,0,3.6096,0.0431,-0.3870,-0.0470,1
6.1499,0,3.6096,0.0000,-0.5690,-0.1980,1
6.1722,0,3.6096,0.0000,-0.5620,-0.2100,1
6.2113,0,3.6096,0.0000,-0.5560,-0.2170,1
6.2202,0,3.6096,0.0000,-0.5500,-0.2270,1
6.2538,0,3.6096,0.0000,-0.5480,-0.2340,1
6.3384,0,3.6096,0.0000,-0.3730,-0.1010,1
6.3562,0,3.6096,0.0000,-0.3710,-0.1090,1
6.3724,0,3.6150,0.0479,-0.3710,-0.1110,1
6.3858,0,3.6204,0.1053,-0.3710,-0.1100,1
6.4233,0,3.6258,0.1260,-0.3680,-0.1090,1
6.4375,0,3.6313,0.1807,-0.3680,-0.1090,1
6.4643,0,3.6367,0.2096,-0.3700,-0.1090,1
6.4710,0,3.6421,0.3248,-0.3700,-0.1110,1
6.4815,0,3.6475,0.3991,-0.3710,-0.1120,1
6.5064,0,3.6475,0.3513,-0.3710,-0.1130,1
6.5112,0,3.6475,0.2938,-0.3720,-0.1150,1
6.5174,0,3.6475,0.2731,-0.3720,-0.1160,1
6.5315,0,3.6475,0.2184,-0.3720,-0.1170,1
6.5421,0,3.6475,0.1895,-0.3720,-0.1180,1
6.5527,0,3.6475,0.0743,-0.3720,-0.1190,1
6.5956,0,3.6475,0.0000,-0.3730,-0.1210,1
6.6012,0,3.6475,0.0000,-0.3750,-0.1190,1
6.6402,0,3.6475,0.0000,-0.3760,-0.1150,1
6.6538,0,3.6475,0.0000,-0.3770,-0.1120,1
6.6838,0,3.6475,0.0000,-0.3780,-0.1070,1
6.7013,0,3.6475,0.0000,-0.3790,-0.1020,1
6.7283,0,3.6475,0.0000,-0.3800,-0.0970,1
6.7656,0,3.6475,0.0000,-0.3830,-0.0840,1
6.7806,0,3.6475,0.0000,-0.3860,-0.0760,1
6.8027,0,3.6475,0.0000,-0.3870,-0.0710,1
6.8361,0,3.6475,0.0000,-0.3880,-0.0670,1
6.8532,0,3.6475,0.0000,-0.3870,-0.0660,1
6.8727,0,3.6475,0.0000,-0.3860,-0.0660,1
6.9106,0,3.6475,0.0000,-0.3860,-0.0680,1
6.9414,0,3.6475,0.0000,-0.3890,-0.0670,1
6.9520,0,3.6475,0.0000,-0.3890,-0.0660,1
6.9787,0,3.6475,0.0000,-0.3870,-0.0700,1
7.0138,0,3.6475,0.0000,-0.3890,-0.0720,1
7.0217,0,3.6475,0.0000,-0.3900,-0.0760,1
7.0845,0,3.6475,0.0000,-0.3920,-0.0890,1
7.0912,0,3.6475,0.0000,-0.3930,-0.0910,1
7.1893,0,3.6475,0.0000,-0.3890,-0.1120,1
7.2034,0,3.6475,0.0000,-0.3900,-0.1120,1
7.2224,0,3.6475,0.0000,-0.3890,-0.1120,1
7.2279,0,3.6475,0.0000,-0.3880,-0.1120,1
7.2408,0,3.6475,0.0000,-0.3890,-0.1120,1
7.2611,0,3.6475,0.0000,-0.3890,-0.1120,1
7.2648,0,3.6475,0.0000,-0.3890,-0.1130,1
7.2735,0,3.6475,0.0000,-0.3900,-0.1130,1
7.2950,0,3.6475,0.0000,-0.3900,-0.1130,1
7.3006,0,3.6475,0.0000,-0.3900,-0.1130,1
7.3098,0,3.6475,0.0000,-0.3900,-0.1140,1
7.3335,0,3.6475,0.0000,-0.3890,-0.1180,1
7.3655,0,3.6475,0.0000,-0.3880,-0.1210,1
7.3708,0,3.6475,0.0000,-0.3870,-0.1230,1
7.3768,0,3.6475,0.0000,-0.3870,-0.1250,1
7.3996,0,3.6475,0.0000,-0.3870,-0.1260,1
7.4034,0,3.6475,0.0000,-0.3860,-0.1270,1
7.4125,0,3.6475,0.0000,-0.3850,-0.1290,1
7.4282,0,3.6475,0.0000,-0.3850,-0.1310,1
7.4404,0,3.6475,0.0000,-0.3840,-0.1330,1
7.4466,0,3.6475,0.0000,-0.3840,-0.1360,1
7.4741,0,3.6475,0.0000,-0.3840,-0.1380,1
7.5204,0,3.6475,0.0000,-0.3820,-0.1470,1
7.5282,0,3.6475,0.0000,-0.3830,-0.1500,1
7.5561,0,3.6475,0.0000,-0.3820,-0.1530,1
7.5747,0,3.6475,0.0000,-0.3810,-0.1550,1
7.6090,0,3.6475,0.0000,-0.3800,-0.1590,1
7.6211,0,3.6475,0.0000,-0.3800,-0.1620,1
7.6886,0,3.6475,0.0000,-0.3790,-0.1700,1
7.7022,0,3.6475,0.0000,-0.3780,-0.1720,1
7.7783,0,3.6475,0.0000,-0.2640,-0.3810,1
7.8252,0,3.6475,0.0000,-0.3590,-0.2010,1
7.8542,0,3.6475,0.0000,-0.3620,-0.2000,1
7.8735,0,3.6475,0.0000,-0.3640,-0.1980,1
7.8948,0,3.6475,0.0000,-0.3660,-0.1970,1
7.9262,0,3.6475,0.0000,-0.3670,-0.1930,1
7.9444,0,3.6475,0.0000,-0.3680,-0.1880,1
7.9643,0,3.6475,0.0000,-0.3700,-0.1830,1
7.9998,0,3.6475,0.0000,-0.3730,-0.1760,1
8.0254,0,3.6475,0.0000,-0.3750,-0.1750,1
8.0444,0,3.6475,0.0000,-0.3780,-0.1750,1
8.0731,0,3.6475,0.0000,-0.3790,-0.1770,1
8.0922,0,3.6421,-0.0405,-0.3790,-0.1800,1
8.1143,0,3.6367,-0.0757,-0.3800,-0.1820,1
8.1485,0,3.6367,-0.0757,-0.3820,-0.1820,1
8.1779,0,3.6367,-0.0757,-0.3780,-0.1820,1
8.1945,0,3.6367,-0.0757,-0.3770,-0.1840,1
8.2640,0,3.6367,-0.0757,-0.3770,-0.1870,1
8.3216,0,3.6367,-0.0757,-0.6050,-0.0570,1
8.3492,0,3.6421,-0.0071,-0.3710,-0.1960,1
8.3659,0,3.6475,0.0746,-0.3710,-0.1970,1
8.3901,0,3.6475,0.0746,-0.3710,-0.1980,1
8.4191,0,3.6475,0.0746,-0.3710,-0.1990,1
8.4355,0,3.6475,0.0746,-0.3710,-0.2020,1
8.4578,0,3.6475,0.0746,-0.3720,-0.2050,1
8.4961,0,3.6475,0.0746,-0.3730,-0.2110,1
8.5062,0,3.6475,0.0465,-0.3740,-0.2200,1
8.5434,0,3.6475,0.0000,-0.3770,-0.2270,1
8.5531,0,3.6475,0.0000,-0.3800,-0.2360,1
8.5861,0,3.6475,0.0000,-0.3810,-0.2440,1
8.5972,0,3.6475,0.0000,-0.3790,-0.2530,1
8.6268,0,3.6475,0.0000,-0.3750,-0.2580,1
8.6447,0,3.6475,0.0000,-0.3680,-0.2630,1
8.6724,0,3.6475,0.0000,-0.3660,-0.2660,1
8.6900,0,3.6475,0.0000,-0.3670,-0.2660,1
8.7148,0,3.6475,0.0000,-0.3680,-0.2670,1
8.7486,0,3.6421,-0.0229,-0.3680,-0.2680,1
8.7581,0,3.6367,-0.1050,-0.3690,-0.2680,1
8.7891,0,3.6313,-0.1300,-0.3700,-0.2670,1
8.8042,0,3.6258,-0.1813,-0.3680,-0.2680,1
8.8269,0,3.6204,-0.2154,-0.3670,-0.2680,1
8.8568,0,3.6150,-0.2414,-0.3670,-0.2670,1
8.8734,0,3.6096,-0.2879,-0.3670,-0.2640,1
8.9067,0,3.6096,-0.2650,-0.3670,-0.2610,1
8.9297,0,3.6096,-0.1828,-0.3680,-0.2560,1
8.9593,0,3.6096,-0.1579,-0.3670,-0.2530,1
8.9765,0,3.6096,-0.1065,-0.3670,-0.2510,1
0.1619,0,0.1366,0.0000,-0.3540,0.0430,2
0.1940,0,0.1366,0.0000,-0.3550,0.0500,2
0.2092,0,0.1366,0.0000,-0.3580,0.0570,2
0.2936,0,0.1366,0.0000,-0.3670,0.0760,2
0.3267,0,0.1366,0.0000,-0.3730,0.0790,2
0.3540,0,0.1366,0.0000,-0.3700,0.0760,2
0.3695,0,0.1366,0.0000,-0.3690,0.0750,2
0.4054,0,0.1366,0.0000,-0.3700,0.0780,2
0.4419,0,0.1366,0.0000,-0.3740,0.0810,2
0.4862,0,0.1366,0.0000,-0.3760,0.0830,2
0.5501,0,0.1366,0.0000,-0.5050,0.1890,2
0.6008,0,0.1366,0.0000,-0.3750,0.0900,2
0.6584,0,0.1366,0.0000,-0.3740,0.0860,2
0.6868,0,0.1366,0.0000,-0.3720,0.0840,2
0.7187,0,0.1366,0.0000,-0.3710,0.0790,2
0.7507,0,0.1366,0.0000,-0.3700,0.0740,2
0.7837,0,0.1366,0.0000,-0.3680,0.0640,2
0.7944,0,0.1366,0.0000,-0.3660,0.0580,2
0.8118,0,0.1366,0.0000,-0.3650,0.0540,2
0.8186,0,0.1366,0.0000,-0.3640,0.0510,2
0.8306,0,0.1366,0.0000,-0.3620,0.0470,2
0.8518,0,0.1366,0.0000,-0.3610,0.0400,2
0.8804,0,0.1366,0.0000,-0.3570,0.0290,2
0.9086,0,0.1366,0.0000,-0.3560,0.0190,2
0.9411,0,0.1366,0.0000,-0.3560,0.0090,2
0.9453,0,0.1366,0.0000,-0.3540,0.0010,2
0.9565,0,0.1366,0.0000,-0.3540,-0.0010,2
0.9759,0,0.1366,0.0000,-0.3540,-0.0030,2
0.9811,0,0.1366,0.0000,-0.3540,-0.0060,2
0.9910,0,0.1366,0.0000,-0.3540,-0.0070,2
1.0235,0,0.1366,0.0000,-0.3550,-0.0130,2
1.0504,0,0.1366,0.0000,-0.3560,-0.0170,2
1.0612,0,0.1366,0.0000,-0.3560,-0.0180,2
1.0777,0,0.1366,0.0000,-0.3580,-0.0210,2
1.0821,0,0.1366,0.0000,-0.3590,-0.0230,2
1.0937,0,0.1366,0.0000,-0.3600,-0.0250,2
1.1120,0,0.1366,0.0000,-0.3610,-0.0270,2
1.1476,0,0.1366,0.0000,-0.3620,-0.0320,2
1.1626,0,0.1366,0.0000,-0.3630,-0.0340,2
1.2096,0,0.1366,0.0000,-0.3640,-0.0360,2
1.2220,0,0.1366,0.0000,-0.3620,-0.0380,2
1.2526,0,0.1366,0.0000,-0.3620,-0.0400,2
1.2673,0,0.1366,0.0000,-0.3610,-0.0440,2
1.2937,0,0.1366,0.0000,-0.3590,-0.0500,2
1.3308,0,0.1366,0.0000,-0.3560,-0.0550,2
1.3501,0,0.1366,0.0000,-0.3520,-0.0590,2
1.3721,0,0.1366,0.0000,-0.3490,-0.0610,2
1.4055,0,0.1366,0.0000,-0.3480,-0.0640,2
1.4156,0,0.1366,0.0000,-0.3460,-0.0660,2
1.4435,0,0.1366,0.0000,-0.3470,-0.0610,2
1.4633,0,0.1366,0.0000,-0.3500,-0.0620,2
1.5189,0,0.1366,0.0000,-0.2220,-0.2610,2
1.6155,0,0.1366,0.0000,-0.2190,-0.2680,2
1.6831,0,0.1366,0.0000,-0.3430,-0.0500,2
1.7033,0,0.1366,0.0000,-0.3540,-0.0400,2
1.7177,0,0.1366,0.0000,-0.3670,-0.0290,2
1.7238,0,0.1366,0.0000,-0.3740,-0.0250,2
1.7348,0,0.1366,0.0000,-0.3810,-0.0220,2
1.7543,0,0.1366,0.0000,-0.3880,-0.0190,2
1.7599,0,0.1366,0.0000,-0.3950,-0.0180,2
1.7694,0,0.1301,-0.0975,-0.4000,-0.0190,2
1.7882,0,0.1171,-0.1963,-0.4050,-0.0190,2
1.8049,0,0.1041,-0.3072,-0.4170,-0.0080,2
1.8302,0,0.0911,-0.3805,-0.4270,0.0100,2
1.8620,0,0.0781,-0.4390,-0.4270,0.0180,2
1.8660,0,0.0651,-0.9027,-0.4180,0.0230,2
1.8735,0,0.0521,-1.1500,-0.4150,0.0250,2
1.8991,0,0.0456,-1.0887,-0.4120,0.0280,2
1.9035,0,0.0391,-1.2018,-0.4100,0.0320,2
1.9085,0,0.0326,-1.2799,-0.4080,0.0360,2
1.9204,0,0.0391,-1.1286,-0.4070,0.0400,2
1.9364,0,0.0715,-0.7825,-0.4070,0.0450,2
1.9434,0,0.1038,0.3456,-0.4060,0.0470,2
1.9699,0,0.1997,1.1091,-0.4070,0.0540,2
1.9930,0,0.2127,1.2256,-0.4040,0.0600,2
2.0125,0,0.2192,1.4854,-0.4050,0.0660,2
2.0389,0,0.3279,2.2626,-0.4010,0.0640,2
2.0567,0,0.5578,4.0288,-0.4000,0.0660,2
2.0800,0,0.9353,6.0555,-0.3980,0.0700,2
2.1112,0,1.3683,7.3740,-0.3960,0.0730,2
2.1445,0,1.8567,8.9504,-0.3930,0.0740,2
2.1640,0,2.5372,13.8700,-0.3840,0.0670,2
2.2017,0,3.3956,17.0729,-0.3750,0.0630,2
2.2087,0,4.2621,34.1551,-0.3690,0.0650,2
2.2370,0,5.0505,36.2964,-0.3630,0.0730,2
2.2541,0,5.7438,39.7473,-0.3560,0.0820,2
2.2866,0,6.4624,40.9284,-0.3430,0.0940,2
2.3366,0,7.0756,40.5882,-0.3340,0.0880,2
2.3559,0,7.5795,39.3228,-0.3330,0.0940,2
2.3792,0,7.9274,38.2050,-0.3290,0.0950,2
2.4117,0,8.1605,21.5572,-0.3170,0.0970,2
2.4247,0,8.3063,19.1788,-0.3060,0.1020,2
2.4599,0,8.3063,13.4136,-0.3050,0.1210,2
2.4831,0,8.1564,9.3272,-0.2990,0.1370,2
2.5134,0,7.8850,6.2922,-0.2870,0.1340,2
2.5275,0,7.6135,-0.1859,-0.2870,0.1270,2
2.5550,0,7.2016,-4.4616,-0.2960,0.1210,2
2.6250,0,6.5840,-6.7446,-0.2990,0.1200,2
2.6368,0,5.9333,-16.1723,-0.3070,0.1310,2
2.6538,0,5.3394,-21.1877,-0.3080,0.1310,2
2.6707,0,4.7871,-24.9245,-0.3000,0.1330,2
2.7467,0,4.2484,-24.6543,-0.3080,0.1030,2
2.7779,0,3.7098,-24.3779,-0.2890,0.0720,2
2.8066,0,3.1638,-24.9522,-0.2870,0.0560,2
2.8156,0,2.8279,-29.0362,-0.2910,0.0460,2
2.8305,0,2.5444,-23.9283,-0.2940,0.0420,2
2.8582,0,2.2718,-20.3207,-0.2950,0.0330,2
2.8848,0,1.9293,-17.5019,-0.2920,0.0280,2
2.9091,0,1.7183,-17.7293,-0.2870,0.0260,2
2.9304,0,1.5072,-16.6737,-0.2850,0.0270,2
2.9671,0,1.4351,-14.2377,-0.2790,0.0170,2
2.9771,1,1.3629,-9.9200,-0.2830,0.0120,2
3.0002,1,1.3027,-7.5797,-0.2840,0.0040,2
3.0223,1,1.2425,-6.5621,-0.2830,-0.0030,2
3.0506,1,1.2177,-4.8470,-0.2850,-0.0100,2
3.0677,1,1.1498,-4.1738,-0.2890,-0.0100,2
3.1241,1,1.0632,-2.9817,-0.2970,0.0080,2
