Max,14.5684
Target,7.2842
Set,Time,Reps,Angle,Velocity,X,Y
1,0.1528,0,0.0000,0.0000,0.1100,-0.2550
1,0.1809,0,0.0000,0.0000,0.1160,-0.2650
1,0.2003,0,0.0000,0.0000,0.1210,-0.2730
1,0.2294,0,0.0000,0.0000,0.1250,-0.2790
1,0.2442,0,0.0000,0.0000,0.1270,-0.2820
1,0.2904,0,0.0000,0.0000,0.1290,-0.2860
1,0.3166,0,0.0000,0.0000,0.1310,-0.2900
1,0.3465,0,0.0000,0.0000,0.1340,-0.2930
1,0.3605,0,0.0000,0.0000,0.1360,-0.2970
1,0.3914,0,0.0000,0.0000,0.1370,-0.2990
1,0.4049,0,0.0000,0.0000,0.1370,-0.3000
1,0.4854,0,0.0000,0.0000,0.1410,-0.3050
1,0.5504,0,0.0000,0.0000,-0.0110,-0.5550
1,0.5613,0,0.0000,0.0000,-0.0080,-0.5590
1,0.6374,0,0.0000,0.0000,0.1510,-0.3240
1,0.6779,0,0.0000,0.0000,0.1550,-0.3320
1,0.6923,0,0.0000,0.0000,0.1600,-0.3400
1,0.7188,0,0.0000,0.0000,0.1640,-0.3500
1,0.7618,0,0.0000,0.0000,0.1730,-0.3740
1,0.7875,0,0.0000,0.0000,0.1800,-0.3900
1,0.8068,0,0.0000,0.0000,0.1840,-0.3990
1,0.8306,0,0.0000,0.0000,0.1890,-0.4060
1,0.8423,0,0.0000,0.0000,0.1950,-0.4120
1,0.8533,0,0.0000,0.0000,0.1980,-0.4150
1,0.8726,0,0.0000,0.0000,0.2010,-0.4170
1,0.8883,0,0.0000,0.0000,0.2060,-0.4210
1,0.9654,0,0.0000,0.0000,0.2070,-0.4230
1,0.9864,0,0.0000,0.0000,0.2070,-0.4130
1,1.0139,0,0.0000,0.0000,0.2060,-0.4100
1,1.0819,0,0.0000,0.0000,0.2060,-0.4050
1,1.1027,0,0.0000,0.0000,0.1960,-0.3860
1,1.1793,0,0.0000,0.0000,0.0500,-0.6120
1,1.2405,0,0.0000,0.0000,0.1900,-0.3500
1,1.2637,0,0.0000,0.0000,0.1860,-0.3410
1,1.2889,0,0.0000,0.0000,0.1840,-0.3340
1,1.3089,0,0.0000,0.0000,0.1800,-0.3240
1,1.3223,0,0.0000,0.0000,0.1760,-0.3140
1,1.3321,0,0.0000,0.0000,0.1740,-0.3080
1,1.3435,0,0.0000,0.0000,0.1720,-0.3030
1,1.3556,0,0.0000,0.0000,0.1690,-0.2960
1,1.3662,0,0.0000,0.0000,0.1680,-0.2920
1,1.3893,0,0.0000,0.0000,0.1590,-0.2720
1,1.4122,0,0.0000,0.0000,0.1500,-0.2510
1,1.4350,0,0.0000,0.0000,0.1410,-0.2300
1,1.4586,0,0.0000,0.0000,0.1290,-0.2070
1,1.4696,0,0.0000,0.0000,0.1140,-0.1770
1,1.4809,0,0.0000,0.0000,0.1060,-0.1600
1,1.5035,0,0.0000,0.0000,0.0970,-0.1410
1,1.5044,0,0.0000,0.0000,0.0880,-0.1220
1,1.5154,0,0.0000,0.0000,0.0780,-0.1010
1,1.5629,0,0.0000,0.0000,0.0460,-0.0410
1,1.5960,0,0.0000,0.0000,0.0170,0.0320
1,1.6185,0,0.0000,0.0000,-0.0110,0.0910
1,1.6426,0,0.0000,0.0000,-0.0250,0.1310
1,1.6669,0,0.0000,0.0000,-0.0370,0.1660
1,1.6875,0,0.0000,0.0000,-0.0360,0.1880
1,1.7219,0,0.0000,0.0000,-0.0580,0.2370
1,1.7564,0,0.0000,0.0000,-0.0660,0.2680
1,1.7795,0,0.0000,0.0000,-0.0740,0.2880
1,1.8050,0,0.0000,0.0000,-0.0780,0.2950
1,1.8251,0,0.0000,0.0000,-0.0820,0.2960
1,1.8597,0,0.0000,0.0000,-0.0840,0.2890
1,1.8941,0,0.0000,0.0000,-0.0830,0.2780
1,1.9185,0,0.0000,0.0000,-0.0790,0.2730
1,1.9457,0,0.0000,0.0000,-0.0790,0.2720
1,1.9632,0,0.0000,0.0000,-0.0800,0.2730
1,1.9868,0,0.0000,0.0000,-0.0820,0.2770
1,2.0094,0,0.0000,0.0000,-0.0860,0.2800
1,2.0335,0,0.0000,0.0000,-0.0910,0.2820
1,2.0553,0,0.0000,0.0000,-0.0980,0.2840
1,2.0793,0,0.0000,0.0000,-0.1070,0.2870
1,2.0803,0,0.0000,0.0000,-0.1130,0.2890
1,2.0896,0,0.0000,0.0000,-0.1190,0.2900
1,2.1011,0,0.0000,0.0000,-0.1260,0.2910
1,2.1180,0,0.0000,0.0000,-0.1330,0.2910
1,2.1309,0,0.0000,0.0000,-0.1420,0.2920
1,2.1618,0,0.0000,0.0000,-0.1800,0.2900
1,2.1815,0,0.0000,0.0000,-0.2200,0.2780
1,2.2044,0,0.0000,0.0000,-0.2700,0.2590
1,2.2197,0,0.0000,0.0000,-0.3140,0.2510
1,2.2271,0,0.0000,0.0000,-0.3360,0.2430
1,2.2504,0,0.0000,0.0000,-0.3560,0.2360
1,2.2525,0,0.0000,0.0000,-0.3750,0.2290
1,2.2621,0,0.0000,0.0000,-0.3920,0.2210
1,2.2734,0,0.0000,0.0000,-0.4070,0.2120
1,2.2909,0,0.0000,0.0000,-0.4210,0.2020
1,2.3073,0,0.0000,0.0000,-0.4430,0.1810
1,2.3319,0,0.0000,0.0000,-0.4600,0.1620
1,2.3533,0,0.0000,0.0000,-0.4710,0.1490
1,2.3720,0,0.0000,0.0000,-0.4750,0.1390
1,2.3826,0,0.0000,0.0000,-0.4750,0.1340
1,2.3878,0,0.0000,0.0000,-0.4750,0.1310
1,2.4247,0,0.0000,0.0000,-0.4680,0.1280
1,2.4552,0,0.0000,0.0000,-0.4530,0.1190
1,2.4796,0,0.0000,0.0000,-0.4260,0.1060
1,2.5136,0,0.0000,0.0000,-0.4050,0.0890
1,2.5378,0,0.0000,0.0000,-0.3860,0.0760
1,2.5631,0,0.0000,0.0000,-0.3650,0.0660
1,2.5829,0,0.0000,0.0000,-0.3330,0.0570
1,2.6058,0,0.0000,0.0000,-0.3010,0.0550
1,2.6422,0,0.0000,0.0000,-0.2710,0.0490
1,2.6709,0,0.0000,0.0000,-0.2560,0.0350
1,2.6856,0,0.0000,0.0000,-0.2410,0.0270
1,2.7128,0,0.0000,0.0000,-0.2150,0.0230
1,2.7394,0,0.0000,0.0000,-0.1780,0.0140
1,2.7546,0,0.0000,0.0000,-0.1460,0.0050
1,2.7889,0,0.0000,0.0000,-0.1190,0.0000
1,2.8176,0,0.0000,0.0000,-0.1060,0.0020
1,2.8348,0,0.0000,0.0000,-0.0940,0.0080
1,2.8579,0,0.0000,0.0000,-0.0850,0.0180
1,2.8823,0,0.0000,0.0000,-0.0770,0.0290
1,2.9040,0,0.0000,0.0000,-0.0670,0.0380
1,2.9382,0,0.0000,0.0000,-0.0510,0.0460
1,2.9612,0,0.0000,0.0000,-0.0310,0.0480
1,2.9853,0,0.0000,0.0000,-0.0120,0.0460
1,3.0534,0,0.0000,0.0000,0.0660,0.0410
1,3.0759,0,0.0000,0.0000,0.0940,0.0410
1,3.0990,0,0.0000,0.0000,0.1170,0.0400
1,3.1102,0,0.0000,0.0000,0.1340,0.0340
1,3.1245,0,0.0000,0.0000,0.1420,0.0320
1,3.1339,0,0.0000,0.0000,0.1490,0.0330
1,3.1447,0,0.0000,0.0000,0.1570,0.0370
1,3.1595,0,0.0000,0.0000,0.1660,0.0410
1,3.1710,0,0.0000,0.0000,0.1750,0.0450
1,3.1796,0,0.0000,0.0000,0.1850,0.0480
1,3.2035,0,0.0000,0.0000,0.2050,0.0520
1,3.2255,0,0.0000,0.0000,0.2200,0.0500
1,3.2599,0,0.0000,0.0000,0.2290,0.0410
1,3.2847,0,0.0000,0.0000,0.2230,0.0330
1,3.3059,0,0.0000,0.0000,0.2090,0.0250
1,3.3289,0,0.0000,0.0000,0.1970,0.0210
