Time,Reps,Angle,Velocity,X,Y
2.0911,0,0.4468,0.0000,0.0000,0.0000
2.1127,0,0.4468,0.0000,0.0000,0.0000
2.1414,0,0.4468,0.0000,0.0000,0.0000
2.1612,0,0.4468,0.0000,0.0000,0.0000
2.1848,0,0.4468,0.0000,0.0000,0.0000
2.2165,0,0.4468,0.0000,0.0000,0.0000
2.2293,0,0.4468,0.0000,0.0000,0.0000
2.2535,0,0.4468,0.0000,0.0000,0.0000
2.2846,0,0.4468,0.0000,0.0000,0.0000
2.2970,0,0.4468,0.0000,0.0000,0.0000
2.3240,0,0.4468,0.0000,0.0000,0.0000
2.3572,0,0.4468,0.0000,0.0000,0.0000
2.3661,0,0.4468,0.0000,0.0000,0.0000
2.3931,0,0.4468,0.0000,0.0000,0.0000
2.4130,0,0.4468,0.0000,0.0000,0.0000
2.4340,0,0.4468,0.0000,0.0000,0.0000
2.4706,0,0.4468,0.0000,0.0000,0.0000
2.4727,0,0.4468,0.0000,0.0000,0.0000
2.4997,0,0.4468,0.0000,0.0000,0.0000
2.5412,0,0.4468,0.0000,0.0000,0.0000
2.5618,0,0.4468,0.0000,0.0000,0.0000
2.5947,0,0.4468,0.0000,0.0000,0.0000
2.6312,0,0.4468,0.0000,0.0000,0.0000
2.6421,0,0.4468,0.0000,0.0000,0.0000
2.6751,0,0.4468,0.0000,0.0000,0.0000
2.6987,0,0.4468,0.0000,0.0000,0.0000
2.7439,0,0.4468,0.0000,0.0000,0.0000
2.7562,0,0.4468,0.0000,0.0000,0.0000
2.7715,0,0.4468,0.0000,0.0000,0.0000
2.7804,0,0.4468,0.0000,0.0000,0.0000
2.7919,0,0.4468,0.0000,0.0000,0.0000
2.8194,0,0.4468,0.0000,0.0000,0.0000
2.8447,0,0.4468,0.0000,0.0000,0.0000
2.8621,0,0.4468,0.0000,0.0000,0.0000
2.8852,0,0.4468,0.0000,0.0000,0.0000
2.8939,0,0.4468,0.0000,0.0000,0.0000
2.9069,0,0.4468,0.0000,0.0000,0.0000
2.9235,0,0.4468,0.0000,0.0000,0.0000
2.9291,0,0.4468,0.0000,0.0000,0.0000
2.9412,0,0.4468,0.0000,0.0000,0.0000
2.9648,0,0.4468,0.0000,0.0000,0.0000
2.9738,0,0.4468,0.0000,0.0000,0.0000
3.0007,0,0.4468,0.0000,0.0000,0.0000
3.0269,0,0.4468,0.0000,0.0000,0.0000
3.0362,0,0.4468,0.0000,0.0000,0.0000
3.0437,0,0.4468,0.0000,0.0000,0.0000
3.0558,0,0.4468,0.0000,0.0000,0.0000
3.0818,0,0.4468,0.0000,0.0000,0.0000
3.0864,0,0.4468,0.0000,0.0000,0.0000
3.0912,0,0.4468,0.0000,0.0000,0.0000
3.1006,0,0.4468,0.0000,0.0000,0.0000
3.1354,0,0.4468,0.0000,0.0000,0.0000
3.1690,0,0.4468,0.0000,0.0000,0.0000
3.1979,0,0.4468,0.0000,0.0000,0.0000
3.2146,0,0.4468,0.0000,0.0000,0.0000
3.2446,0,0.4468,0.0000,0.0000,0.0000
3.2619,0,0.4468,0.0000,0.0000,0.0000
3.3103,0,0.4468,0.0000,0.0000,0.0000
3.3646,0,0.4468,0.0000,0.0000,0.0000
3.4251,0,0.4468,0.0000,0.0000,0.0000
3.4567,0,0.4468,0.0000,0.0000,0.0000
3.4668,0,0.4468,0.0000,0.0000,0.0000
3.5033,0,0.4468,0.0000,0.0000,0.0000
3.5141,0,0.4468,0.0000,0.0000,0.0000
3.5361,0,0.4468,0.0000,0.0000,0.0000
3.5945,0,0.4468,0.0000,0.0000,0.0000
3.6127,0,0.4468,0.0000,0.0000,0.0000
3.6167,0,0.4468,0.0000,0.0000,0.0000
3.6276,0,0.4468,0.0000,0.0000,0.0000
3.6470,0,0.4468,0.0000,0.0000,0.0000
3.7318,0,0.4468,0.0000,0.0000,0.0000
3.7584,0,0.4468,0.0000,0.0000,0.0000
3.7773,0,0.4468,0.0000,0.0000,0.0000
3.8026,0,0.4468,0.0000,0.0000,0.0000
3.8384,0,0.4468,0.0000,0.0000,0.0000
3.8466,0,0.4468,0.0000,0.0000,0.0000
