Time,Reps,Angle,Velocity,X,Y
2.1090,0,0.1410,0.0000,-0.0570,-0.1300
2.1252,0,0.1410,0.0000,-0.1140,0.1130
2.1543,0,0.1410,0.0000,-0.2160,0.4600
2.1833,0,0.1410,0.0000,-0.4440,1.2770
2.1954,0,0.1410,0.0000,-0.9150,15.2390
2.2279,0,0.1410,0.0000,0.0000,0.0000
2.2604,0,0.1410,0.0000,0.0000,0.0000
2.2745,0,0.1410,0.0000,0.0000,0.0000
2.3976,0,0.1410,0.0000,14.4340,16.3780
2.4027,0,0.1410,0.0000,0.2400,2.1080
2.4184,0,0.1410,0.0000,-0.1160,2.5050
2.4495,0,0.1410,0.0000,-0.1190,2.0040
2.4593,0,0.1410,0.0000,-0.1100,1.4160
2.4941,0,0.1410,0.0000,-0.1480,1.1630
2.5049,0,0.1410,0.0000,-0.1450,0.9910
2.5324,0,0.1410,0.0000,-0.0970,0.9070
2.5629,0,0.1410,0.0000,-0.1770,0.9230
2.5716,0,0.1410,0.0000,-0.2440,0.9400
2.6072,0,0.1488,0.0438,-0.5720,0.9950
2.6346,0,0.1566,0.1007,-0.3910,0.9410
2.6604,0,0.1721,0.2210,-0.3760,0.8490
2.6749,0,0.1954,0.5423,-0.3180,0.7520
2.7339,0,0.2264,0.6475,0.9610,-0.2860
2.8118,0,0.2575,0.6835,-0.1390,0.3360
2.8241,0,0.2807,1.0038,-0.1210,0.3010
2.8494,0,0.3040,1.0671,-0.1250,0.2920
2.8821,0,0.3194,0.8404,-0.1190,0.2760
2.8940,0,0.3272,0.8651,-0.1170,0.2660
2.9225,0,0.3272,0.7854,-0.1160,0.2420
2.9411,0,0.3272,0.4083,-0.1130,0.2120
2.9732,0,0.3272,0.2245,0.6170,-0.5020
3.0017,0,0.3272,0.1299,-0.1160,0.1440
3.0274,0,0.3194,-0.0602,-0.1220,0.1470
3.0419,0,0.2962,-0.3791,-0.1150,0.1520
3.0706,0,0.2807,-0.4870,-0.1330,0.2000
3.0888,0,0.2575,-0.7435,-0.1670,0.2720
3.1457,0,0.2342,-0.8251,0.0620,0.3010
3.1589,0,0.2110,-1.1163,0.0600,0.3720
3.1731,0,0.1877,-1.1269,2.0080,-0.6010
3.2503,0,0.1721,-1.0594,-0.2580,0.6380
3.2665,0,0.1409,-1.1888,-0.2720,0.6430
3.2886,0,0.1253,-1.2486,-0.2470,0.6480
3.3624,0,0.0940,-0.9820,0.0000,0.0000
3.3755,0,0.0627,-1.1321,0.0000,0.0000
3.3785,0,0.0392,-2.6546,0.0000,0.0000
3.4188,0,0.0235,-2.3463,0.0000,0.0000
3.4331,0,0.0157,-2.3149,0.0000,0.0000
3.4989,0,0.0000,-2.2779,-0.5650,0.7350
3.5028,0,0.0000,-1.7983,-0.6600,0.2090
3.5132,0,0.0000,-0.2355,-0.5820,-0.0090
3.5362,0,0.0000,-0.1577,-0.5490,-0.2120
3.5406,0,0.0000,-0.0477,-0.5410,-0.3760
3.5733,0,0.0000,0.0000,-0.5960,-0.6260
3.5816,0,0.0000,0.0000,-0.5420,-0.8320
3.6112,0,0.0000,0.0000,-0.4960,-0.9330
3.6270,0,0.0000,0.0000,-0.5800,-1.0150
3.6449,0,0.0000,0.0000,-0.5920,-1.0420
3.6511,0,0.0000,0.0000,-0.5950,-1.0390
3.6621,0,0.0000,0.0000,-0.5790,-1.0250
3.6761,0,0.0000,0.0000,-0.5610,-1.0070
3.6844,0,0.0000,0.0000,-0.5170,-1.0000
3.6979,0,0.0000,0.0000,-0.4490,-0.9830
3.7242,0,0.0000,0.0000,-0.3360,-1.0120
3.7535,0,0.0000,0.0000,-0.2790,-1.0880
3.7952,0,0.0000,0.0000,-0.1900,-1.2090
3.8116,0,0.0000,0.0000,-0.1580,-1.4990
3.8380,0,0.0000,0.0000,-0.1080,-1.6930
3.8712,0,0.0000,0.0000,-0.0040,-1.9140
3.8945,0,0.0000,0.0000,0.3070,-1.9710
3.9476,0,0.0000,0.0000,0.3970,-1.9700
3.9616,0,0.0000,0.0000,0.3200,-2.3050
3.9859,0,0.0000,0.0000,0.2530,-2.4950
4.0214,0,0.0000,0.0000,0.2170,-2.7860
4.0441,0,0.0000,0.0000,0.2900,-2.8750
4.0637,0,0.0000,0.0000,0.3100,-2.8530
4.0965,0,0.0000,0.0000,0.2610,-2.9870
4.1108,0,0.0000,0.0000,0.1680,-3.3180
4.1386,0,0.0000,0.0000,0.0950,-3.7420
4.1710,0,0.0000,0.0000,-0.4300,-5.6700
4.1778,0,0.0000,0.0000,0.0000,0.0000
