Time,Angle,X,Y
2.8069,0.0000,0.0000,0.0000
2.8411,0.0000,0.9580,4.9170
2.8445,0.0000,0.0000,0.0000
2.8468,0.0000,0.0000,0.0000
2.8496,0.0000,2.6000,-0.8870
2.9350,0.0000,0.1430,6.9520
2.9375,0.0000,0.0000,0.0000
2.9975,0.0000,-0.2370,-0.0960
3.0010,0.0000,0.0000,0.0000
3.0093,0.0000,0.0000,0.0000
3.0845,0.0000,0.0000,0.0000
3.1154,0.0000,0.0000,0.0000
3.1176,0.0000,0.0000,0.0000
3.1354,0.0000,0.0000,0.0000
3.1810,0.0000,-0.7720,1.2830
3.2632,0.0000,0.2360,0.4190
3.2664,0.0000,7.7600,0.8400
3.2686,0.0000,3.0000,5.8730
3.2724,0.0000,0.0000,0.0000
3.2756,0.0000,1.3630,0.3240
3.2776,0.0000,0.3890,2.1580
3.2794,0.0000,0.0000,0.0000
3.3248,0.0000,-0.6600,3.1510
3.3269,0.0000,-0.7920,-1.5710
3.3293,0.0000,0.7460,-0.1790
3.3627,0.0000,2.7020,1.3640
3.3659,0.0000,0.0000,0.0000
3.3681,0.0000,-2.3880,1.6350
3.3702,0.0000,0.0000,0.0000
3.3774,0.0000,-0.1590,3.2950
3.4817,0.0000,0.0000,0.0000
3.5508,0.0000,0.0000,0.0000
3.5554,0.0000,2.8780,3.5500
3.5577,0.0000,-1.7240,2.4490
3.5600,0.0000,0.0000,0.0000
3.5640,0.0000,0.4690,2.6120
3.5665,0.0000,0.0000,0.0000
3.6199,0.0000,0.0000,0.0000
3.7063,0.0000,0.1240,-0.9830
3.7093,0.0000,0.0000,0.0000
3.7134,0.0000,2.3330,3.4910
3.7169,0.0000,0.0000,0.0000
3.7890,0.0000,0.6810,0.7360
3.8569,0.0000,0.0000,0.0000
3.8598,0.0000,-4.1640,4.0750
3.8640,0.0000,-0.1440,1.8020
3.8669,0.0000,0.0000,0.0000
3.8688,0.0000,0.0000,0.0000
3.8708,0.0000,0.0000,0.0000
3.9283,0.0000,1.3510,2.4500
3.9306,0.0000,-0.0750,0.5660
3.9971,0.0000,1.3070,1.2910
3.9991,0.0000,0.0000,0.0000
4.0013,0.0000,2.5090,1.3950
4.0086,0.0000,0.6250,1.1330
4.0779,0.0000,14.0770,1.7690
4.0799,0.0000,0.1350,0.9030
4.1408,0.0000,0.0000,0.0000
4.1465,0.0000,0.8580,0.2390
4.1486,0.0000,3.0370,2.9440
4.1505,0.0000,0.0000,0.0000
4.2180,0.0000,0.0000,0.0000
4.2856,0.0000,0.0000,0.0000
4.3544,0.0000,10.1670,1.9440
4.4158,0.0000,0.2350,2.8020
4.4201,0.0000,0.0000,0.0000
4.4235,0.0000,0.0000,0.0000
4.4276,0.0000,0.0000,0.0000
4.4911,0.0000,0.0000,0.0000
4.4949,0.0000,0.0000,0.0000
4.5677,0.0000,0.0000,0.0000
4.5709,0.0000,0.0000,0.0000
4.5749,0.0000,-0.5760,0.5760
4.5788,0.0000,0.2190,0.4260
4.6484,0.0000,0.0000,0.0000
4.7251,0.0000,0.9470,1.9430
4.7312,0.0000,-0.9080,3.9890
4.7333,0.0000,0.8770,4.1850
4.7351,0.0000,0.0000,0.0000
4.7385,0.0000,2.4150,0.7560
4.7403,0.0000,8.3660,1.8780
4.7420,0.0000,0.8040,0.0380
4.7994,0.0000,0.9720,1.1380
4.8015,0.0000,1.6410,4.4360
4.8680,0.0000,0.0000,0.0000
4.8702,0.0000,3.4760,-0.0710
4.8721,0.0000,-1.0830,1.4910
4.9403,0.0000,1.0210,2.0930
4.9423,0.0000,0.0000,0.0000
5.0094,0.0000,1.8330,-2.1670
5.0115,0.0000,-0.0030,1.1210
5.0140,0.0000,0.0000,0.0000
5.0529,0.0000,0.1620,0.7470
5.0903,0.0000,0.0000,0.0000
5.0926,0.0000,0.0000,0.0000
5.1591,0.0000,0.0000,0.0000
5.1612,0.0000,-1.0510,2.0000
5.2044,0.0000,1.7170,0.3540
5.2500,0.0000,1.3350,0.5790
5.2521,0.0000,2.6540,0.3980
5.2546,0.0000,2.5250,0.2540
5.3175,0.0000,0.4840,0.0810
5.3205,0.0000,1.7740,-1.8390
5.3224,0.0000,0.0000,0.0000
5.3233,0.0000,3.3480,2.6520
5.3276,0.0000,0.8360,0.7930
5.3308,0.0000,0.7600,0.2740
5.3326,0.0000,-0.0290,0.9800
5.4015,0.0000,-0.4300,0.2400
5.4633,0.0000,0.0000,0.0000
5.4680,0.0000,0.0000,0.0000
5.4709,0.0000,2.3810,2.6830
5.4728,0.0000,0.0000,0.0000
5.4750,0.0000,-0.2940,0.0860
5.4809,0.0000,0.0000,0.0000
5.5509,0.0000,0.6410,1.7070
5.6145,0.0000,0.7890,-0.3920
5.6189,0.0000,2.0790,-0.4760
5.6214,0.0000,-3.5330,5.2330
5.6233,0.0000,4.6280,2.5580
5.6256,0.0000,0.4640,0.1020
