Time,Reps,Angle,Velocity,X,Y
3.9479,0,0.0000,0.0000,1.2620,-1.0600
3.9594,0,0.0000,0.0000,-0.4090,-1.3880
3.9760,0,0.0000,0.0000,-0.8460,-0.5980
3.9813,0,0.0000,0.0000,-1.2690,0.4780
4.0003,0,0.0000,0.0000,0.0000,0.0000
4.0099,0,0.0000,0.0000,-0.6720,-1.5080
4.0169,0,0.0000,0.0000,-0.8920,-0.5210
4.0500,0,0.0000,0.0000,0.2690,-2.7200
4.0779,0,0.0000,0.0000,-0.2470,-0.9370
4.1095,0,0.0000,0.0000,-5.3330,-6.6000
4.1215,0,0.0000,0.0000,-0.1030,0.2360
4.1532,0,0.0000,0.0000,6.1500,-0.6000
4.1686,0,0.0000,0.0000,0.0000,0.0000
4.2123,0,0.0000,0.0000,-0.5600,-0.0020
4.2167,0,0.0000,0.0000,-0.3040,-1.2430
4.2366,0,0.0000,0.0000,0.5500,-2.3000
4.2665,0,0.0000,0.0000,-1.2290,-13.4000
4.2813,0,0.0000,0.0000,-0.4210,-0.1380
4.3171,0,0.0000,0.0000,0.1720,-0.9080
4.3275,0,0.0000,0.0000,0.0140,-2.2850
4.3501,0,0.0000,0.0000,0.2540,-0.9540
4.3806,0,0.0000,0.0000,-0.2210,-0.1090
4.3963,0,0.0000,0.0000,-0.6140,0.0610
4.4199,0,0.0000,0.0000,0.3880,-2.2840
4.4507,0,0.0000,0.0000,-0.6920,-0.4620
4.5145,0,0.0000,0.0000,0.0000,0.0000
4.5889,0,0.0000,0.0000,0.0790,-0.4140
4.6015,0,0.0000,0.0000,0.0060,0.0540
4.6378,0,0.0000,0.0000,-0.0050,-0.7670
4.6594,0,0.0000,0.0000,1.0120,-1.2980
4.6960,0,0.0000,0.0000,0.0510,-0.7560
4.7194,0,0.0000,0.0000,-0.4210,-0.1120
4.7512,0,0.0000,0.0000,-0.1750,-0.8430
4.7742,0,0.0000,0.0000,0.2330,-0.4710
4.8423,0,0.0000,0.0000,0.0000,0.0000
4.9418,0,0.0000,0.0000,0.1470,-0.6460
4.9591,0,0.0000,0.0000,-0.6890,-1.4890
4.9920,0,0.0000,0.0000,0.8810,-1.8100
5.0313,0,0.0000,0.0000,-0.2060,-1.2800
5.0639,0,0.0000,0.0000,0.1550,-1.0440
5.1058,0,0.0000,0.0000,0.0670,-0.4380
5.1130,0,0.0000,0.0000,-0.5140,-1.2930
5.1491,0,0.0000,0.0000,0.5670,-1.5380
5.1976,0,0.0000,0.0000,0.0000,0.0000
5.2478,0,0.0000,0.0000,0.0140,-0.8900
5.2839,0,0.0000,0.0000,0.1760,-1.5430
5.2924,0,0.0000,0.0000,-0.1190,-1.4030
5.3291,0,0.0000,0.0000,-1.0820,-1.6570
5.3377,0,0.0000,0.0000,-13.5000,7.7500
5.3645,0,0.0000,0.0000,-0.0290,-0.2860
5.3720,0,0.0000,0.0000,0.0770,-0.3150
5.3831,0,0.0000,0.0000,0.0630,-0.3230
5.3971,0,0.0000,0.0000,0.0380,-0.5300
5.4377,0,0.0000,0.0000,-0.4630,-0.0230
5.4523,0,0.0000,0.0000,-0.6810,-1.0200
5.4784,0,0.0000,0.0000,-0.0590,-0.3410
5.5102,0,0.0000,0.0000,0.3730,-0.7460
5.5229,0,0.0000,0.0000,0.7350,-2.0590
5.5465,0,0.0000,0.0000,1.5670,-1.1300
5.5508,0,0.0000,0.0000,1.2420,-0.4670
5.5544,0,0.0000,0.0000,-0.6260,0.2090
5.6022,0,0.0000,0.0000,2.5430,-1.6670
5.6531,0,0.0000,0.0000,1.3060,-0.5330
5.6712,0,0.0000,0.0000,-0.5200,0.0400
5.7035,0,0.0000,0.0000,0.1340,-0.5870
5.7153,0,0.0000,0.0000,0.0640,-1.4180
5.7519,0,0.0000,0.0000,0.2050,-0.9280
5.7845,0,0.0000,0.0000,-0.4560,-1.1650
5.8189,0,0.0000,0.0000,-0.1010,-1.4050
5.8465,0,0.0000,0.0000,0.0320,-0.9300
5.8647,0,0.0000,0.0000,-1.1050,-0.3090
5.9162,0,0.0000,0.0000,-0.7380,-1.5610
5.9485,0,0.0000,0.0000,-1.2570,-1.3830
6.0155,0,0.0000,0.0000,1.0000,-2.1870
6.0407,0,0.0000,0.0000,-1.5170,-1.5000
6.0817,0,0.0000,0.0000,-0.1400,-0.3440
6.0878,0,0.0000,0.0000,-0.5100,-1.0840
6.1356,0,0.0000,0.0000,0.1530,-0.3950
6.1388,0,0.0000,0.0000,0.5890,-0.1860
6.1423,0,0.0000,0.0000,-0.0700,0.0140
6.1448,0,0.0000,0.0000,-0.4320,-0.1230
6.1534,0,0.0000,0.0000,-1.9410,1.1760
6.1760,0,0.0000,0.0000,-2.6670,-2.2460
6.2089,0,0.0000,0.0000,-0.8090,-0.2200
6.2210,0,0.0000,0.0000,0.0680,-0.3890
6.2500,0,0.0000,0.0000,-0.2790,-0.9040
6.2850,0,0.0000,0.0000,0.0000,0.0000
6.2870,0,0.0000,0.0000,0.5970,-0.5110
6.2916,0,0.0000,0.0000,0.8350,-0.3780
6.3042,0,0.0000,0.0000,0.3190,-0.9080
6.3157,0,0.0000,0.0000,0.3260,-0.6840
6.3359,0,0.0000,0.0000,-0.3550,-0.2320
6.3627,0,0.0000,0.0000,0.0210,-1.4180
6.3944,0,0.0000,0.0000,1.1270,-2.3760
6.4055,0,0.0000,0.0000,-1.5200,0.0520
6.4415,0,0.0000,0.0000,0.3700,-0.9440
6.4738,0,0.0000,0.0000,0.0200,-0.6240
6.4857,0,0.0000,0.0000,0.0000,0.0000
6.5232,0,0.0000,0.0000,3.6840,-5.2780
6.5551,0,0.0000,0.0000,0.0000,0.0000
6.5865,0,0.0000,0.0000,0.0000,0.0000
6.6009,0,0.0000,0.0000,0.0000,0.0000
6.6272,0,0.0000,0.0000,-2.4990,-0.2180
6.6626,0,0.0000,0.0000,0.0000,0.0000
6.6999,0,0.0000,0.0000,-2.6760,0.4510
6.7162,0,0.0000,0.0000,-4.7360,0.4090
6.7415,0,0.0000,0.0000,0.0000,0.0000
6.7859,0,0.0000,0.0000,-8.0160,0.3770
6.8184,0,0.0000,0.0000,0.0000,0.0000
6.8667,0,0.0000,0.0000,0.0000,0.0000
6.9034,0,0.0000,0.0000,0.0000,0.0000
6.9074,0,0.0000,0.0000,0.0000,0.0000
6.9131,0,0.0000,0.0000,0.0000,0.0000
6.9242,0,0.0000,0.0000,0.0000,0.0000
6.9472,0,0.0000,0.0000,-12.0160,2.1110
7.0374,0,0.0000,0.0000,0.0000,0.0000
7.0595,0,0.0000,0.0000,-6.6490,0.9020
7.0665,0,0.0000,0.0000,0.0000,0.0000
7.0705,0,0.0000,0.0000,0.0000,0.0000
7.0841,0,0.0000,0.0000,0.0000,0.0000
7.1177,0,0.0000,0.0000,-5.4390,0.3240
7.1438,0,0.0000,0.0000,0.0000,0.0000
7.1741,0,0.0000,0.0000,0.0000,0.0000
7.1799,0,0.0000,0.0000,-3.0820,-0.4530
7.1873,0,0.0000,0.0000,-2.6130,0.0240
7.1979,0,0.0000,0.0000,-5.4290,0.5710
7.2119,0,0.0000,0.0000,-10.0500,-0.7670
7.2207,0,0.0000,0.0000,-4.7440,-0.0180
7.2318,0,0.0000,0.0000,-4.1090,0.2550
7.2524,0,0.0000,0.0000,0.0000,0.0000
7.2949,0,0.0000,0.0000,-1.6810,-0.4600
7.3347,0,0.0000,0.0000,-4.1570,-0.4720
7.3638,0,0.0000,0.0000,-3.0000,0.2910
7.3810,0,0.0000,0.0000,-3.6780,0.0850
7.4060,0,0.0075,0.0598,-2.1640,0.0330
7.4776,0,0.0150,0.0808,0.0000,0.0000
7.5544,0,0.0225,0.1003,-0.9530,-0.1060
7.5889,0,0.0374,0.1871,-1.2080,-0.0430
7.6232,0,0.0449,0.2308,0.0000,0.0000
7.6680,0,0.0524,0.2044,-1.3390,0.0710
7.6737,0,0.0524,0.1835,-1.3370,0.1950
7.7228,0,0.0524,0.1640,-2.1740,0.1680
7.7715,0,0.0524,0.0771,-1.0090,-0.9780
7.7780,0,0.0450,-0.1941,-1.0000,-0.9930
7.8154,0,0.0450,-0.2276,-1.0150,-1.0040
7.8879,0,0.0450,-0.2276,-2.7210,0.1460
7.9091,0,0.0450,-0.2276,-1.9320,-0.1230
7.9305,0,0.0450,-0.2276,-1.5720,-0.7660
7.9619,0,0.0450,0.0000,-1.7760,-0.2240
7.9672,0,0.0450,0.0000,-1.1160,-0.4540
7.9756,0,0.0450,0.0000,-1.4540,-0.5430
7.9995,0,0.0450,0.0000,-1.0770,-0.0770
8.0027,0,0.0450,0.0000,-1.2120,0.1190
8.0105,0,0.0450,0.0000,-1.2610,-0.5100
8.0332,0,0.0450,0.0000,-1.2760,-0.7550
8.0580,0,0.0450,0.0000,-1.3480,-0.6550
8.0909,0,0.0450,0.0000,-0.6430,-0.3050
8.1822,0,0.0450,0.0000,-0.1330,-0.3870
8.1935,0,0.0450,0.0000,-0.1460,-0.4450
8.2512,0,0.0450,0.0000,-0.2010,-0.4400
8.2625,0,0.0450,0.0000,-0.1730,-0.3270
8.2924,0,0.0450,0.0000,-0.1950,-0.2980
8.3106,0,0.0450,0.0000,-0.2110,-0.2650
8.3327,0,0.0450,0.0000,-0.2230,-0.2460
8.3654,0,0.0375,-0.0457,-0.2380,-0.2300
8.3772,0,0.0300,-0.1730,-0.2550,-0.1880
8.4054,0,0.0225,-0.2262,-0.2650,-0.1840
8.4445,0,0.0150,-0.2645,-0.2690,-0.1850
8.4503,0,0.0075,-0.5224,-0.2690,-0.1870
8.4787,0,0.0000,-0.5295,-0.2650,-0.1770
8.4939,0,0.0075,-0.3038,-0.2550,-0.1660
8.5238,0,0.0150,-0.2004,-0.2440,-0.1610
8.5400,0,0.0150,-0.1621,-0.2350,-0.1690
8.5675,0,0.0150,0.0958,-0.2280,-0.1710
8.6113,0,0.0150,0.1487,-0.2220,-0.1770
8.6179,0,0.0150,0.0502,-0.2160,-0.1880
8.6340,0,0.0075,-0.0931,-0.2080,-0.2030
8.6606,0,0.0000,-0.1493,-0.2040,-0.2170
8.6649,0,0.0000,-0.1493,-0.2010,-0.2200
8.6936,0,0.0000,-0.1493,-0.2020,-0.2330
8.7119,0,0.0000,-0.1493,-0.2090,-0.2470
8.7340,0,0.0000,-0.0562,-0.2130,-0.2600
8.7640,0,0.0000,0.0000,-0.2120,-0.2860
8.7800,0,0.0000,0.0000,-0.2090,-0.3180
8.8031,0,0.0000,0.0000,-0.2000,-0.3530
8.8140,0,0.0000,0.0000,-0.1770,-0.3750
8.8694,0,0.0000,0.0000,-0.1690,-0.3990
8.9064,0,0.0000,0.0000,-0.1670,-0.4020
8.9326,0,0.0000,0.0000,-0.1650,-0.4050
8.9875,0,0.0000,0.0000,-0.1530,-0.4460
9.0212,0,0.0000,0.0000,-0.1420,-0.4730
9.0335,0,0.0000,0.0000,-0.1330,-0.5010
9.0635,0,0.0000,0.0000,-0.1260,-0.5190
9.0794,0,0.0000,0.0000,-0.1170,-0.5280
9.1029,0,0.0000,0.0000,-0.1100,-0.5360
9.1722,0,0.0000,0.0000,-0.0480,-0.6840
9.2407,0,0.0000,0.0000,-0.1360,-0.5960
9.2522,0,0.0000,0.0000,-0.0190,-0.8500
9.2815,0,0.0000,0.0000,-0.1690,-0.6070
9.2967,0,0.0000,0.0000,-0.1800,-0.6050
9.3243,0,0.0000,0.0000,-0.1850,-0.6000
9.3455,0,0.0000,0.0000,-0.1880,-0.6000
9.3735,0,0.0000,0.0000,-0.1900,-0.6010
9.3977,0,0.0000,0.0000,-0.1920,-0.6060
9.4251,0,0.0000,0.0000,-0.1930,-0.6250
9.4537,0,0.0000,0.0000,-0.1830,-0.6470
9.4705,0,0.0000,0.0000,-0.1820,-0.6590
9.4941,0,0.0000,0.0000,-0.1890,-0.6640
9.5250,0,0.0000,0.0000,-0.2010,-0.6650
9.5378,0,0.0000,0.0000,-0.2090,-0.6670
9.6145,0,0.0000,0.0000,-0.2120,-0.6710
9.6308,0,0.0000,0.0000,-0.1940,-0.7110
9.6798,0,0.0960,0.3920,-0.1880,-0.7200
9.7587,0,0.5494,1.5411,-0.1940,-0.7250
9.7762,0,1.1933,8.9148,-0.1930,-0.7170
9.8039,0,1.8556,13.6869,-0.1880,-0.7150
9.8269,0,2.3928,18.3674,-0.1820,-0.7110
9.8456,0,2.9044,23.4252,-0.1830,-0.7040
9.8715,0,3.3773,25.9284,-0.1870,-0.6980
9.8917,0,3.4927,19.7011,-0.1960,-0.6910
9.9152,0,3.3734,13.9126,-0.2130,-0.6750
9.9409,0,3.1905,7.8125,-0.2270,-0.6620
9.9634,0,3.1585,2.0786,-0.2330,-0.6570
9.9828,0,3.2472,-0.6587,-0.2380,-0.6510
10.0080,0,3.2786,-1.5559,-0.2440,-0.6440
10.0294,0,3.2149,-1.1352,-0.2450,-0.6380
10.0536,0,3.1764,-0.0346,-0.2440,-0.6290
10.0812,0,3.2150,0.5291,-0.2440,-0.6240
10.0976,0,3.2406,-0.0728,-0.2430,-0.6220
10.1228,0,3.1583,-0.9751,-0.2390,-0.6210
10.1502,0,3.0697,-1.0244,-0.2320,-0.6210
10.1680,0,3.0953,-0.4172,-0.2260,-0.6200
10.2284,0,3.1146,-0.6327,-0.1260,-0.7400
10.2385,0,3.0889,-1.4520,-0.1120,-0.7390
10.2488,0,3.0440,-1.6730,-0.0980,-0.7400
10.2772,0,3.0053,-1.2999,-0.0880,-0.7420
10.2804,0,2.9667,-4.0223,-0.0820,-0.7440
10.3573,0,2.8893,-4.2875,-0.1340,-0.6140
10.3779,0,2.8505,-4.1579,-0.1280,-0.6070
10.4042,0,2.7855,-3.7782,-0.1340,-0.6080
10.4382,0,2.5791,-4.7209,-0.1410,-0.6130
10.4447,0,2.3724,-8.6632,-0.1420,-0.6150
10.4568,0,2.1722,-11.7568,-0.1430,-0.6170
10.4817,0,1.9776,-12.9448,-0.1460,-0.6190
10.4892,0,1.7493,-18.5340,-0.1430,-0.6270
10.5233,0,1.4470,-19.0926,-0.1530,-0.6350
10.5353,0,1.2634,-15.7713,-0.1620,-0.6420
10.5677,0,1.1156,-13.3900,-0.1690,-0.6470
10.6299,0,0.9243,-12.4407,-0.1680,-0.6490
10.6432,0,0.7687,-8.6908,-0.1580,-0.6610
10.6501,0,0.6555,-10.1879,-0.1520,-0.6580
10.6841,0,0.6555,-7.1328,-0.1340,-0.6660
10.6997,0,0.6263,-6.5934,-0.1270,-0.6670
10.7215,0,0.5681,-6.5130,-0.1260,-0.6660
10.7368,1,0.5535,-4.3706,-0.1260,-0.6640
10.7424,1,0.5170,-2.3972,-0.1270,-0.6630
10.7459,1,0.4588,-5.7245,-0.1280,-0.6610
10.7561,1,0.4007,-6.4908,-0.1280,-0.6600
10.7871,1,0.4080,-5.9087,-0.1250,-0.6570
10.8582,1,0.4006,-5.7380,-0.0980,-0.6560
10.8791,1,0.4006,-4.4410,-0.0910,-0.6690
10.9055,1,0.4153,-1.0027,-0.0890,-0.6720
10.9279,1,0.4226,0.2031,-0.0880,-0.6750
10.9393,1,0.4153,0.0271,-0.0880,-0.6820
10.9487,1,0.3561,-1.2156,-0.0880,-0.6850
10.9624,1,0.3117,-1.8607,-0.0890,-0.6880
10.9829,1,0.3043,-2.0433,-0.0910,-0.6920
11.0118,1,0.2379,-2.5690,-0.0940,-0.6940
11.0293,1,0.1787,-3.1166,-0.0970,-0.6930
11.0543,1,0.1714,-1.9121,-0.0990,-0.6900
11.0840,1,0.2085,-1.0173,-0.0990,-0.6860
11.0883,1,0.2455,0.7764,-0.0970,-0.6840
11.0977,1,0.2382,1.0793,-0.0940,-0.6840
11.1267,1,0.2605,1.9090,-0.1030,-0.6800
11.1825,1,0.2680,1.9947,-0.1800,-0.7960
11.2001,1,0.2309,1.3236,-0.1780,-0.7990
11.2301,1,0.1938,-0.6462,-0.1790,-0.7980
11.2347,1,0.1567,-2.1079,-0.1810,-0.7970
11.2488,1,0.1121,-2.8928,-0.1810,-0.7970
11.2649,1,0.0898,-3.1958,-0.1820,-0.7960
11.2706,1,0.0674,-3.5699,-0.1830,-0.7950
11.2796,1,0.0524,-3.6517,-0.1830,-0.7950
11.3702,1,0.0374,-2.0659,-0.1050,-0.6710
11.3839,1,0.0300,-1.5437,-0.1060,-0.6700
11.4101,1,0.0300,-1.2673,-0.1090,-0.6690
11.4385,1,0.0225,-0.5245,-0.1110,-0.6690
11.4900,1,0.0300,-0.1659,-0.1120,-0.6680
11.5013,1,0.0375,0.0008,-0.1110,-0.6660
11.5367,1,0.0450,0.1522,-0.1120,-0.6680
11.5470,1,0.0450,0.1522,-0.1140,-0.6670
11.5736,1,0.0450,0.2049,-0.1140,-0.6650
11.5908,1,0.0375,0.0886,-0.1140,-0.6630
11.6269,1,0.0300,-0.0865,-0.1170,-0.6570
11.6613,1,0.0225,-0.1724,-0.1180,-0.6490
11.6879,1,0.0150,-0.2287,-0.1200,-0.6440
11.6944,1,0.0075,-0.4587,-0.1220,-0.6420
11.7308,1,0.0000,-0.4126,-0.1240,-0.6390
11.7592,1,0.0000,-0.3711,-0.1250,-0.6360
11.7772,1,0.0000,-0.3274,-0.1260,-0.6320
11.7999,1,0.0000,-0.2711,-0.1280,-0.6300
11.8293,1,0.0000,-0.0411,-0.1290,-0.6280
11.8328,1,0.0000,0.0000,-0.1290,-0.6270
11.8433,1,0.0000,0.0000,-0.1290,-0.6270
11.8711,1,0.0000,0.0000,-0.1300,-0.6260
11.8772,1,0.0000,0.0000,-0.1320,-0.6260
11.8817,1,0.0000,0.0000,-0.1340,-0.6250
11.8937,1,0.0000,0.0000,-0.1370,-0.6230
11.9079,1,0.0000,0.0000,-0.1400,-0.6210
11.9263,1,0.0000,0.0000,-0.1460,-0.6150
11.9489,1,0.0000,0.0000,-0.1500,-0.6090
11.9751,1,0.0000,0.0000,-0.1520,-0.6040
11.9822,1,0.0000,0.0000,-0.1520,-0.6010
11.9937,1,0.0000,0.0000,-0.1530,-0.6010
12.0144,1,0.0000,0.0000,-0.1540,-0.6000
12.0176,1,0.0000,0.0000,-0.1550,-0.5990
12.0292,1,0.0000,0.0000,-0.1560,-0.5990
12.0525,1,0.0000,0.0000,-0.1580,-0.5980
12.0552,1,0.0000,0.0000,-0.1580,-0.5980
12.0966,1,0.0000,0.0000,-0.1590,-0.5960
12.1514,1,0.0000,0.0000,-0.1600,-0.5980
12.1651,1,0.0000,0.0000,-0.1620,-0.6060
12.1918,1,0.0000,0.0000,-0.1690,-0.6150
12.2247,1,0.0000,0.0000,-0.1870,-0.6160
12.2709,1,0.0000,0.0000,-0.1750,-0.7330
12.3044,1,0.0000,0.0000,-0.1760,-0.7320
12.3874,1,0.0000,0.0000,-0.2310,-0.5890
12.4255,1,0.0000,0.0000,-0.2200,-0.5830
12.4417,1,0.0150,0.1853,-0.2110,-0.5680
12.4717,1,0.0299,0.2849,-0.2010,-0.5640
12.4884,1,0.0449,0.4648,-0.2020,-0.5550
12.5114,1,0.0599,0.5950,-0.2070,-0.5430
12.5353,1,0.0748,0.7198,-0.2100,-0.5360
12.5982,1,0.2427,1.0686,-0.2210,-0.5270
12.6020,1,0.3956,8.9774,-0.2520,-0.5040
12.6136,1,0.6326,12.9060,-0.2640,-0.4990
12.6315,1,1.0185,17.0860,-0.2750,-0.4950
12.6367,1,1.4308,32.6174,-0.2820,-0.4920
12.6481,1,1.8628,39.6520,-0.2860,-0.4910
12.6652,1,2.1419,34.9238,-0.4950,-0.7310
12.6834,1,2.3483,33.0785,-0.2850,-0.4930
12.7045,1,2.5367,30.5563,-0.2800,-0.4950
12.7311,1,2.6023,15.3919,-0.2770,-0.4940
12.7390,1,2.6479,8.9841,-0.2720,-0.4920
12.7505,1,2.6805,6.2716,-0.2700,-0.4900
12.7656,2,2.7065,4.3522,-0.2700,-0.4860
12.7741,2,2.7921,4.5878,-0.2690,-0.4820
12.7938,2,2.8052,4.2282,-0.2690,-0.4780
12.8003,2,2.7922,2.6662,-0.2660,-0.4740
12.8089,2,2.7857,1.9476,-0.2620,-0.4740
12.8439,2,2.7922,1.6407,-0.2570,-0.4750
12.8687,2,2.7661,-0.5932,-0.2600,-0.4710
12.9301,2,2.7203,-0.8747,-0.2660,-0.4720
12.9344,2,2.6809,-2.2828,-0.2620,-0.4740
12.9487,2,2.6350,-2.7778,-0.2580,-0.4740
12.9636,2,2.5628,-3.7788,-0.2540,-0.4740
12.9713,2,2.4512,-6.4821,-0.2500,-0.4740
13.0007,2,2.3518,-7.0090,-0.2460,-0.4720
13.0151,2,2.3386,-5.3837,-0.2410,-0.4710
13.0383,2,2.3386,-4.7378,-0.2340,-0.4720
13.1067,2,2.2107,-4.1479,-0.4410,-0.7720
13.1756,2,2.0266,-1.7681,-0.2310,-0.5010
13.2067,2,1.8130,-2.4662,-0.2430,-0.4930
13.2269,2,1.6334,-4.0580,-0.2490,-0.4920
13.2479,2,1.3646,-6.6258,-0.2520,-0.4930
13.2826,2,1.0246,-8.2078,-0.2470,-0.4980
13.2915,2,0.8265,-12.1535,-0.2370,-0.5010
13.3272,2,0.7627,-11.1360,-0.2200,-0.5080
13.3376,2,0.7484,-9.6359,-0.2040,-0.5130
13.3713,2,0.6620,-7.5811,-0.1910,-0.5200
13.3851,2,0.6113,-6.3609,-0.1840,-0.5260
13.4142,2,0.6549,-1.5825,-0.1800,-0.5280
13.4401,2,0.6912,-0.9450,-0.1730,-0.5310
13.4519,2,0.6407,-1.5275,-0.1630,-0.5340
13.4654,2,0.5463,-2.4111,-0.1600,-0.5390
13.4922,2,0.5170,-1.8939,-0.1610,-0.5420
13.5104,2,0.5243,-2.1125,-0.1610,-0.5460
13.5369,2,0.5025,-2.5575,-0.1600,-0.5530
13.5762,2,0.4369,-2.0337,-0.1650,-0.5600
13.6193,2,0.3930,-0.8406,-0.1140,-0.7020
13.6270,2,0.3409,-1.9771,-0.1120,-0.7050
13.6389,2,0.2888,-2.9303,-0.1120,-0.7100
13.6574,2,0.2001,-3.7276,-0.1110,-0.7120
13.6622,2,0.1562,-5.2155,-0.1100,-0.7140
13.7457,2,0.1562,-5.0119,-0.1710,-0.5840
13.7634,2,0.1116,-4.1600,-0.1700,-0.5810
13.7945,2,0.1340,-3.1430,-0.1670,-0.5810
13.8084,2,0.1340,-2.1814,-0.1650,-0.5790
13.8357,2,0.1565,-0.1955,-0.1620,-0.5780
13.8700,2,0.1194,-0.4119,-0.1610,-0.5770
13.8783,2,0.0823,-0.8049,-0.1630,-0.5730
13.8892,2,0.0748,-1.0869,-0.1670,-0.5700
13.9180,2,0.0673,-1.1387,-0.1720,-0.5640
13.9388,2,0.0823,-1.1588,-0.1790,-0.5610
13.9662,2,0.0748,-0.9969,-0.1940,-0.5560
14.0274,2,0.0748,-0.1005,-0.1820,-0.5450
14.0944,2,0.0748,0.0374,-0.2260,-0.5360
14.1190,2,0.0898,0.2110,-0.2130,-0.5330
14.1522,2,0.0898,0.0674,-0.2070,-0.5330
14.1653,2,0.0898,0.1218,-0.2020,-0.5320
14.1866,2,0.0898,0.1218,-0.1980,-0.5320
14.1922,2,0.0898,0.1218,-0.1920,-0.5330
14.1979,2,0.0898,0.0000,-0.1870,-0.5330
14.2256,2,0.0898,0.0000,-0.1770,-0.5380
14.2504,2,0.0748,-0.1209,-0.1760,-0.5390
14.2684,2,0.0599,-0.2875,-0.1830,-0.5330
14.2967,2,0.0449,-0.3931,-0.1910,-0.5260
14.3312,2,0.0299,-0.4798,-0.1870,-0.5320
14.3468,2,0.0150,-0.6724,-0.1930,-0.5250
14.4176,2,0.5372,0.9232,-0.1300,-0.6360
14.4788,2,1.6130,4.6086,-0.2050,-0.4690
14.5105,2,3.0796,13.9433,-0.2060,-0.4600
14.5194,2,4.7969,52.8693,-0.2070,-0.4490
14.5467,2,6.6883,66.9227,-0.2040,-0.4430
14.5681,2,8.7253,84.4608,-0.1960,-0.4480
14.5893,2,10.3054,95.8521,-0.1900,-0.4510
14.6145,2,11.4562,95.7490,-0.1910,-0.4540
14.6224,2,12.2464,76.9493,-0.1890,-0.4550
14.6352,2,12.7988,71.7295,-0.1880,-0.4540
14.6569,2,13.1729,56.1653,-0.1840,-0.4530
14.6903,2,13.4270,42.7763,-0.1800,-0.4530
14.7031,2,13.6051,36.4265,-0.1780,-0.4520
14.7318,2,13.6825,16.9262,-0.1800,-0.4500
14.7504,2,13.7297,8.7926,-0.1840,-0.4470
14.7870,2,13.7511,5.4613,-0.1900,-0.4450
14.8248,3,13.7597,3.9856,-0.1910,-0.4400
14.8313,3,13.7124,-0.2434,-0.1920,-0.4430
14.8666,3,13.6045,-1.3945,-0.1940,-0.4470
14.8777,3,13.4749,-4.2449,-0.1960,-0.4480
14.9082,3,13.3146,-5.4108,-0.1950,-0.4490
14.9116,3,13.1672,-14.1556,-0.1950,-0.4510
14.9213,3,13.0280,-15.5798,-0.1940,-0.4500
14.9425,3,12.9058,-16.1180,-0.1950,-0.4510
14.9459,3,12.8311,-18.1818,-0.1960,-0.4510
14.9552,3,12.7607,-18.6595,-0.1990,-0.4510
14.9814,3,12.7165,-10.2964,-0.2040,-0.4520
15.0131,3,12.6679,-7.7265,-0.2050,-0.4530
15.0255,3,12.6237,-7.2892,-0.2050,-0.4530
15.0514,3,12.5927,-3.1214,-0.2050,-0.4510
15.0845,3,12.5750,-1.7022,-0.2030,-0.4490
15.0886,3,12.5661,-1.8000,-0.1990,-0.4490
15.0932,3,12.5617,-1.6856,-0.1950,-0.4490
15.1297,3,12.5617,-0.9729,-0.1860,-0.4490
15.1620,3,12.5705,-0.6790,-0.1760,-0.4510
15.1964,3,12.5794,-0.5203,-0.1690,-0.4520
15.2264,3,12.5883,-0.0271,-0.1680,-0.4460
15.2939,3,12.5972,0.1920,-0.1780,-0.4320
15.3704,3,12.6060,0.2152,-0.1880,-0.3950
15.3974,3,12.6193,0.2589,-0.1930,-0.3850
15.4161,3,12.6282,0.3019,-0.1930,-0.3840
15.4834,3,12.6371,0.2690,-0.0960,-0.5450
15.5423,3,12.6415,0.2578,-0.1790,-0.3930
15.5649,3,12.6459,0.2737,-0.1790,-0.3930
15.5879,3,12.6503,0.2137,-0.1770,-0.3950
15.6120,3,12.6503,0.1191,-0.1760,-0.3980
15.6527,3,12.6548,0.1145,-0.1760,-0.4000
15.6589,3,12.6592,0.2433,-0.1760,-0.4010
15.6701,3,12.6636,0.2831,-0.1760,-0.4040
