Repetition	Max. Angle Reached1	Avg. Velocity	Time	Distance	Default=1	Max Target Angle=3.5	Max. Angle Reached2
1	16.43	[0, 14.11, 15.3, 7.65, 5.38, 4.08, 3.29, 2.74, 2.35]	[0, 10, 11, 12, 13, 14, 15, 16, 17]	[0, 31.03, 33.65, 33.65, 35.49, 35.93, 36.13, 36.13, 36.13]	15.87
X(Time)	Y(Sensor 1 Angle)	Y(Sensor 2 Angle)
0	0	0
1	0	0
2	0	0
3	0	0
4	0	0
5	0	0
6	0	0
7	0	0
8	0	0
9	0	0
10	14.11	0.52
11	15.3	0.52
12	15.3	15.64
13	16.14	15.64
14	16.34	15.87
15	16.43	15.87
16	16.43	15.87
17	16.43	15.87
18	0	0
19	0	0
20	0	0
21	0	0
22	0	0
23	0	0
24	0	0
25	0	0
26	0	0
27	0	0
28	0	0
29	0	0
30	0	0
31	0	0
32	0	0
33	0	0
34	0	0
35	0	0
36	0	0
37	0	0
38	0	0
39	0	0
40	0	0
