Repetition	Max. Angle Reached1	Avg. Velocity	Time	Distance	Default=1	Max Target Angle=3.5	Max. Angle Reached2
X(Time)	Y(Sensor 1 Angle)	Y(Sensor 2 Angle)
0	0	0
1	0	0
2	0	0
3	0	0
4	0	0
5	0	0
6	0	0
7	0	0
8	0	0
9	0	0
10	0	0
11	5.91	2.69
12	7.3	19.43
13	7.59	19.62
14	7.68	19.58
15	7.68	19.58
16	7.68	19.36
17	7.68	19.21
18	7.68	19.21
19	7.68	19.21
20	7.68	19.21
21	7.68	19.21
22	7.51	14.89
23	0.98	14.89
24	0.47	14.89
25	0.47	2.37
26	0.47	2.37
27	0.47	2.04
28	0.47	1.86
29	0.47	1.86
30	0.47	1.47
31	0.47	1.47
32	0.47	1.47
33	0.47	1.05
34	0.47	0.82
35	0.47	0.82
36	0.4	0.57
37	0.4	0.57
38	0.4	0.82
39	0.4	0.82
40	0.4	0.82
41	0.4	1.27
42	0.4	1.27
43	0.4	1.67
44	0.4	2.04
45	0.34	2.04
46	0.34	2.69
47	0.34	2.69
48	0.34	3.27
49	0.34	3.67
50	0.34	3.67
51	0.34	4.17
52	0.34	4.17
53	0.34	4.17
54	0.34	4.74
55	0.34	4.74
56	0.34	4.85
57	0.34	4.85
58	0.34	4.96
59	0.4	4.96
60	0.4	4.96
61	0.4	4.96
62	0.4	4.96
63	0.4	4.96
64	0.4	4.96
65	0.4	4.96
66	0.47	4.96
67	0.47	4.96
68	0.47	4.74
69	0.47	4.74
70	0.47	4.85
71	0.47	4.85
72	0.47	5.48
73	0.53	5.48
74	0.53	5.48
75	0.53	5.58
76	0.53	5.17
77	0.53	4.85
78	0.53	4.52
79	0.53	4.52
80	0.53	4.52
81	0.53	4.52
82	0.53	4.52
83	0.53	4.52
84	0.53	4.85
85	0.53	5.07
86	0.53	5.07
87	0.53	5.38
88	0.6	5.38
89	0.6	5.87
90	0.6	6.24
91	0.6	6.24
92	0.6	6.51
93	0.6	6.51
94	0.6	6.51
95	0.6	6.51
96	0.6	6.51
97	0.6	6.51
98	0.6	6.86
99	0.66	6.95
100	0.66	7.03
101	0.66	7.03
102	0.66	7.03
103	0.66	7.03
104	0.66	7.03
105	0.66	7.03
106	0.66	6.78
107	0.66	6.51
108	0.66	6.51
109	0.6	5.68
110	0.6	5.28
111	0.6	4.52
112	0.6	4.05
113	0.6	3.41
114	0.6	2.69
115	0.6	2.04
116	0.6	1.67
117	0.6	0.57
118	0.6	0.57
119	0.6	-0.34
120	0.6	-0.74
121	0.6	-0.74
122	0.6	-0.74
123	0.6	-0.74
124	0.6	-0.34
125	0.6	0.0
126	0.6	0.3
127	0.6	0.3
128	0.6	0.3
129	0.6	0.3
130	0.6	0.57
131	0.6	0.57
132	0.6	1.05
133	0.6	1.05
134	0.6	7.52
135	0.6	6.06
136	0.53	6.06
137	0.53	6.06
138	0.53	6.06
139	0.53	6.06
140	0.53	6.06
141	0.53	4.41
142	0.53	4.17
143	0.53	4.17
144	0.53	3.54
145	0.53	3.41
146	0.47	2.99
147	0.47	2.99
148	0.47	2.69
149	0.4	2.69
150	0.4	2.69
151	0.4	2.37
152	0.34	2.37
153	0.34	2.37
154	0.27	2.37
155	0.27	2.37
156	0.27	2.37
157	0.2	2.37
158	0.2	2.37
159	0.14	2.37
160	0.14	2.37
161	0.07	4.52
162	0.07	4.96
163	0.0	4.96
164	0.0	5.28
165	0.0	5.28
166	0.0	5.58
167	-0.07	5.87
168	-0.07	5.87
169	-0.07	6.06
170	-0.07	6.06
171	-0.07	6.33
172	-0.13	6.42
173	-0.13	6.42
174	-0.13	6.42
175	-0.13	6.42
176	-0.13	6.51
177	-0.13	6.42
178	-0.13	6.33
179	-0.13	6.24
180	-0.13	6.24
181	-0.13	5.87
182	-0.13	5.68
183	-0.13	5.68
184	-0.13	5.28
185	-0.13	5.28
186	-0.07	5.07
187	-0.07	4.96
188	-0.07	4.96
189	-0.07	4.96
190	-0.07	4.96
191	-0.07	4.29
192	-0.07	4.05
193	-0.07	3.8
194	-0.07	3.8
195	-0.07	3.8
196	-0.07	3.13
197	-0.07	2.99
198	-0.07	2.99
199	-0.07	2.99
200	-0.07	2.99
201	-0.07	2.99
202	-0.07	3.54
203	-0.07	3.54
204	-0.07	3.54
205	-0.07	3.54
206	-0.07	3.67
207	-0.07	3.54
208	-0.07	3.41
209	-0.07	3.27
210	-0.07	3.27
211	-0.07	3.27
212	-0.07	3.41
213	-0.07	3.41
214	-0.07	3.41
215	-0.07	3.41
216	-0.07	4.29
217	-0.07	4.29
218	-0.07	4.63
219	-0.07	4.63
220	-0.07	4.63
221	-0.07	4.63
222	-0.07	4.63
223	-0.07	4.63
224	-0.07	4.63
225	-0.07	4.63
226	-0.07	4.63
227	-0.07	4.63
228	-0.07	4.63
229	-0.07	4.63
230	-0.07	4.63
231	-0.07	4.63
232	-0.07	4.63
233	-0.07	4.63
234	-0.07	4.63
235	-0.07	4.63
236	-0.07	4.63
237	-0.07	7.03
238	-0.07	7.03
239	-0.07	7.03
240	-0.07	6.86
241	-0.07	6.69
242	-0.07	6.69
243	-0.07	6.69
244	-0.07	6.69
245	-0.07	6.69
246	-0.07	6.69
247	-0.07	6.69
248	-0.07	5.87
249	-0.07	5.96
250	-0.07	5.96
251	-0.07	5.96
252	-0.07	6.15
253	-0.07	6.15
254	-0.07	6.15
255	-0.07	6.15
256	-0.07	6.33
257	-0.07	6.33
258	-0.07	6.51
259	-0.07	6.51
260	-0.07	6.78
261	-0.07	6.78
262	-0.07	6.69
263	-0.07	6.51
264	-0.07	6.51
265	-0.07	6.51
266	-0.07	5.77
267	-0.07	5.77
268	-0.07	5.28
269	-0.07	5.28
270	-0.07	4.74
271	-0.07	4.52
272	-0.07	4.52
273	-0.07	4.52
274	-0.07	4.52
275	-0.07	3.67
276	-0.07	3.67
277	0	0
278	0	0
279	0	0
280	-0.07	3.67
281	0	0
282	0	0
283	0	0
284	-0.07	3.67
285	0	0
286	0	0
287	0	0
288	0	0
289	0	0
