Repetition	Max. Angle Reached1	Avg. Velocity	Time	Distance	Default=1	Max Target Angle=3.5	Max. Angle Reached2
1	12.8	[0, 11.64, 11.64, 6.23, 4.19, 3.15, 2.52, 2.13, 1.27]	[0, 11, 12, 13, 14, 15, 16, 17, 18]	[0, 25.6, 25.6, 27.4, 27.62, 27.71, 27.71, 28.15, 19.55]	14.66
X(Time)	Y(Sensor 1 Angle)	Y(Sensor 2 Angle)
0	0	0
1	0	0
2	0	0
3	0	0
4	0	0
5	0	0
6	0	0
7	0	0
8	0	0
9	0	0
10	0	0
11	11.64	3.47
12	11.64	3.47
13	12.46	14.45
14	12.56	14.45
15	12.6	14.66
16	12.6	14.56
17	12.8	14.56
18	8.89	14.56
19	0	0
20	0	0
21	0	0
22	0	0
23	0	0
24	0	0
25	0	0
